"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,78.57,29.98,67.20,528.35,172.05,6.19,1.02,110.48,19.21,1.78,0.00,14.93,59.98,5.14,0.00,164.07,112.47,132.84,41.73,18.00,238.76,30.33,2.06,6.88,87.77,0.00,6.39,9.98,16.46,10.52,3.81,228.68,220.60,45.02,0.00,45.02,20.60,0.00,80.33,0.00,5.67,0.00,0.00,52.96,66.54,24.56,30.70,30.59,30.58,28.16,85.00,110.37,110.32,203.40,0.00,0.00
2.00,78.57,29.98,67.20,606.66,197.55,6.19,1.02,110.48,19.21,1.78,0.00,14.93,59.98,5.14,2.82,164.07,112.47,132.84,41.73,6.59,238.95,30.33,2.06,6.88,87.77,0.00,6.39,9.98,20.04,10.52,4.64,228.68,228.42,20.60,0.00,20.60,0.00,0.00,105.04,0.00,5.67,0.00,0.00,66.62,66.54,24.56,30.70,30.59,30.58,20.60,46.46,110.37,110.32,203.40,0.00,0.00
3.00,78.57,29.98,67.20,620.01,201.90,6.19,1.02,110.48,19.21,1.78,0.00,14.93,59.98,5.14,2.82,164.07,112.47,132.84,41.73,0.00,239.15,30.33,2.06,6.88,87.77,0.00,6.39,9.98,40.25,10.52,9.32,228.68,228.42,20.60,0.00,20.60,0.00,0.00,87.79,81.88,5.67,0.00,0.00,66.62,66.54,24.56,30.70,30.59,30.58,33.53,33.53,110.37,110.32,203.40,0.00,0.00
4.00,78.57,29.98,67.20,620.01,201.90,6.19,1.02,110.48,19.21,1.78,0.00,14.93,59.98,5.14,2.82,164.07,112.47,132.84,41.73,0.00,238.89,30.33,2.06,6.88,87.77,0.00,6.39,9.98,38.83,10.52,8.99,228.68,228.42,20.60,0.00,20.60,0.00,0.00,93.80,88.16,5.67,0.00,0.00,66.62,66.54,24.56,30.70,30.59,30.58,33.53,33.53,110.37,110.32,203.40,0.00,0.00
5.00,78.57,29.98,67.20,620.01,201.90,6.19,1.02,110.48,19.21,1.78,0.00,14.93,59.98,5.14,2.82,164.07,112.47,132.84,41.73,0.00,239.01,30.33,2.06,6.88,87.77,0.00,6.39,9.98,40.17,10.52,9.30,228.68,228.42,20.60,0.00,20.60,0.00,0.00,100.02,94.67,5.67,0.00,0.00,66.62,66.54,24.56,30.70,30.59,30.58,52.29,20.60,110.37,110.32,203.40,0.00,0.00
6.00,78.57,29.98,67.20,554.36,180.52,6.19,1.02,110.48,19.21,1.78,0.00,14.93,59.98,5.14,2.82,164.07,112.47,132.84,41.73,18.00,238.76,30.33,2.06,6.88,87.77,0.00,6.39,9.98,16.46,10.52,3.81,228.68,228.42,20.60,59.70,60.40,20.60,0.00,80.33,0.00,5.67,0.00,0.00,52.96,66.54,24.56,30.70,30.59,30.58,28.16,85.00,110.37,110.32,203.40,0.00,0.00
7.00,78.57,29.98,67.20,581.57,189.38,6.19,1.02,110.48,19.21,1.78,0.00,14.93,59.98,5.14,2.82,164.07,112.47,132.84,41.73,18.00,238.95,30.33,2.06,6.88,87.77,0.00,6.39,9.98,16.46,10.52,3.81,228.68,228.42,20.60,59.70,60.40,20.60,0.00,93.38,0.00,5.67,0.00,0.00,52.96,66.54,24.56,30.70,30.59,30.58,28.16,85.00,110.37,110.32,203.40,0.00,0.00
8.00,78.57,29.98,67.20,613.46,199.76,6.19,1.02,110.48,19.21,1.78,0.00,14.93,95.10,5.14,2.82,164.07,112.47,132.84,41.73,18.00,239.15,30.33,2.06,6.88,87.77,0.00,6.39,9.98,16.46,10.52,3.81,228.68,228.42,20.60,39.44,61.51,39.75,0.00,145.84,0.00,5.67,0.00,0.00,52.96,66.54,24.56,30.70,30.59,30.58,28.16,85.00,110.37,110.32,203.40,0.00,0.00
9.00,78.57,29.98,67.20,616.28,200.68,6.19,1.02,110.48,19.21,1.78,38.06,14.93,142.44,5.14,2.82,164.07,112.47,132.84,41.73,18.00,238.76,30.33,2.06,6.88,87.77,0.00,6.39,9.98,16.46,10.52,3.81,228.68,228.42,20.60,60.77,39.97,39.97,70.18,84.01,0.00,5.67,0.00,0.00,52.96,66.54,65.12,30.70,30.59,30.58,28.16,85.00,110.37,110.32,203.40,19.44,20.27
10.00,78.57,29.98,67.20,620.01,201.90,6.19,1.02,110.48,19.21,1.78,38.06,14.93,78.55,5.14,2.82,164.07,112.47,132.84,41.73,18.00,238.95,30.33,2.06,6.88,87.77,0.00,6.39,9.98,16.46,10.52,3.81,228.68,228.42,20.60,60.77,39.97,39.97,122.63,130.66,0.00,5.67,0.00,0.00,52.96,66.54,65.12,30.70,30.59,30.58,28.16,85.00,110.37,110.32,203.40,19.44,20.27
