"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","WAYRASOLAR"
1.00,0.00,18.89,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,3.30,6.40,6.51,17.70,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,0.00,20.90,58.70,2.00,28.33,3.50,11.15,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,62.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,10.21,11.58,9.45,0.00,0.40,71.50,85.70,8.90,7.20,0.00,81.20,67.00,0.00,1.61,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,19.14,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,3.30,6.40,6.39,17.80,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,0.00,21.60,58.20,2.00,28.33,3.50,11.15,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,60.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,10.19,11.52,9.45,0.00,0.40,73.80,85.40,9.10,7.10,0.00,83.20,68.00,0.00,1.59,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,19.18,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,3.30,6.40,6.74,18.60,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,0.00,21.40,57.30,2.00,28.29,3.50,11.12,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,61.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,10.63,11.84,9.45,0.00,0.40,71.90,82.80,8.80,6.80,0.00,81.60,68.00,0.10,1.57,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,19.40,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,3.30,6.40,6.96,19.40,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,0.00,21.10,56.50,2.00,28.25,3.50,11.14,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,66.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,11.07,12.16,9.45,0.00,0.40,70.00,80.20,8.50,6.40,0.00,80.00,69.00,0.20,1.55,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.08
5.00,0.00,19.36,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,3.30,6.40,7.17,19.50,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,0.00,20.90,55.90,2.00,28.32,3.50,11.13,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,68.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,11.28,12.37,9.45,0.00,0.40,67.60,77.90,8.20,6.20,0.00,79.90,69.00,0.20,1.53,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.10
6.00,0.02,19.31,0.03,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,3.30,6.40,7.01,19.50,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,0.00,20.60,55.40,2.00,28.32,3.50,11.14,0.00,14.49,0.22,0.60,2.90,3.30,3.40,2.30,67.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,11.49,12.57,9.45,0.00,0.40,65.20,75.60,7.80,6.00,0.00,79.80,68.00,0.30,1.52,0.00,0.00,10.63,0.32,12.14,0.00,0.00,0.00,0.62
7.00,2.02,19.36,1.29,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.98,0.00,3.10,3.30,6.40,6.75,19.70,6.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,0.09,20.20,54.50,2.00,28.25,3.50,11.15,5.00,14.49,3.67,0.60,2.90,3.30,3.40,2.30,64.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,11.75,12.76,9.45,0.04,0.40,62.80,73.10,7.50,5.70,3.60,79.10,65.00,0.30,1.51,2.02,2.07,10.63,9.35,12.14,0.00,0.00,0.60,0.71
8.00,4.67,19.85,3.61,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.98,1.26,3.10,3.20,6.40,6.52,19.90,5.30,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,1.54,19.80,53.60,2.00,28.25,3.50,11.14,32.00,14.49,11.80,0.60,2.90,3.30,3.40,2.30,59.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,12.02,12.94,9.45,0.07,0.40,60.30,70.60,7.20,5.40,23.04,78.40,62.00,0.30,1.49,7.88,40.49,10.63,47.52,12.14,0.03,0.50,16.07,1.23
9.00,5.99,19.82,5.65,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,2.44,8.48,3.10,3.20,6.40,6.43,22.70,7.40,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,5.66,18.60,51.70,2.00,28.27,3.50,11.13,65.00,14.49,21.59,0.60,2.90,3.30,3.40,2.30,53.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,12.16,12.85,9.45,0.08,0.40,57.30,66.90,7.00,5.10,46.80,74.20,58.00,0.40,1.47,18.34,113.67,10.63,107.07,12.14,0.07,0.60,46.19,4.16
10.00,9.09,19.83,8.35,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,2.44,13.74,3.10,3.20,6.40,7.05,25.40,8.10,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,8.72,17.40,49.80,2.00,28.19,3.50,11.13,99.00,14.49,29.37,0.60,2.90,3.30,3.40,2.30,48.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,12.30,12.76,9.47,0.12,0.40,54.20,63.30,6.90,4.70,71.28,70.10,55.00,0.40,0.00,29.84,186.54,10.63,156.37,12.14,0.13,1.70,74.95,9.09
