"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,46.46,27.31,67.13,599.97,195.18,8.06,0.00,110.37,17.39,2.23,20.02,14.92,76.38,5.13,2.82,137.50,56.18,94.91,36.25,35.37,180.40,16.00,2.15,6.88,75.14,0.00,6.39,9.98,64.79,3.45,14.99,0.00,0.00,23.30,0.00,0.00,23.30,0.00,0.00,104.59,0.00,74.91,76.30,37.78,43.29,36.07,30.67,30.56,30.55,48.63,87.27,0.00,110.22,203.20,17.60,20.25
2.00,46.46,29.95,67.13,599.97,195.18,8.06,0.00,110.37,17.39,2.23,20.02,14.92,81.52,5.13,2.82,137.50,56.18,94.91,36.25,35.37,189.03,16.00,2.15,6.88,75.14,0.00,6.39,9.98,78.37,3.45,18.13,0.00,0.00,22.24,0.00,0.00,0.00,0.00,0.00,151.22,0.00,74.91,76.30,40.97,49.24,36.07,30.67,30.56,30.55,34.69,87.27,0.00,94.85,203.20,17.60,20.25
3.00,46.46,29.26,67.13,599.97,195.18,8.06,0.00,110.37,17.39,2.23,20.02,14.92,78.95,5.13,2.82,137.50,56.18,94.91,36.25,35.37,182.86,16.00,2.15,6.88,75.14,0.00,6.39,9.98,69.28,3.45,16.03,0.00,0.00,0.00,0.00,0.00,20.68,0.00,0.00,99.51,0.00,74.91,76.30,43.19,42.45,36.07,30.67,30.56,30.55,33.37,87.27,0.00,83.99,203.20,17.60,20.25
4.00,46.46,28.05,67.13,599.97,195.18,8.06,0.00,110.37,17.39,2.23,20.02,14.92,78.95,5.13,2.82,137.50,56.18,94.91,36.25,35.37,139.04,16.00,2.15,6.88,75.14,0.00,6.39,9.98,67.47,3.45,15.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.91,76.30,40.23,45.40,36.07,30.67,30.56,30.55,37.40,71.19,0.00,80.90,203.20,17.60,20.25
5.00,46.46,27.31,67.13,599.97,195.18,8.06,0.00,105.33,17.39,2.23,20.02,14.92,78.95,5.13,2.82,137.50,56.18,88.77,36.25,35.37,119.97,16.00,2.15,6.88,75.14,0.00,6.39,9.98,0.00,3.45,14.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.91,76.30,45.98,30.28,36.07,30.67,30.56,30.55,0.00,76.70,0.00,80.90,203.20,17.60,20.25
6.00,46.46,27.31,67.13,599.97,195.18,8.06,0.00,66.27,17.39,2.23,20.02,14.92,72.69,5.13,2.82,137.50,56.18,41.24,36.25,35.37,119.97,16.00,2.15,6.88,75.14,0.00,6.39,9.98,0.00,3.45,17.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.51,67.51,45.98,30.28,36.07,30.67,30.56,30.55,0.00,85.00,0.00,80.90,203.20,17.60,20.25
7.00,46.46,27.31,67.13,599.97,195.18,8.06,0.00,61.45,17.39,2.23,20.02,14.92,55.96,5.13,2.82,137.50,56.18,35.38,36.25,35.37,119.97,16.00,2.15,6.88,75.14,0.00,6.39,9.98,0.00,3.45,15.56,0.00,0.00,0.00,59.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,44.92,31.34,36.07,30.67,30.56,30.55,0.00,85.00,0.00,80.90,203.20,17.60,20.25
8.00,46.46,27.31,67.13,599.97,195.18,8.06,0.00,58.21,17.39,2.23,20.02,14.92,55.96,5.13,2.82,137.50,56.18,31.44,36.25,35.37,119.97,16.00,2.15,6.88,75.14,0.00,6.39,9.98,0.00,3.45,4.60,0.00,0.00,0.00,29.64,29.68,0.00,0.00,0.00,0.00,0.00,0.00,75.00,43.69,27.77,36.07,30.67,30.56,30.55,0.00,85.00,0.00,80.90,203.20,17.60,20.25
9.00,46.46,27.31,67.13,599.97,195.18,8.06,0.00,67.19,17.39,2.23,20.02,14.92,55.96,5.13,2.82,137.50,56.18,42.36,36.25,35.37,119.97,16.00,2.15,6.88,75.14,0.00,6.39,9.98,0.00,3.45,0.00,0.00,0.00,0.00,29.64,29.68,0.00,0.00,0.00,0.00,0.00,0.00,75.00,44.92,31.34,36.07,30.67,30.56,30.55,0.00,85.00,0.00,0.00,203.20,17.60,20.25
10.00,46.46,27.31,67.13,599.97,195.18,8.06,0.00,90.45,17.39,2.23,20.02,14.92,55.96,5.13,2.82,137.50,56.18,70.66,36.25,35.37,119.97,16.00,2.15,6.88,75.14,0.00,6.39,9.98,0.00,3.45,0.00,0.00,0.00,0.00,23.24,23.24,23.24,0.00,0.00,0.00,0.00,0.00,75.00,44.93,31.34,36.07,30.67,30.56,30.55,0.00,85.00,0.00,0.00,203.20,17.60,20.25
11.00,46.46,27.31,67.13,599.97,195.18,8.06,0.00,109.66,17.39,2.23,20.02,14.92,57.92,5.13,2.82,137.50,56.18,94.04,36.25,35.37,119.97,28.00,2.15,6.88,75.14,0.00,6.39,9.98,0.00,3.45,3.81,0.00,0.00,0.00,27.27,27.29,27.27,0.00,0.00,0.00,0.00,0.00,75.00,45.98,30.28,36.07,30.67,30.56,30.55,0.00,69.06,0.00,0.00,203.20,17.60,20.25
12.00,46.46,27.31,67.13,599.97,195.18,8.06,0.00,110.37,17.39,2.23,20.02,14.92,58.41,5.13,2.82,137.50,56.18,94.91,36.25,35.37,119.97,28.00,2.15,6.88,75.14,0.00,6.39,9.98,0.00,3.45,0.00,0.00,0.00,0.00,0.00,40.99,40.83,0.00,0.00,0.00,0.00,0.00,76.30,45.20,35.87,36.07,30.67,30.56,30.55,0.00,75.03,0.00,0.00,203.20,17.60,20.25
13.00,46.46,27.77,67.13,599.97,195.18,8.06,0.00,110.37,17.39,2.23,20.02,14.92,55.96,5.13,2.82,137.50,56.18,94.91,36.25,35.37,119.97,28.00,2.15,6.88,75.14,0.00,6.39,9.98,0.00,3.45,0.00,0.00,0.00,0.00,0.00,40.99,40.84,0.00,0.00,0.00,0.00,0.00,76.30,44.27,34.84,36.07,30.67,30.56,30.55,0.00,74.89,0.00,0.00,203.20,17.60,20.25
14.00,46.46,28.31,67.13,599.97,195.18,8.06,0.00,110.37,17.39,2.23,20.02,14.92,55.96,5.13,2.82,137.50,56.18,94.91,36.25,35.37,119.97,28.00,2.15,6.88,75.14,0.00,6.39,9.98,0.00,3.45,0.00,0.00,0.00,0.00,0.00,40.99,40.83,0.00,0.00,0.00,0.00,0.00,76.30,45.36,36.95,36.07,30.67,30.56,30.55,0.00,84.37,0.00,0.00,203.20,17.60,20.25
15.00,46.46,28.13,67.13,599.97,195.18,8.06,0.00,110.37,17.39,2.23,20.02,14.92,55.96,5.13,2.82,137.50,56.18,94.91,36.25,35.37,119.97,28.00,2.15,6.88,75.14,0.00,6.39,9.98,0.00,3.45,0.00,0.00,0.00,27.27,0.00,27.28,27.27,0.00,0.00,0.00,0.00,0.00,76.30,44.97,36.43,36.07,30.67,30.56,30.55,0.00,83.28,0.00,0.00,203.20,17.60,20.25
16.00,46.46,27.31,67.13,599.97,195.18,8.06,0.00,110.37,17.39,2.23,20.02,14.92,55.96,5.13,2.82,137.50,56.18,94.91,36.25,35.37,119.97,28.00,2.15,6.88,75.14,0.00,6.39,9.98,0.00,3.45,0.00,0.00,0.00,27.27,0.00,27.28,27.27,0.00,0.00,0.00,0.00,0.00,76.30,42.94,33.32,36.07,30.67,30.56,30.55,0.00,81.20,0.00,0.00,203.20,17.60,20.25
17.00,46.46,27.31,67.13,599.97,195.18,8.06,6.63,110.37,17.39,2.23,20.02,14.92,55.96,5.13,2.82,137.50,56.18,94.91,36.25,35.37,119.97,28.00,2.15,6.88,75.14,0.00,6.39,9.98,0.00,3.45,0.00,0.00,0.00,27.27,0.00,27.28,27.27,0.00,0.00,0.00,0.00,0.00,76.30,43.36,32.91,36.07,30.67,30.56,30.55,0.00,76.21,0.00,0.00,203.20,17.60,20.25
18.00,46.46,27.31,67.13,599.97,195.18,8.06,6.63,110.37,17.39,2.23,20.02,14.92,55.96,5.13,2.82,137.50,56.18,94.91,36.25,35.37,119.97,28.00,2.15,6.88,75.14,0.00,6.39,9.98,0.00,3.45,0.00,0.00,0.00,0.00,0.00,40.99,40.83,0.00,0.00,0.00,0.00,0.00,76.30,43.17,33.09,36.07,30.67,30.56,30.55,80.55,0.00,0.00,0.00,203.20,17.60,20.25
19.00,46.46,27.31,67.13,599.97,195.18,8.06,6.63,73.72,17.39,2.23,20.02,8.41,55.96,5.13,2.82,137.50,56.18,50.31,36.25,34.46,119.97,28.00,2.15,6.88,75.14,0.00,6.39,9.98,95.45,3.45,19.77,0.00,0.00,0.00,0.00,57.87,57.42,0.00,0.00,0.00,0.00,0.00,71.39,45.98,30.28,36.07,30.67,30.56,30.55,20.62,0.00,0.00,0.00,203.20,17.60,20.25
20.00,46.46,27.31,67.13,599.97,195.18,8.06,6.63,78.99,17.39,2.23,20.02,13.63,55.96,5.13,2.82,137.50,56.18,56.72,36.25,0.00,119.97,28.00,2.15,6.88,75.14,0.00,6.39,9.98,95.45,3.45,19.77,0.00,0.00,0.00,0.00,65.87,65.33,0.00,0.00,0.00,0.00,0.00,0.00,45.98,30.28,36.07,30.67,30.56,30.55,20.62,0.00,0.00,0.00,203.20,17.60,20.25
21.00,46.46,27.31,67.13,599.97,195.18,8.06,6.63,70.87,17.39,2.23,20.02,12.02,55.96,5.13,2.82,137.50,56.18,46.85,36.25,35.37,119.97,28.00,2.15,6.88,75.14,0.00,6.39,9.98,95.45,3.45,19.77,0.00,0.00,0.00,67.10,0.00,20.62,0.00,0.00,0.00,0.00,0.00,0.00,45.98,30.28,36.07,30.67,30.56,30.55,42.60,0.00,0.00,0.00,203.20,17.60,20.25
22.00,46.46,27.31,67.13,599.97,195.18,8.06,6.63,69.70,17.39,2.23,20.02,14.92,55.96,5.13,2.82,137.50,56.18,45.41,36.25,35.37,119.97,28.00,2.15,6.88,75.14,0.00,6.39,9.98,95.45,3.45,19.77,0.00,0.00,0.00,20.62,0.00,20.62,0.00,0.00,0.00,0.00,0.00,0.00,36.55,36.54,36.07,30.67,30.56,30.55,20.62,0.00,0.00,0.00,203.20,17.60,20.25
23.00,46.46,27.31,67.13,599.97,195.18,8.06,6.63,69.91,17.39,2.23,20.02,14.92,55.96,5.13,2.82,137.50,56.18,45.67,36.25,35.37,119.97,28.00,2.15,6.88,75.14,0.00,6.39,9.98,95.45,3.45,19.77,0.00,0.00,0.00,67.10,0.00,20.62,0.00,0.00,0.00,0.00,67.01,0.00,45.40,29.24,36.07,30.67,30.56,30.55,42.60,0.00,0.00,0.00,203.20,17.60,20.25
