"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CT AGROLMOS"
1.00,0.00,13.57,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,3.10,0.00,7.60,22.33,34.62,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.00,26.80,76.85,2.45,27.69,5.00,10.68,0.00,16.12,0.00,0.60,2.90,3.40,3.50,1.20,104.00,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,0.68,1.66,18.00,0.00,0.00,0.00,0.00,94.70,91.88,11.46,11.53,0.00,106.17,119.00,0.00,1.20,0.00,0.00,0.00,12.50
2.00,0.00,13.57,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,3.10,0.00,7.60,22.33,34.62,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.00,26.84,77.02,2.45,27.66,5.00,10.68,0.00,16.12,0.00,0.60,2.90,3.40,3.50,1.20,102.00,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,7.13,11.77,18.00,0.00,0.00,0.00,0.00,94.70,91.88,11.46,9.91,0.00,106.21,121.00,0.00,1.20,0.00,0.00,0.00,12.50
3.00,0.00,13.91,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,3.10,0.00,7.60,22.95,33.08,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.00,26.93,77.31,2.45,27.71,5.00,10.68,0.00,16.12,0.00,0.60,2.90,3.40,3.50,1.20,101.00,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,7.33,12.03,18.00,0.00,0.00,0.00,0.00,94.61,90.74,11.41,9.84,0.00,106.26,122.00,0.00,1.16,0.00,0.00,0.00,12.50
4.00,0.00,14.41,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,3.10,0.00,7.60,23.45,31.81,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.00,27.07,77.73,2.45,27.66,5.00,10.68,0.00,16.12,0.00,0.60,2.90,3.40,3.50,1.20,100.00,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,7.46,12.17,18.00,0.00,0.00,0.00,0.00,95.08,89.69,11.32,9.81,0.00,106.24,121.00,0.00,1.20,0.00,0.00,0.00,12.50
5.00,0.00,14.70,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,3.10,0.00,7.60,24.01,31.86,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.00,27.23,78.15,2.45,27.71,5.00,10.68,0.00,16.12,0.00,0.60,2.90,3.40,3.50,1.20,98.00,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,7.22,12.08,18.00,0.00,0.00,0.00,0.00,95.32,89.31,11.29,9.85,0.00,106.22,120.00,0.00,1.20,0.00,0.00,0.00,12.50
6.00,0.00,14.80,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,3.10,0.00,7.60,24.59,32.35,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.00,27.43,78.59,2.45,27.75,5.00,10.68,0.00,16.12,0.00,0.60,2.90,3.40,3.50,1.20,95.00,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,6.87,11.91,18.00,0.00,0.00,0.00,0.00,95.50,89.16,11.28,9.93,0.00,106.17,119.00,0.00,1.16,0.00,0.00,0.00,12.50
7.00,0.00,14.54,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,3.10,0.00,7.60,25.04,33.32,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.00,27.64,79.12,2.45,27.77,5.00,10.68,0.00,16.12,0.00,0.60,2.90,3.40,3.50,1.20,94.00,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,6.52,11.55,18.00,0.00,0.00,0.00,0.00,96.55,89.11,11.26,9.87,0.00,106.11,119.00,0.00,1.16,0.00,0.00,0.00,12.50
8.00,0.00,14.83,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,3.10,0.00,7.60,25.46,34.44,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.00,27.85,79.73,2.45,27.69,5.00,10.68,0.00,16.12,0.00,0.60,2.90,3.40,3.50,1.20,94.00,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,6.17,11.12,18.00,0.00,0.00,0.00,0.00,97.89,89.10,11.22,9.76,0.00,106.55,120.00,0.00,1.16,0.00,0.00,0.00,12.50
9.00,0.00,15.26,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,3.10,0.00,7.60,25.79,35.93,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.00,28.05,80.33,2.45,27.71,5.00,10.68,0.00,16.12,0.00,0.60,2.90,3.40,3.50,1.20,95.00,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,6.08,11.09,18.00,0.00,0.00,0.00,0.00,98.09,89.50,11.51,10.16,0.00,106.99,121.00,0.00,1.16,0.00,0.00,0.00,12.50
10.00,0.00,15.66,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,3.10,0.00,7.60,26.09,37.53,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.00,28.22,80.90,2.45,27.75,5.00,10.68,0.00,16.12,0.00,0.60,2.90,3.40,3.50,1.20,97.00,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,6.08,11.18,18.00,0.00,0.00,0.00,0.00,97.91,90.04,11.91,10.72,0.00,108.10,122.00,0.00,1.16,0.00,0.00,0.00,12.50
