"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CS INTIPAMPA EXPANSION","CS COENERGY"
1.00,0.00,18.31,0.00,18.00,4.20,8.10,6.00,7.30,1.40,0.00,2.50,0.00,0.00,0.00,19.00,0.00,4.20,16.00,35.00,0.00,0.00,15.41,3.80,17.56,14.63,14.63,18.54,1.40,0.00,24.06,58.71,2.10,27.00,19.51,18.05,0.00,18.40,0.00,0.60,19.51,19.51,19.51,1.20,66.00,10.00,11.00,6.00,10.70,8.14,5.90,2.40,0.00,0.18,18.90,0.00,1.00,37.26,72.24,1.31,3.80,0.00,84.35,67.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
2.00,0.00,17.94,0.00,18.00,4.20,8.10,6.00,7.30,1.40,0.00,2.50,0.00,0.00,0.00,19.00,0.00,4.20,20.13,28.25,0.00,0.00,15.41,3.80,17.56,14.63,14.63,18.54,1.40,0.00,22.35,59.59,2.10,27.00,19.51,18.05,0.00,18.40,0.00,0.60,19.51,19.51,19.51,1.20,65.46,10.00,11.00,6.00,10.70,8.14,5.90,2.40,0.74,0.36,18.90,0.00,1.00,39.47,78.45,1.55,2.11,0.00,89.82,63.50,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
3.00,0.00,18.25,0.00,18.00,4.20,8.10,6.00,7.30,1.40,0.00,2.50,0.00,0.00,0.00,19.00,0.00,4.20,19.95,27.08,0.00,0.00,15.41,3.80,17.56,14.63,14.63,18.54,1.40,0.00,22.30,59.30,2.10,27.00,19.51,18.05,0.00,18.40,0.00,0.60,19.51,19.51,19.51,1.20,68.43,10.00,11.00,6.00,10.70,8.14,5.90,2.40,0.66,0.30,18.90,0.00,1.00,36.84,77.84,1.62,2.15,0.00,89.61,63.97,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
4.00,0.00,18.31,0.00,18.00,4.20,8.10,6.00,7.30,1.40,0.00,2.50,0.00,0.00,0.00,19.00,0.00,4.20,19.70,26.23,0.00,0.00,9.00,3.80,17.56,14.63,14.63,18.54,1.40,0.00,22.25,58.95,2.10,27.00,19.51,18.05,0.00,18.40,0.00,0.60,19.51,19.51,19.51,1.20,71.08,10.00,11.00,6.00,10.70,8.14,5.90,2.40,0.56,0.27,18.90,0.00,1.00,34.51,77.43,1.74,2.24,0.00,89.41,63.44,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
5.00,0.00,18.99,0.00,18.00,4.20,8.10,6.00,7.30,1.40,0.00,2.50,0.00,0.00,0.00,19.00,0.00,4.20,19.57,25.63,0.00,0.00,9.00,3.80,17.56,14.63,14.63,18.54,1.40,0.00,22.00,58.22,2.10,27.00,19.51,18.05,0.00,18.40,0.00,0.60,19.51,19.51,19.51,1.20,66.47,10.00,11.00,6.00,10.70,8.14,5.90,2.40,0.52,0.25,18.90,0.00,1.00,32.45,76.28,1.62,2.10,0.00,87.91,58.84,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
6.00,0.00,18.84,0.00,18.00,4.20,8.10,6.00,7.30,1.40,0.00,2.50,0.00,0.00,0.00,19.00,0.00,4.20,19.48,25.11,0.00,0.00,9.00,3.80,17.56,14.63,14.63,18.54,1.40,0.00,21.67,57.35,2.10,27.00,19.51,18.05,0.00,18.40,0.00,0.60,19.51,19.51,19.51,1.20,59.46,10.00,11.00,6.00,10.70,8.14,5.90,2.40,0.49,0.25,18.90,0.00,1.00,30.48,74.87,1.43,1.90,0.00,85.99,52.89,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
7.00,0.00,18.87,0.00,18.00,4.20,8.10,6.00,7.30,1.40,0.00,2.50,0.00,0.00,0.00,19.00,0.00,4.20,19.58,23.95,0.00,0.00,9.00,3.80,17.56,14.63,14.63,18.54,1.40,0.00,21.58,56.88,2.10,27.00,19.51,18.05,0.00,18.40,0.00,0.60,19.51,19.51,19.51,1.20,53.38,10.00,11.00,6.00,10.70,8.14,5.90,2.40,0.47,0.25,18.90,0.00,1.00,29.69,71.86,1.22,1.65,0.00,85.35,47.78,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
8.00,0.00,18.89,0.00,18.00,4.20,8.10,6.00,7.30,1.40,0.00,2.50,0.00,0.00,0.00,19.00,0.00,4.20,19.74,22.58,0.00,0.00,9.00,3.80,17.56,14.63,14.63,18.54,1.40,0.00,21.57,56.54,2.10,27.00,19.51,18.05,0.00,18.40,0.00,0.60,19.51,19.51,19.51,1.20,47.60,10.00,11.00,6.00,10.70,8.14,5.90,2.40,0.44,0.25,18.90,0.00,1.00,29.31,68.32,1.01,1.38,0.00,85.13,42.95,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
9.00,0.00,18.84,0.00,18.00,4.20,8.10,6.00,7.30,1.40,0.00,2.50,0.00,0.00,0.00,19.00,0.00,4.20,19.62,21.45,0.00,0.00,9.00,3.80,17.56,14.63,14.63,18.54,1.40,0.00,21.61,56.21,2.10,27.00,19.51,18.05,0.00,18.40,0.00,0.60,19.51,19.51,19.51,1.20,44.64,10.00,11.00,6.00,10.70,8.14,5.90,2.40,0.41,0.25,18.90,0.00,1.00,29.03,65.26,0.85,1.20,0.00,84.21,39.59,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,18.75,0.00,18.00,4.20,8.10,6.00,7.30,1.40,0.00,2.50,0.00,0.04,0.02,19.00,0.00,4.20,19.40,20.39,0.00,0.00,9.00,3.80,17.56,14.63,14.63,18.54,1.40,0.00,21.66,55.89,2.10,27.00,19.51,18.05,0.54,18.40,0.22,0.60,19.51,19.51,19.51,1.20,42.62,10.00,11.00,6.00,10.70,8.14,5.90,2.40,0.37,0.25,18.90,0.00,1.00,28.79,62.35,0.71,1.06,0.41,83.05,36.72,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
