"ETAPA \ EMBALSE","Emb0","SHEQUE","HUINCO RES","PRESA MALPASO","AGUADA BLANCA","CAMPANARIO","CINCEL","CIRATO","ARICOTA RES","PRESA GALLITO CIEGO","PRESA COMPEN GALLITO","SAN GABAN","TULUMAYO","SAN DIEGO","HUALLAMAYO","TABLACHACA","CHAGLLA EM","PICUNCHE","SHAPIRINGO","CERRO DEL AGUILA EM","PALLCA","EMB CHECRAS","RESER CAPILLUCAS","PULMON MATUCANA","TOMA HUAMPANI","RESERV RESTIT","TOMA SURCO"
1.000,0.000,0.324,0.260,22.000,29.978,0.073,0.125,0.309,0.045,300.000,0.720,0.148,0.875,0.605,1.008,2.649,354.448,0.205,0.120,24.308,0.280,0.401,0.793,0.023,0.030,0.307,0.031
2.000,0.000,0.323,0.260,21.999,29.967,0.072,0.140,0.318,0.045,300.000,0.720,0.148,0.899,0.560,0.993,2.799,354.396,0.210,0.111,24.117,0.273,0.402,0.786,0.024,0.030,0.315,0.031
3.000,0.000,0.324,0.260,21.999,29.955,0.072,0.155,0.327,0.045,300.000,0.720,0.148,0.924,0.534,0.979,2.948,354.343,0.214,0.103,23.998,0.265,0.403,0.779,0.025,0.030,0.322,0.031
4.000,0.000,0.324,0.260,21.998,29.946,0.072,0.167,0.336,0.045,300.000,0.720,0.148,0.948,0.518,0.965,3.097,354.291,0.219,0.099,23.880,0.263,0.404,0.772,0.026,0.030,0.329,0.031
5.000,0.000,0.326,0.253,21.998,29.939,0.073,0.177,0.345,0.045,300.000,0.720,0.148,0.973,0.507,0.952,3.247,354.239,0.223,0.095,23.688,0.272,0.405,0.766,0.026,0.030,0.335,0.031
6.000,0.000,0.330,0.245,21.997,29.933,0.074,0.186,0.354,0.045,300.000,0.720,0.148,0.998,0.500,0.939,3.396,354.187,0.228,0.096,23.510,0.281,0.406,0.759,0.027,0.030,0.342,0.031
7.000,0.000,0.318,0.252,21.997,29.934,0.075,0.188,0.363,0.045,300.000,0.720,0.148,1.022,0.494,0.926,3.445,354.134,0.232,0.107,23.491,0.290,0.408,0.753,0.028,0.030,0.349,0.031
8.000,0.000,0.307,0.259,21.996,29.950,0.076,0.177,0.372,0.045,300.000,0.720,0.148,1.047,0.490,0.913,3.445,354.082,0.236,0.124,23.522,0.299,0.409,0.747,0.029,0.030,0.355,0.031
9.000,0.000,0.309,0.252,21.996,29.954,0.077,0.176,0.381,0.045,300.000,0.720,0.148,1.071,0.488,0.901,3.445,354.030,0.240,0.138,23.487,0.308,0.410,0.740,0.030,0.030,0.361,0.031
10.000,0.000,0.298,0.259,21.995,29.946,0.079,0.188,0.390,0.045,300.000,0.720,0.148,1.096,0.486,0.900,3.445,353.978,0.243,0.132,23.518,0.317,0.411,0.734,0.031,0.030,0.368,0.031
11.000,0.000,0.292,0.260,21.995,29.945,0.081,0.193,0.399,0.045,300.000,0.720,0.148,1.120,0.484,0.899,3.445,353.925,0.247,0.128,23.541,0.326,0.412,0.728,0.034,0.030,0.374,0.031
12.000,0.000,0.295,0.252,21.994,29.953,0.078,0.193,0.399,0.045,300.000,0.720,0.148,1.145,0.483,0.898,3.445,353.972,0.250,0.145,23.509,0.335,0.413,0.722,0.035,0.030,0.380,0.031
13.000,0.000,0.303,0.240,22.013,29.973,0.077,0.182,0.399,0.045,300.000,0.720,0.148,1.170,0.482,0.897,3.445,354.182,0.254,0.161,23.569,0.344,0.414,0.723,0.037,0.030,0.380,0.031
14.000,0.000,0.310,0.228,22.012,29.992,0.075,0.170,0.399,0.045,300.000,0.720,0.148,1.194,0.482,0.896,3.445,354.391,0.257,0.178,23.533,0.353,0.415,0.716,0.038,0.030,0.386,0.031
15.000,0.000,0.317,0.217,22.016,30.012,0.073,0.159,0.399,0.045,300.000,0.720,0.148,1.219,0.481,0.895,3.445,354.600,0.259,0.195,23.643,0.362,0.416,0.731,0.040,0.030,0.372,0.031
16.000,0.000,0.324,0.205,22.016,30.029,0.071,0.150,0.399,0.045,300.000,0.720,0.148,1.243,0.481,0.895,3.445,354.679,0.262,0.185,23.747,0.371,0.417,0.725,0.041,0.030,0.378,0.031
17.000,0.000,0.331,0.193,22.015,30.048,0.070,0.139,0.399,0.045,300.000,0.720,0.148,1.268,0.481,0.894,3.445,354.781,0.265,0.202,23.857,0.380,0.418,0.718,0.043,0.030,0.385,0.031
18.000,0.000,0.338,0.182,22.015,30.068,0.068,0.128,0.399,0.045,300.000,0.720,0.148,1.293,0.480,0.893,3.445,354.860,0.267,0.203,23.824,0.389,0.419,0.712,0.044,0.030,0.391,0.031
19.000,0.000,0.322,0.193,22.014,30.087,0.067,0.116,0.399,0.045,300.000,0.720,0.148,1.317,0.480,0.893,3.445,354.938,0.269,0.216,23.952,0.398,0.420,0.706,0.047,0.030,0.397,0.031
20.000,0.000,0.322,0.189,22.014,30.097,0.065,0.115,0.399,0.045,300.000,0.720,0.148,1.342,0.480,0.892,3.445,355.017,0.271,0.207,23.917,0.407,0.421,0.700,0.048,0.030,0.403,0.031
21.000,0.000,0.306,0.200,22.013,30.116,0.064,0.104,0.399,0.045,300.000,0.720,0.148,1.366,0.480,0.891,3.445,355.095,0.273,0.210,24.045,0.416,0.423,0.694,0.051,0.030,0.409,0.031
22.000,0.000,0.303,0.199,22.013,30.104,0.062,0.124,0.399,0.045,300.000,0.720,0.148,1.391,0.480,0.891,3.445,355.174,0.275,0.200,24.010,0.425,0.424,0.688,0.052,0.030,0.416,0.031
23.000,0.000,0.287,0.210,22.012,30.124,0.061,0.113,0.399,0.045,300.000,0.720,0.148,1.415,0.480,0.890,3.445,355.252,0.276,0.198,24.143,0.434,0.425,0.682,0.056,0.030,0.422,0.031
24.000,0.000,0.282,0.211,22.012,30.111,0.059,0.133,0.399,0.045,300.000,0.720,0.148,1.440,0.480,0.890,3.445,355.331,0.277,0.188,24.108,0.443,0.426,0.676,0.057,0.030,0.428,0.031
25.000,0.000,0.266,0.223,22.011,30.131,0.057,0.122,0.399,0.045,300.000,0.720,0.148,1.465,0.480,0.889,3.445,355.409,0.278,0.184,24.229,0.452,0.427,0.669,0.060,0.030,0.435,0.031
26.000,0.000,0.250,0.234,22.011,30.120,0.056,0.141,0.399,0.045,300.000,0.720,0.148,1.489,0.480,0.889,3.445,355.488,0.279,0.175,24.277,0.461,0.428,0.663,0.060,0.030,0.441,0.031
27.000,0.000,0.257,0.222,22.010,30.140,0.054,0.130,0.399,0.045,300.000,0.720,0.148,1.500,0.480,0.877,3.445,355.597,0.279,0.191,24.347,0.470,0.429,0.656,0.060,0.030,0.448,0.031
28.000,0.000,0.259,0.215,22.010,30.159,0.052,0.118,0.399,0.045,300.000,0.720,0.148,1.500,0.480,0.865,3.445,355.675,0.280,0.193,24.345,0.479,0.430,0.650,0.060,0.030,0.454,0.031
29.000,0.000,0.266,0.204,22.009,30.179,0.050,0.107,0.399,0.045,300.000,0.720,0.148,1.500,0.480,0.854,3.445,355.797,0.280,0.209,24.414,0.488,0.431,0.643,0.060,0.030,0.461,0.031
30.000,0.000,0.274,0.192,22.009,30.198,0.048,0.096,0.399,0.045,300.000,0.720,0.148,1.500,0.479,0.842,3.445,355.875,0.279,0.206,24.393,0.497,0.432,0.636,0.060,0.030,0.468,0.031
31.000,0.000,0.281,0.180,22.008,30.218,0.046,0.085,0.399,0.045,300.000,0.720,0.148,1.500,0.479,0.830,3.445,355.954,0.279,0.220,24.512,0.506,0.433,0.629,0.060,0.030,0.476,0.031
32.000,0.000,0.284,0.172,22.008,30.237,0.043,0.073,0.399,0.045,300.000,0.720,0.148,1.500,0.479,0.819,3.445,356.032,0.278,0.213,24.477,0.515,0.434,0.622,0.060,0.030,0.483,0.031
33.000,0.000,0.268,0.184,22.007,30.257,0.041,0.062,0.399,0.045,300.000,0.720,0.148,1.500,0.478,0.807,3.445,356.110,0.277,0.222,24.561,0.524,0.435,0.614,0.060,0.030,0.491,0.031
34.000,0.000,0.252,0.195,22.007,30.263,0.039,0.062,0.399,0.045,300.000,0.720,0.148,1.500,0.478,0.795,3.445,356.071,0.275,0.213,24.609,0.533,0.436,0.606,0.060,0.030,0.499,0.031
35.000,0.000,0.249,0.201,22.006,30.268,0.038,0.062,0.399,0.045,300.000,0.720,0.148,1.500,0.477,0.784,3.445,356.019,0.273,0.210,24.574,0.536,0.438,0.597,0.060,0.030,0.508,0.031
36.000,0.000,0.251,0.213,22.006,30.254,0.045,0.070,0.399,0.045,300.000,0.720,0.148,1.500,0.476,0.772,3.445,355.967,0.271,0.200,24.539,0.526,0.439,0.588,0.060,0.030,0.517,0.031
37.000,0.000,0.261,0.227,22.005,30.232,0.050,0.081,0.399,0.045,300.000,0.720,0.148,1.500,0.475,0.760,3.445,355.915,0.268,0.191,24.492,0.506,0.440,0.579,0.060,0.030,0.527,0.031
38.000,0.000,0.270,0.242,22.005,30.211,0.054,0.090,0.373,0.045,300.000,0.720,0.148,1.500,0.473,0.748,3.445,355.862,0.264,0.181,24.445,0.486,0.441,0.568,0.060,0.030,0.538,0.031
39.000,0.000,0.276,0.260,22.004,30.189,0.057,0.097,0.354,0.045,300.000,0.720,0.148,1.500,0.470,0.736,3.445,355.810,0.260,0.172,24.398,0.466,0.442,0.556,0.060,0.030,0.551,0.031
40.000,0.000,0.283,0.260,22.004,30.167,0.059,0.103,0.330,0.045,300.000,0.720,0.148,1.500,0.467,0.724,3.445,355.758,0.255,0.162,24.351,0.447,0.443,0.541,0.060,0.030,0.566,0.031
41.000,0.000,0.289,0.260,22.003,30.145,0.061,0.107,0.304,0.045,300.000,0.720,0.148,1.500,0.462,0.712,3.445,355.706,0.249,0.153,24.305,0.427,0.444,0.517,0.060,0.030,0.590,0.031
42.000,0.000,0.295,0.260,22.003,30.123,0.062,0.110,0.287,0.045,300.000,0.720,0.148,1.500,0.455,0.699,3.445,355.653,0.242,0.143,24.258,0.407,0.445,0.518,0.060,0.030,0.588,0.031
43.000,0.000,0.301,0.260,22.002,30.102,0.062,0.111,0.287,0.045,300.000,0.720,0.148,1.500,0.445,0.687,3.445,355.601,0.233,0.134,24.211,0.387,0.446,0.519,0.060,0.030,0.586,0.031
44.000,0.000,0.307,0.260,22.002,30.080,0.062,0.110,0.287,0.045,300.000,0.720,0.148,1.500,0.432,0.674,3.445,355.549,0.222,0.124,24.164,0.368,0.447,0.519,0.060,0.030,0.585,0.031
45.000,0.000,0.310,0.260,22.001,30.058,0.061,0.107,0.296,0.045,300.000,0.720,0.148,1.500,0.413,0.661,3.445,355.497,0.209,0.115,24.117,0.348,0.448,0.519,0.060,0.030,0.584,0.031
46.000,0.000,0.314,0.260,22.001,30.036,0.059,0.101,0.305,0.045,300.000,0.720,0.148,1.500,0.383,0.647,3.445,355.444,0.191,0.105,24.070,0.328,0.449,0.518,0.060,0.030,0.584,0.031
47.000,0.000,0.316,0.260,22.000,30.018,0.056,0.088,0.314,0.045,300.000,0.720,0.148,1.500,0.337,0.633,3.445,355.392,0.166,0.096,24.024,0.313,0.450,0.517,0.060,0.030,0.585,0.031
48.000,0.000,0.320,0.260,22.000,30.000,0.043,0.068,0.323,0.045,300.000,0.720,0.148,1.500,0.200,0.616,2.500,355.340,0.122,0.086,25.000,0.300,0.452,0.513,0.060,0.030,0.588,0.031
