"ETAPA \ URS","URSSTK001","URSSTK002","URSSTK003","URSSTK004","URSEGN001","URSKLP001","URSKLP002","URSEGN002","URSENL001","URSENL002","URSCLP001","URSENG001","URSKPL003","URSTCH001","URSENL004","URSCHI001","URSCHG001","URSFNX001","URSENL005"
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.14,10.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.35,0.00
3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00
4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00
5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.28,0.00,0.00,0.00,14.12,0.00,0.00,0.00,0.00,127.60,0.00
7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00
8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00
9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.42,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,110.58,0.00
10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00
11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,10.89,0.00,0.00,85.11,0.00,0.00,0.00,0.00,0.00,0.00
12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.03,0.00,0.00,0.00,8.13,0.00,0.00,0.00,0.00,107.84,0.00
13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.14,6.00,0.00,0.00,10.49,0.00,0.00,0.00,0.00,115.36,0.00
14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.14,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,120.86,0.00
15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.86,0.00,0.00,0.00,10.59,0.00,0.00,0.00,0.00,118.55,0.00
16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.14,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,120.86,0.00
17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.14,6.00,0.00,0.00,10.48,0.00,0.00,0.00,0.00,115.38,0.00
18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.38,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,120.12,0.00
19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,11.05,0.00,0.00,105.95,0.00,0.00,0.00,0.00,0.00,0.00
20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.14,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,120.86,0.00
21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,11.05,0.00,0.00,105.95,0.00,0.00,0.00,0.00,0.00,0.00
22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.82,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,121.18,0.00
23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,12.68,0.00,0.00,119.32,0.00,0.00,0.00,0.00,0.00,0.00
24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.90,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,127.10,0.00
25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,12.68,0.00,0.00,119.32,0.00,0.00,0.00,0.00,0.00,0.00
26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,12.68,0.00,0.00,119.32,0.00,0.00,0.00,0.00,0.00,0.00
27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.46,6.00,0.00,0.00,20.42,0.00,0.00,0.00,0.00,118.12,0.00
28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.34,0.00,0.00,0.00,20.60,0.00,0.00,0.00,0.00,121.05,0.00
29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.80,0.00,0.00,0.00,25.60,0.00,0.00,0.00,0.00,127.60,0.00
30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.80,0.00,0.00,0.00,25.60,0.00,0.00,0.00,0.00,127.60,0.00
31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.04,0.00,0.00,0.00,21.21,0.00,0.00,0.00,0.00,120.76,0.00
32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.93,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,127.07,0.00
33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,12.68,0.00,0.00,119.32,0.00,0.00,0.00,0.00,0.00,0.00
34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,12.68,0.00,0.00,119.32,0.00,0.00,0.00,0.00,0.00,0.00
35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.88,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,127.12,0.00
36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.86,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,127.14,0.00
37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.40,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.40,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.33,6.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.07,9.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.40,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.40,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
