"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,0.00,15.27,0.00,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,0.00,0.00,17.48,0.00,4.20,12.13,13.30,8.00,2.50,15.53,5.00,18.45,18.45,11.65,16.50,2.90,0.00,10.88,26.00,9.45,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,107.20,12.82,19.42,7.00,10.80,8.26,15.34,2.40,2.67,1.30,18.00,0.00,0.00,0.00,1.00,40.80,59.23,2.90,2.57,0.00,22.50,95.00,0.00,2.00,0.00,0.00,11.00,0.00
2.00,0.00,16.41,0.00,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,0.00,0.00,17.48,0.00,4.20,10.90,14.50,8.00,2.50,15.53,5.00,18.45,18.45,11.65,16.50,2.90,0.00,11.30,26.80,9.45,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,100.50,12.82,19.42,7.00,10.80,8.26,15.34,2.40,2.23,1.04,18.00,0.00,0.00,0.00,1.00,42.20,61.60,2.85,2.55,0.00,21.90,87.00,0.00,2.00,0.00,0.00,11.00,0.00
3.00,0.00,17.17,0.00,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,0.00,0.00,17.48,0.00,4.20,9.88,16.80,8.00,2.50,15.53,5.00,18.45,18.45,11.65,16.50,2.90,0.00,11.39,26.90,9.45,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,97.20,12.82,19.42,7.00,10.80,8.26,15.34,2.40,2.04,1.12,18.00,0.00,0.00,0.00,1.00,42.30,62.70,2.86,2.51,0.00,20.20,78.00,0.00,2.00,0.00,0.00,11.00,0.00
4.00,0.00,17.05,0.00,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,0.00,0.00,17.48,0.00,4.20,8.92,14.50,8.00,2.50,15.53,5.00,18.45,18.45,11.65,16.50,2.90,0.00,11.36,26.80,9.45,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,94.00,12.82,19.42,7.00,10.80,8.26,15.34,2.40,1.92,1.32,18.00,0.00,0.00,0.00,1.00,42.30,63.37,2.88,2.47,0.00,18.60,71.00,0.00,2.00,0.00,0.00,11.00,0.00
5.00,0.00,16.77,0.00,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,0.00,0.00,17.48,0.00,4.20,8.51,17.10,8.00,2.50,15.53,5.00,18.45,18.45,11.65,16.50,2.90,0.00,11.13,25.40,9.45,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,90.80,12.82,19.42,7.00,10.80,8.26,15.34,2.40,1.67,1.22,18.00,0.00,0.00,0.00,1.00,42.00,63.54,2.83,2.34,0.00,16.40,64.00,0.00,2.00,0.00,0.00,11.00,0.00
6.00,0.00,17.40,0.00,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,0.00,0.00,17.48,0.00,4.20,8.27,14.50,8.00,2.50,3.60,5.00,18.45,18.45,11.65,16.50,2.90,0.00,10.84,23.70,9.45,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,85.90,12.82,19.42,7.00,10.80,8.26,15.34,2.40,1.38,1.03,18.00,0.00,0.00,0.00,1.00,41.80,63.55,2.75,2.19,0.00,14.30,57.00,0.00,2.00,0.00,0.00,11.00,0.00
7.00,0.00,17.88,0.00,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,0.00,0.00,17.48,0.00,4.20,8.93,12.80,8.00,2.50,3.60,5.00,18.45,18.45,11.65,16.50,2.90,0.00,10.44,21.30,9.45,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,75.60,12.82,19.42,7.00,10.80,8.26,15.34,2.40,1.22,0.84,18.00,0.00,0.00,0.00,1.00,41.60,63.56,2.59,2.05,0.00,12.00,50.00,0.00,2.00,0.00,0.00,11.00,0.00
8.00,0.00,17.91,0.00,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,0.00,0.00,17.48,0.00,4.20,9.88,11.40,8.00,2.50,3.60,5.00,18.45,18.45,11.65,16.50,2.90,0.00,9.99,18.60,9.45,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,65.90,12.82,19.42,7.00,10.80,8.26,15.34,2.40,1.09,0.65,18.00,0.00,0.00,0.00,1.00,40.50,63.57,2.41,1.92,0.00,9.80,42.00,0.00,2.00,0.00,0.00,11.00,0.00
9.00,0.00,18.61,0.00,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,0.00,0.00,17.48,0.00,4.20,10.47,15.30,8.00,2.50,3.60,5.00,18.45,18.45,11.65,16.50,2.90,0.00,9.73,16.10,9.45,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,58.10,12.82,19.42,7.00,10.80,8.26,15.34,2.40,1.00,0.56,18.00,0.00,0.00,0.00,1.00,36.90,62.47,2.24,1.74,0.00,7.50,33.00,0.00,2.00,0.00,0.00,11.00,0.00
10.00,0.00,19.05,0.00,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,0.00,0.00,17.48,0.00,4.20,10.94,14.30,8.00,2.50,3.60,5.00,18.45,18.45,11.65,16.50,2.90,0.00,9.52,13.50,9.45,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,50.30,12.82,19.42,7.00,10.80,8.26,15.34,2.40,0.94,0.50,18.00,0.00,0.00,0.00,1.00,33.90,61.01,2.09,1.53,0.00,10.00,40.38,0.00,2.00,0.00,0.00,11.00,0.00
