"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CTAGROLMOS"
1.00,0.00,18.84,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,21.54,16.53,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.00,16.63,39.45,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,16.35,6.30,6.00,14.56,2.00,10.00,7.88,5.00,1.20,14.63,15.84,18.00,0.00,0.00,0.00,1.23,53.64,73.72,2.31,1.67,0.00,71.82,15.82,0.00,1.28,0.00,0.00,5.00,0.00,11.00
2.00,0.00,18.84,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,21.54,16.53,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.00,16.63,39.45,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,16.35,6.30,6.00,14.56,2.00,10.00,7.88,5.00,1.20,14.63,15.84,18.00,0.00,0.00,0.00,1.23,53.64,73.72,2.31,1.67,0.00,71.82,15.82,0.00,1.28,0.00,0.00,5.00,0.00,11.00
3.00,0.00,18.63,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,21.74,13.60,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.00,15.49,36.64,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,12.93,6.30,6.00,14.56,2.00,10.80,7.88,5.00,1.20,15.26,15.95,18.00,0.00,0.00,0.00,1.23,51.37,70.70,1.93,1.39,0.00,68.10,14.07,0.00,1.24,0.00,0.00,5.00,0.00,11.00
4.00,0.00,15.52,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,20.88,11.88,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.00,14.14,34.20,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,11.11,6.30,6.00,14.56,2.00,10.80,7.88,5.00,1.20,15.24,15.78,18.00,0.00,0.00,0.00,1.23,48.46,68.80,1.80,1.23,0.00,64.37,11.70,0.00,1.24,0.00,0.00,5.00,0.00,11.00
5.00,0.00,17.99,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,20.11,10.42,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.00,12.76,31.95,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,9.46,6.30,6.00,14.56,2.00,10.80,7.88,5.00,1.20,15.19,15.66,18.00,0.00,0.00,0.00,1.23,45.29,66.34,1.63,1.06,0.00,60.60,9.42,0.00,1.24,0.00,0.00,5.00,0.00,11.00
6.00,0.00,21.18,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,19.58,9.69,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.00,11.32,30.26,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,8.34,6.30,6.00,14.56,2.00,10.80,7.88,5.00,1.20,15.10,15.70,18.00,0.00,0.00,0.00,1.23,41.37,62.24,1.39,0.89,0.00,56.73,7.39,0.00,1.20,0.00,0.00,5.00,0.00,11.00
7.00,0.00,19.98,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,19.02,8.89,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.00,10.12,28.79,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,7.51,6.30,6.00,14.56,2.00,10.80,7.88,5.00,1.20,15.00,15.70,18.00,0.00,0.00,0.00,1.23,37.12,58.13,1.16,0.74,0.00,53.08,5.84,0.00,1.24,0.00,0.00,5.00,0.00,11.00
8.00,0.00,20.01,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,18.32,7.88,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.00,9.63,27.95,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,7.53,6.30,6.00,14.56,2.00,10.80,7.88,5.00,1.20,14.85,15.58,18.00,0.00,0.00,0.00,1.23,31.93,53.98,0.95,0.62,0.00,50.10,5.72,0.00,1.16,0.00,0.00,5.00,0.00,11.00
9.00,0.00,19.99,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,17.62,7.07,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.00,9.31,27.94,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,7.92,6.30,6.00,14.56,2.00,10.80,7.88,5.00,1.20,14.77,15.53,18.00,0.00,0.00,0.00,1.23,27.56,50.68,0.79,0.54,0.00,47.97,5.97,0.00,1.20,0.00,0.00,5.00,0.00,11.00
10.00,0.00,20.00,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,16.88,6.89,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.00,9.49,30.41,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,9.37,6.30,6.00,14.56,2.00,10.80,7.88,5.00,1.20,14.91,15.66,18.00,0.00,0.00,0.00,1.23,25.66,49.96,0.75,0.56,0.00,48.37,7.30,0.00,1.16,0.00,0.00,5.00,0.00,11.00
11.00,0.00,19.84,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,16.16,6.77,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.00,9.63,32.04,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,10.19,6.30,6.00,14.56,2.00,10.80,7.88,5.00,1.20,15.03,15.79,18.00,0.00,0.00,0.00,1.23,24.07,49.55,0.74,0.59,0.00,48.87,8.48,0.00,1.16,0.00,0.00,5.00,0.00,11.00
12.00,0.00,19.83,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.02,0.02,3.10,0.00,7.40,15.50,6.81,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.04,9.64,31.14,2.42,27.00,3.80,10.00,0.69,16.99,0.03,0.60,6.50,7.00,7.00,1.20,9.12,6.30,6.00,14.56,2.00,10.80,7.88,5.00,1.20,15.14,15.93,18.00,0.00,0.00,0.00,1.23,23.43,50.04,0.83,0.67,0.00,49.69,9.21,0.00,1.12,1.85,0.00,5.00,0.00,11.00
