"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,12.80,22.41,4.17,14.00,2.91,8.70,8.20,16.87,3.54,0.40,3.50,19.00,18.83,15.61,16.52,0.00,8.20,4.20,16.41,8.10,9.70,3.60,4.60,17.43,17.43,18.37,18.37,1.40,13.84,8.30,28.14,3.24,27.00,18.35,17.43,74.23,16.89,18.32,0.60,18.36,18.36,18.36,2.40,53.57,12.12,16.52,6.00,10.80,8.21,16.52,0.00,7.42,8.83,18.90,0.00,0.00,0.69,1.00,30.70,46.50,2.00,2.79,59.29,56.57,48.91,0.10,2.00,73.15,229.13,11.00,191.46,22.00,0.31,25.55
2.00,11.04,22.41,3.20,14.00,2.91,8.70,8.20,16.87,3.54,0.40,3.50,19.00,17.16,15.98,16.52,0.00,8.20,4.29,18.11,8.10,9.70,3.60,4.60,17.43,17.43,18.37,18.37,1.40,14.09,9.33,31.04,3.24,27.00,18.35,17.43,75.27,16.89,15.92,0.60,18.36,18.36,18.36,2.40,61.00,12.12,16.52,6.00,10.80,8.21,16.52,0.00,6.17,7.20,18.90,0.00,0.00,0.65,1.00,36.22,50.81,2.12,2.87,57.63,61.99,56.94,0.10,2.00,69.16,214.55,11.00,171.33,22.00,0.30,22.92
3.00,9.05,22.48,1.92,14.00,2.91,8.70,8.20,16.87,3.54,0.40,3.50,19.00,13.84,15.87,16.52,0.00,8.20,4.35,20.16,8.10,9.70,3.60,4.60,17.43,17.43,18.37,18.37,1.40,13.65,10.29,33.72,3.24,27.00,18.35,17.43,73.57,16.89,12.67,0.60,18.36,18.36,18.36,2.40,68.16,12.12,16.52,6.00,10.80,8.21,16.52,0.00,4.89,5.59,18.90,0.00,0.00,0.54,1.00,39.49,54.05,2.18,2.89,57.08,67.41,64.55,0.10,2.00,65.59,200.69,11.00,150.46,22.00,0.27,18.28
4.00,7.01,22.36,0.00,14.00,2.91,8.70,8.20,16.87,3.54,0.40,3.50,19.00,8.66,15.11,16.52,0.00,8.20,4.00,22.02,8.10,9.70,3.60,4.60,17.43,17.43,18.37,18.37,1.40,12.69,10.46,34.70,3.24,27.00,18.35,17.43,67.02,16.89,9.62,0.60,18.36,18.36,18.36,2.40,74.22,12.12,16.52,6.00,10.80,8.21,16.52,0.00,3.89,4.37,18.90,0.00,0.00,0.39,1.00,36.38,53.83,2.03,2.71,53.55,66.50,70.42,0.10,2.00,61.43,183.57,11.00,126.59,22.00,0.23,13.64
5.00,4.47,22.28,0.00,14.00,2.91,8.70,8.20,16.87,3.54,0.40,3.50,19.00,3.55,13.15,16.52,0.00,8.20,3.74,23.36,8.10,9.70,3.60,4.60,17.43,17.43,18.37,18.37,1.40,10.64,10.62,35.27,3.24,27.00,18.35,17.43,54.35,16.89,6.53,0.60,18.36,18.36,18.36,2.40,79.41,12.12,16.52,6.00,10.80,8.21,16.52,0.00,3.06,3.40,18.90,0.00,0.00,0.34,1.00,33.50,53.69,1.88,2.53,45.25,65.59,75.12,0.10,2.00,51.93,160.11,11.00,93.01,22.00,0.19,11.14
6.00,2.65,22.41,0.00,14.00,2.91,8.70,8.20,16.87,3.54,0.40,3.50,19.00,0.88,10.31,16.52,0.00,8.20,3.74,23.17,8.10,9.70,3.60,4.60,17.43,17.43,18.37,18.37,1.40,7.83,10.75,35.43,3.24,27.00,18.35,17.43,34.70,16.89,3.82,0.60,18.36,18.36,18.36,2.40,81.99,12.12,16.52,6.00,10.80,8.21,16.52,0.00,2.75,3.19,18.90,0.00,0.00,0.23,1.00,31.34,53.78,1.73,2.31,30.04,64.17,76.24,0.00,2.00,30.62,113.65,11.00,62.36,22.00,0.14,8.64
7.00,1.47,22.47,0.00,14.00,2.91,8.70,8.20,16.87,3.54,0.40,3.50,19.00,0.06,6.02,16.52,0.00,8.20,3.67,23.46,8.10,9.70,3.60,4.60,17.43,17.43,18.37,18.37,1.40,3.40,10.74,34.99,3.24,27.00,18.35,17.43,20.61,16.89,1.57,0.60,18.36,18.36,18.36,2.40,84.21,12.12,16.52,6.00,10.80,8.21,16.52,0.00,2.51,3.07,18.90,0.00,0.00,0.08,1.00,29.95,54.45,1.59,2.10,17.79,62.74,77.30,0.00,2.00,13.69,48.02,11.00,32.85,22.00,0.09,4.55
8.00,0.65,22.57,0.00,14.00,2.91,8.70,8.20,16.87,3.54,0.40,3.50,19.00,0.00,2.33,16.52,0.00,8.20,3.40,25.14,8.10,9.70,14.51,4.60,17.43,17.43,18.37,18.37,1.40,0.87,10.58,33.95,3.24,27.00,18.35,17.43,6.94,16.89,0.33,0.60,18.36,18.36,18.36,2.40,85.40,12.12,16.52,6.00,10.80,8.21,16.52,0.00,2.52,3.24,18.90,0.00,0.00,0.04,1.00,30.93,56.83,1.50,1.91,5.12,62.39,78.16,0.00,2.00,3.85,13.09,11.00,10.89,22.00,0.04,0.46
9.00,0.19,22.42,0.00,14.00,4.20,8.70,8.20,16.87,3.54,0.40,3.50,19.00,0.00,0.63,16.52,0.00,8.20,3.23,26.80,8.10,9.70,14.51,4.60,17.43,17.43,18.37,18.37,1.40,0.12,10.56,33.32,3.24,27.00,18.35,17.43,1.55,16.89,0.03,0.60,18.36,18.36,18.36,2.40,85.91,12.12,16.52,6.00,10.80,8.21,16.52,0.00,2.51,3.43,18.90,0.00,0.00,0.00,1.00,31.49,59.06,1.40,1.74,1.03,62.04,78.04,0.00,2.00,0.81,3.12,11.00,2.16,22.00,0.00,0.23
10.00,0.00,22.33,0.00,14.00,4.20,8.70,8.20,16.87,3.54,0.40,3.50,19.00,0.00,0.00,16.52,0.00,8.20,3.39,28.41,8.10,9.70,14.51,4.60,17.43,17.43,18.37,18.37,1.40,0.00,10.70,33.10,3.24,27.00,18.35,17.43,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,84.40,12.12,16.52,6.00,10.80,8.21,16.52,0.00,2.41,3.66,18.90,0.00,0.00,0.00,1.00,30.74,60.83,1.29,1.58,0.00,62.10,75.05,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
