"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,59.78,24.86,61.12,646.80,211.44,9.09,6.63,110.91,19.29,3.75,22.74,14.99,50.00,0.00,5.16,2.83,164.71,112.91,88.82,44.28,33.46,179.99,19.26,0.00,6.88,87.66,0.00,6.39,9.98,0.00,4.45,19.87,229.57,229.31,41.99,0.00,20.51,25.56,185.07,198.10,185.13,5.67,74.89,76.27,53.18,54.95,61.20,30.82,30.70,30.70,87.54,84.00,110.80,110.76,0.00
2.00,59.78,25.25,61.12,646.80,211.44,9.09,6.63,110.91,19.29,3.75,22.74,14.99,50.00,0.00,5.16,2.83,164.71,112.91,88.82,44.28,33.46,179.99,19.26,0.00,6.88,87.66,0.00,6.39,9.98,0.00,4.45,19.87,229.57,229.31,53.41,0.00,53.68,53.27,185.07,198.10,185.13,5.67,74.89,76.27,61.59,53.72,61.20,30.82,30.70,30.70,87.54,84.00,110.80,110.76,0.00
3.00,59.78,24.86,61.12,646.80,211.44,9.09,6.63,110.91,19.29,3.75,22.74,14.99,50.00,0.00,5.16,2.83,164.71,112.91,88.82,44.28,33.46,179.99,19.26,0.00,6.88,87.66,0.00,6.39,9.98,0.00,4.45,19.87,229.57,229.31,54.01,35.57,35.68,35.60,185.07,198.10,185.13,5.67,74.90,76.27,53.18,54.95,61.20,30.82,30.70,30.70,87.54,84.00,110.80,110.76,0.00
4.00,59.78,27.77,61.12,646.80,211.44,9.09,6.63,110.91,19.29,3.75,22.74,14.99,126.19,0.00,5.16,2.83,164.71,112.91,88.82,44.28,33.46,179.99,19.26,0.00,6.88,87.66,0.00,6.39,9.98,0.00,4.45,19.87,229.57,229.31,35.91,54.34,35.96,54.48,185.07,198.10,185.13,5.67,74.89,76.27,66.88,58.99,61.20,30.82,30.70,30.70,87.54,84.00,110.80,110.50,0.00
5.00,59.78,27.16,61.12,646.80,211.44,9.09,6.63,110.91,19.29,3.75,22.74,14.99,120.38,0.00,5.16,2.83,164.71,112.91,88.82,44.28,33.46,179.99,19.26,0.00,6.88,87.66,0.00,6.39,9.98,0.00,4.45,19.87,229.57,229.31,43.36,43.21,43.49,43.29,185.07,198.10,185.13,5.67,74.89,76.27,61.26,60.87,61.20,30.82,30.70,30.70,87.54,84.00,110.80,110.76,0.00
6.00,59.78,24.86,61.12,646.80,211.44,9.09,6.63,110.91,19.29,3.75,22.74,14.99,97.85,0.00,5.16,2.83,164.71,112.91,88.82,44.28,33.46,179.99,19.26,0.00,6.88,87.66,0.00,6.39,9.98,0.00,4.45,19.87,229.57,229.31,37.90,20.51,37.97,37.87,185.07,198.10,185.13,5.67,75.28,75.00,55.03,53.10,61.20,30.82,30.70,30.70,87.54,84.00,110.80,110.76,0.00
7.00,59.78,27.42,61.12,646.80,211.44,9.09,6.63,110.91,19.29,3.75,22.74,14.99,79.16,0.00,5.16,2.83,164.71,112.91,88.82,44.28,33.46,179.99,19.26,0.00,6.88,87.66,0.00,6.39,9.98,0.00,4.45,19.87,229.57,229.31,20.51,21.65,21.65,21.65,185.07,198.10,185.13,5.67,74.89,76.27,61.78,61.92,61.20,30.82,30.70,30.70,87.54,84.00,110.80,110.76,0.00
8.00,59.78,24.86,61.12,646.80,211.44,9.09,6.63,110.91,19.29,3.75,22.74,14.99,53.83,0.00,5.16,2.83,164.71,112.91,88.82,44.28,30.43,179.99,19.26,0.00,6.88,87.66,0.00,6.39,9.98,0.00,4.45,19.87,229.57,229.31,0.00,25.57,25.57,0.00,185.07,198.10,185.13,5.67,74.89,76.27,57.12,51.01,61.20,30.82,30.70,30.70,87.54,84.00,110.80,110.76,0.00
9.00,59.78,27.42,61.12,646.80,211.44,9.09,6.63,110.91,19.29,3.75,22.74,14.99,50.00,0.00,5.16,2.83,164.71,112.91,88.82,44.28,24.62,179.99,19.26,0.00,6.88,87.66,0.00,6.39,9.98,0.00,4.45,19.87,229.57,229.31,0.00,0.00,39.86,0.00,185.07,198.10,185.13,5.67,74.89,76.27,57.82,65.88,61.20,30.82,30.70,30.70,87.54,84.00,110.80,110.50,0.00
10.00,59.78,26.14,61.12,646.80,211.44,9.09,6.63,110.91,19.29,3.75,22.74,14.99,50.00,0.00,5.16,2.83,164.71,112.91,88.82,44.28,0.00,179.99,19.26,0.00,6.88,87.66,0.00,6.39,9.98,0.00,4.45,19.87,229.57,229.31,0.00,0.00,62.42,0.00,185.07,198.10,185.13,5.67,74.89,76.27,60.96,54.95,61.20,30.82,30.70,30.70,87.54,84.00,110.80,110.50,0.00
