"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CS INTIPAMPA EXP","CTCASAGRANDE"
1.00,2.39,18.53,1.71,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,4.59,7.70,11.71,0.00,4.20,14.92,20.24,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,7.47,8.73,18.06,2.20,26.90,5.50,18.05,81.08,17.95,13.11,0.60,19.51,19.51,19.51,1.20,10.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,1.18,0.79,18.90,0.00,0.00,0.03,1.00,19.89,29.80,0.68,0.86,70.08,43.80,1.30,0.00,2.00,49.09,98.81,11.00,128.00,4.45,23.00
2.00,4.87,18.61,3.58,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,11.18,11.02,11.71,0.00,4.20,15.17,20.27,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,10.39,8.13,17.99,2.20,26.90,5.50,18.05,107.42,17.95,21.23,0.60,19.51,19.51,19.51,1.20,10.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,1.36,0.83,18.90,0.00,0.00,0.05,1.00,22.08,26.60,0.68,0.85,88.91,44.90,0.90,0.00,2.00,66.89,161.45,11.00,180.00,6.68,23.00
3.00,7.41,18.67,6.80,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,14.99,12.45,11.71,0.00,4.20,14.71,22.68,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,11.38,8.04,17.55,2.20,26.90,5.50,18.05,119.21,17.95,29.34,0.60,19.51,19.51,19.51,1.20,10.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,1.57,0.99,18.90,0.00,0.00,0.06,1.00,22.87,24.40,0.66,0.98,95.85,46.60,0.60,0.00,2.00,74.36,200.63,11.00,190.00,8.90,23.00
4.00,9.45,18.45,9.87,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.10,14.35,11.71,0.00,4.20,14.01,25.89,3.30,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,12.60,8.11,18.43,2.20,26.80,5.50,18.05,123.97,17.95,30.79,0.60,19.51,19.51,19.51,1.20,10.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,1.79,1.20,18.90,0.00,0.00,0.09,1.00,23.19,22.40,0.64,1.15,99.98,49.80,0.70,0.10,2.00,77.34,223.97,11.00,199.00,13.35,23.00
5.00,10.92,18.36,12.14,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.88,16.66,11.71,0.00,4.20,13.81,28.99,4.40,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,14.14,8.70,20.63,2.20,26.60,5.50,18.05,128.53,17.95,32.23,0.60,19.51,19.51,19.51,1.20,9.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,2.24,1.81,18.90,0.00,0.00,0.44,1.00,26.52,24.90,0.94,1.53,103.42,53.40,1.00,0.20,2.00,78.21,236.93,11.00,203.00,17.80,23.00
6.00,12.37,18.20,13.98,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.80,17.63,11.71,0.00,4.20,13.78,32.06,5.40,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,14.84,9.45,23.60,2.20,26.50,5.50,18.05,133.72,17.95,33.14,0.60,19.51,19.51,19.51,1.20,6.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,2.76,2.56,18.90,0.00,0.00,0.59,1.00,30.85,41.90,1.35,1.98,106.26,57.30,10.00,0.20,2.00,78.82,241.37,11.00,207.00,24.48,23.00
7.00,14.26,18.14,15.22,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.42,18.04,11.71,0.00,4.20,13.55,37.35,5.70,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.13,9.96,27.36,2.20,26.50,5.50,18.05,138.96,17.95,34.05,0.60,19.51,19.51,19.51,1.20,5.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,2.94,2.72,18.90,0.00,0.00,0.74,1.00,36.79,45.70,1.80,2.54,108.24,61.40,11.00,0.30,2.00,79.27,245.70,11.00,209.00,26.70,23.00
8.00,15.87,15.90,16.36,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.65,18.29,11.71,0.00,4.20,13.26,43.39,5.90,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.37,10.39,30.69,2.20,26.20,5.50,18.05,141.86,17.95,36.36,0.60,19.51,19.51,19.51,1.20,4.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,3.01,2.68,18.90,0.00,0.00,0.83,1.00,43.26,49.50,2.26,3.13,109.43,64.80,12.00,0.30,2.00,79.63,248.41,11.00,210.00,26.70,23.00
9.00,17.04,15.60,17.47,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.92,18.46,11.71,0.00,4.20,13.35,49.89,5.90,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.61,11.18,33.57,2.20,26.10,5.50,18.05,143.60,17.95,38.67,0.60,19.51,19.51,19.51,1.20,6.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,3.10,2.64,18.90,0.00,0.00,0.90,1.00,47.12,52.20,2.57,3.70,110.28,67.90,15.00,0.30,2.00,79.90,248.81,11.00,209.00,28.93,23.00
10.00,17.66,15.69,18.20,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.91,18.47,11.71,0.00,4.20,13.57,56.56,5.90,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.77,12.08,36.23,2.20,26.00,5.50,18.05,144.30,17.95,38.79,0.60,19.51,19.51,19.51,1.20,9.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,3.19,2.59,18.90,0.00,0.00,0.92,1.00,50.11,54.50,2.84,4.25,110.87,70.80,18.00,0.40,2.00,80.00,247.79,11.00,208.00,31.15,23.00
