"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CT AGROLMOS"
1.00,12.91,9.37,12.88,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,17.36,17.54,4.00,0.00,7.00,23.33,56.70,0.00,4.70,5.00,1.60,17.86,10.00,3.50,5.00,2.80,13.55,22.58,72.94,2.50,26.20,5.00,10.68,138.76,16.50,33.65,0.60,2.90,3.40,3.40,1.20,92.00,7.50,6.50,19.42,2.00,10.60,6.33,5.30,1.20,14.92,16.41,9.50,0.00,0.00,1.01,0.00,113.20,123.50,9.92,8.49,98.95,102.90,109.20,0.20,0.88,73.52,250.00,5.00,9.50
2.00,12.15,9.48,10.50,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,16.92,17.31,4.00,0.00,7.00,23.59,57.00,0.00,4.70,5.00,1.60,17.86,10.00,3.50,5.00,2.80,13.38,22.63,73.03,2.50,26.20,5.00,10.68,136.44,16.50,32.88,0.60,2.90,3.40,3.40,1.20,104.00,7.50,6.50,19.42,2.00,10.60,6.33,5.30,1.20,14.90,16.31,9.50,0.00,0.00,0.94,0.00,114.20,125.90,10.11,8.61,96.86,104.50,116.30,0.10,0.88,70.81,250.00,5.00,9.50
3.00,11.41,9.40,7.55,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,15.71,16.59,4.00,0.00,7.00,23.80,59.40,0.00,4.70,5.00,1.60,17.86,10.00,3.50,5.00,2.80,12.88,22.73,72.81,2.50,26.30,5.00,10.68,127.12,16.50,29.99,0.60,2.90,3.40,3.40,1.20,113.00,7.50,6.50,19.42,2.00,10.60,6.33,5.30,1.20,14.89,16.15,9.50,0.00,0.00,0.79,0.00,106.90,118.20,10.24,8.63,91.79,106.00,122.10,0.10,0.88,63.58,235.63,5.00,9.50
4.00,10.60,10.05,4.57,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,10.45,14.78,4.00,0.00,7.00,23.81,59.10,0.00,4.70,5.00,1.60,17.86,10.00,3.50,5.00,2.80,9.81,22.82,72.60,2.50,26.30,5.00,10.68,88.65,16.50,19.23,0.60,2.90,3.40,3.40,1.20,118.00,7.50,6.50,19.42,2.00,10.60,6.33,5.30,1.20,14.87,15.96,9.50,0.00,0.00,0.57,0.00,109.30,120.60,10.06,8.52,75.56,107.30,126.10,0.10,0.92,43.43,220.22,5.00,9.50
5.00,9.38,9.68,1.96,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,1.08,10.74,4.00,0.00,7.00,23.75,59.70,0.00,4.70,5.00,1.60,17.86,10.00,3.50,5.00,2.80,2.86,22.90,72.39,2.50,26.30,5.00,10.68,39.43,16.50,8.37,0.60,2.90,3.40,3.40,1.20,122.00,7.50,6.50,19.42,2.00,10.60,6.33,5.30,1.20,14.45,15.65,9.50,0.00,0.00,0.49,0.00,111.30,123.00,9.77,8.36,37.84,107.70,129.50,0.10,0.96,18.49,173.92,5.00,9.50
6.00,6.94,8.91,0.21,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,0.01,4.02,4.00,0.00,7.00,23.43,61.30,0.00,4.70,5.00,1.60,17.86,10.00,3.50,5.00,2.80,0.27,23.07,72.15,2.50,26.50,5.00,10.68,8.83,16.50,1.35,0.60,2.90,3.40,3.40,1.20,124.00,7.50,6.50,19.42,2.00,10.60,6.33,5.30,1.20,13.89,15.29,9.50,0.00,0.00,0.34,0.00,112.80,125.40,9.11,7.56,10.45,108.20,126.30,0.10,1.00,4.24,98.50,5.00,9.50
7.00,0.58,9.49,0.00,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,0.00,0.43,4.00,0.00,7.00,23.02,59.30,0.00,4.70,5.00,1.60,17.86,10.00,3.50,5.00,2.80,0.00,23.32,71.88,2.50,26.60,5.00,10.68,0.43,16.50,0.00,0.60,2.90,3.40,3.40,1.20,124.00,7.50,6.50,19.42,2.00,10.60,6.33,5.30,1.20,13.19,14.72,9.50,0.00,0.00,0.12,0.00,112.90,127.60,8.33,6.56,0.54,108.70,120.80,0.00,1.08,0.19,42.90,5.00,9.50
8.00,0.00,9.30,0.00,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,22.28,59.40,0.00,4.70,15.53,1.60,17.86,10.00,3.50,5.00,2.80,0.00,23.42,71.18,2.50,26.70,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.40,1.20,124.00,7.50,6.50,19.42,2.00,10.60,6.33,5.30,1.20,12.45,14.08,9.50,0.00,0.00,0.06,0.00,113.30,129.30,7.74,6.07,0.00,109.20,114.10,0.00,1.12,0.00,10.61,5.00,9.50
9.00,0.00,9.21,0.00,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,21.42,57.40,4.57,4.70,15.53,1.60,17.86,10.00,3.50,5.00,2.80,0.00,23.38,70.03,2.50,26.90,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.40,1.20,121.00,7.50,6.50,19.42,2.00,10.60,6.33,5.30,1.20,11.50,13.86,9.50,0.00,0.00,0.00,0.00,114.80,129.50,7.21,5.77,0.00,109.30,107.00,0.00,1.16,0.00,0.00,5.00,9.50
10.00,0.00,8.80,0.00,14.00,2.90,7.60,2.60,4.20,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,20.63,49.70,7.28,4.70,15.53,1.60,17.86,10.00,3.50,5.00,2.80,0.00,23.12,68.54,2.50,27.10,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.40,1.20,115.00,7.50,6.50,19.42,2.00,10.60,6.33,5.30,1.20,10.47,13.77,9.50,0.00,0.00,0.00,0.00,116.20,129.70,6.90,5.53,0.00,108.90,97.40,0.00,1.16,0.00,0.00,5.00,9.50
