Id Equipo,Equipo,Id COES,Considera Equipo,Id Cat Vierte,Id Vierte,Id Cat Turbina,Id Turbina,Id Padre,Id Nod Destino,Id Nod Origen,Id Nodo,Considera en Escenario,HACIA ARRIBA,HACIA ABAJO,Tiempo Minimo,Estado
1,RSF_SEIN,2118,1,0,0,0,0,0,0,0,0,,,,,1
