"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.98,67.20,650.00,211.66,3.39,3.55,81.49,19.21,3.37,33.92,64.25,7.16,3.84,164.07,93.15,66.57,0.00,149.35,15.50,6.88,87.77,0.00,6.39,0.00,11.92,5.47,5.62,228.68,0.00,0.00,20.60,0.00,20.60,90.61,102.91,90.61,0.00,0.00,61.79,61.49,45.28,50.12,0.00,0.00,0.00,20.60,20.60,94.37,0.00,101.65,20.46,15.00,19.11,15.36,5.06
2.00,78.57,29.98,67.20,650.00,211.66,3.39,3.55,82.22,19.21,3.37,33.92,60.73,7.16,3.84,164.07,93.05,67.45,0.00,129.58,15.50,6.88,87.77,0.00,6.39,0.00,6.45,5.47,4.35,228.68,0.00,0.00,0.00,0.00,0.00,89.43,101.31,89.43,0.00,0.00,61.79,61.49,45.28,50.12,0.00,0.00,0.00,20.60,20.60,94.37,0.00,101.65,20.46,15.00,17.31,17.16,5.06
3.00,78.57,29.98,67.20,650.00,211.66,3.39,3.55,40.29,19.21,3.37,33.92,68.33,7.16,3.84,164.07,93.84,16.48,0.00,120.00,15.50,6.88,87.77,0.00,6.39,0.00,56.36,5.47,15.91,228.68,0.00,0.00,0.00,0.00,0.00,115.02,133.97,0.00,0.00,0.00,45.00,61.49,45.28,50.12,0.00,0.00,0.00,20.60,20.60,94.37,0.00,101.65,20.46,15.00,17.31,17.16,5.06
4.00,77.22,29.98,67.20,650.00,211.66,3.39,3.55,40.29,19.21,3.37,33.92,60.03,7.16,3.84,164.07,92.04,16.48,0.00,120.00,15.50,6.88,87.77,0.00,6.39,0.00,40.84,5.47,12.32,228.68,0.00,0.00,0.00,0.00,0.00,94.87,108.71,0.00,0.00,0.00,45.00,61.49,45.28,50.12,0.00,0.00,0.00,20.60,20.60,94.37,0.00,101.65,20.46,15.00,17.31,17.16,5.06
5.00,75.42,29.98,67.20,650.00,211.66,3.39,3.55,40.29,19.21,3.37,33.92,58.39,7.16,3.84,164.07,91.96,16.48,0.00,120.00,15.50,6.88,87.77,0.00,6.39,0.00,26.03,5.47,8.89,228.68,0.00,0.00,0.00,0.00,0.00,87.61,98.83,0.00,0.00,0.00,0.00,58.49,43.70,50.12,0.00,0.00,0.00,84.50,20.60,20.60,0.00,101.65,20.46,15.00,19.11,15.36,5.06
6.00,78.52,29.98,67.20,650.00,211.66,3.39,3.55,40.29,19.21,3.37,33.92,58.79,7.16,3.84,164.07,91.93,16.48,0.00,120.00,15.50,6.88,87.77,0.00,6.39,0.00,4.63,5.47,3.93,228.68,0.00,0.00,0.00,0.00,0.00,89.20,100.99,0.00,0.00,0.00,0.00,59.72,43.48,50.12,0.00,0.00,0.00,87.20,22.16,20.60,0.00,101.65,20.46,15.00,17.31,17.16,5.06
7.00,78.57,29.98,67.20,650.00,211.66,3.39,3.55,40.29,19.21,3.37,33.92,59.58,7.16,3.84,164.07,90.69,16.48,0.00,120.00,15.50,6.88,87.77,0.00,6.39,0.00,4.63,5.47,3.93,228.68,0.00,0.00,0.00,0.00,0.00,97.43,112.14,0.00,0.00,0.00,0.00,63.18,44.95,50.12,0.00,0.00,0.00,20.60,20.60,83.68,0.00,101.65,20.46,15.00,17.31,17.16,5.06
8.00,78.57,29.98,67.20,650.00,211.66,3.39,3.55,40.29,19.21,3.37,33.92,61.54,7.16,3.84,164.07,89.78,16.48,0.00,120.00,13.84,6.88,87.77,0.00,6.39,0.00,4.63,5.47,3.93,228.68,0.00,0.00,0.00,0.00,0.00,98.41,113.44,0.00,0.00,0.00,0.00,62.63,45.50,50.12,0.00,0.00,0.00,20.60,20.60,83.68,0.00,101.65,20.46,15.00,15.23,19.24,5.06
9.00,78.57,29.98,67.20,650.00,211.66,3.39,3.55,40.29,19.21,3.37,33.92,68.72,7.16,3.84,164.07,92.51,16.48,0.00,120.00,13.00,6.88,87.77,0.00,6.39,0.00,4.63,5.47,3.93,228.68,0.00,0.00,0.00,0.00,0.00,110.05,128.19,0.00,0.00,0.00,0.00,62.63,45.50,50.12,0.00,0.00,0.00,20.60,20.60,83.68,0.00,101.65,20.46,15.00,17.31,17.16,5.06
10.00,78.57,29.98,67.20,650.00,211.66,3.39,3.55,40.29,19.21,3.37,33.92,76.45,7.16,3.84,164.07,94.18,16.48,0.00,120.00,0.00,6.88,87.77,0.00,6.39,0.00,4.63,5.47,3.93,228.68,0.00,0.00,0.00,0.00,0.00,138.74,157.34,0.00,0.00,0.00,0.00,62.63,45.50,50.12,0.00,0.00,0.00,20.60,20.60,83.68,0.00,101.65,20.46,15.00,19.11,15.36,5.06
