"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,0.00,29.95,67.13,602.28,195.93,7.75,8.13,106.21,19.19,4.01,22.63,14.92,61.22,5.13,2.82,137.99,112.36,98.26,44.06,35.37,185.01,13.33,1.97,6.88,75.40,6.39,9.98,85.48,5.46,19.77,0.00,175.34,23.30,67.10,67.88,23.30,114.46,124.00,117.02,0.00,74.91,53.40,58.43,58.35,43.71,30.67,30.56,30.55,38.82,38.83,97.90,97.86,189.37,19.40,0.00
2.00,0.00,29.95,67.13,602.28,195.93,7.75,8.13,105.94,19.19,4.01,22.63,14.92,56.76,5.13,2.82,137.99,112.36,97.93,44.06,23.79,185.01,13.33,1.97,6.88,75.40,6.39,9.98,84.67,5.46,19.58,0.00,174.32,23.30,67.10,67.88,23.30,109.28,117.79,111.25,0.00,74.91,53.40,58.43,58.35,43.71,30.67,30.56,30.55,38.67,38.68,71.37,71.35,186.69,19.40,0.00
3.00,0.00,29.95,67.13,602.28,195.93,7.75,8.13,101.92,19.19,4.01,22.63,14.92,54.61,5.13,2.82,137.99,112.36,93.04,44.06,35.37,185.01,13.33,1.97,6.88,75.40,6.39,9.98,77.37,5.46,17.90,0.00,169.07,23.30,67.10,67.88,23.30,103.52,111.13,104.91,0.00,74.91,53.40,58.43,58.35,43.71,30.67,30.56,30.55,38.67,38.68,61.38,61.37,185.88,19.40,0.00
4.00,0.00,29.95,67.13,602.28,195.93,7.75,8.13,100.63,19.19,4.01,22.63,14.92,50.22,5.13,2.82,137.99,112.36,91.46,44.06,35.37,185.01,13.33,1.97,6.88,75.40,6.39,9.98,72.66,5.46,16.81,0.00,167.13,23.30,67.10,67.88,23.30,96.34,103.19,97.19,0.00,74.91,53.40,57.39,57.31,43.71,30.67,30.56,30.55,38.57,38.58,61.38,61.37,183.94,19.40,0.00
5.00,0.00,29.95,67.13,602.28,195.93,7.75,8.13,98.80,19.19,4.01,22.63,14.92,50.00,5.13,2.82,137.99,112.36,89.24,44.06,35.37,185.01,13.33,1.97,6.88,75.40,6.39,9.98,66.92,5.46,15.48,0.00,163.99,23.30,67.10,67.88,23.30,89.60,95.19,89.61,0.00,74.91,53.40,54.12,54.05,43.71,30.67,30.56,30.55,38.57,38.58,58.34,58.33,182.16,19.40,0.00
6.00,0.00,29.95,67.13,602.28,195.93,7.75,8.13,98.46,19.19,4.01,22.63,14.92,50.00,5.13,2.82,137.99,112.36,88.83,44.06,35.37,185.01,13.33,1.97,6.88,75.40,6.39,9.98,64.35,5.46,14.88,0.00,163.00,23.30,67.10,67.88,23.30,128.38,0.00,132.92,0.00,74.91,53.40,53.14,53.08,43.71,30.67,30.56,30.55,38.42,38.43,47.39,47.39,181.82,19.40,0.00
7.00,0.00,29.95,67.13,602.28,195.93,7.75,8.13,100.52,19.19,4.01,22.63,14.92,50.00,5.13,2.82,137.99,112.36,91.33,44.06,29.55,185.01,13.33,1.97,6.88,75.40,6.39,9.98,78.61,5.46,18.18,0.00,165.60,23.30,67.10,67.88,23.30,138.91,0.00,145.00,0.00,74.91,53.40,59.92,59.83,43.71,30.67,30.56,30.55,38.82,38.83,66.59,66.57,185.07,19.40,0.00
8.00,0.00,29.95,67.13,602.28,195.93,7.75,8.13,100.44,19.19,4.01,22.63,14.92,50.00,5.13,2.82,137.99,112.36,91.23,44.06,27.67,185.01,13.33,1.97,6.88,75.40,6.39,9.98,77.41,5.46,17.91,0.00,165.48,23.30,67.10,67.88,23.30,135.07,0.00,140.61,0.00,74.91,53.40,59.20,59.12,43.71,30.67,30.56,30.55,38.67,38.68,63.74,63.73,183.56,19.40,0.00
9.00,0.00,29.95,67.13,602.28,195.93,7.75,8.13,100.37,19.19,4.01,22.63,14.92,50.00,5.13,2.82,137.99,112.36,91.15,44.06,26.91,185.01,13.33,1.97,6.88,75.40,6.39,9.98,77.45,5.46,17.91,0.00,164.78,23.30,67.10,67.88,23.30,0.00,0.00,174.76,0.00,74.91,53.40,58.68,58.60,43.71,30.67,30.56,30.55,38.42,38.43,56.84,56.83,161.05,19.40,0.00
10.00,0.00,29.95,67.13,602.28,195.93,7.75,8.13,110.37,19.19,4.01,22.63,14.92,50.00,5.13,2.82,137.99,112.36,103.32,44.06,35.37,185.01,13.33,1.97,6.88,75.40,6.39,9.98,85.48,5.46,19.77,0.00,0.00,23.30,67.10,67.88,23.30,0.00,0.00,0.00,0.00,74.91,53.40,66.56,66.47,43.71,30.67,30.56,30.55,38.82,38.83,75.37,75.35,158.41,19.40,0.00
