"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,72.13,29.81,66.81,650.00,210.44,6.10,3.49,32.43,19.10,4.79,25.72,45.66,7.20,3.87,124.50,63.54,18.56,46.81,96.28,0.00,6.88,67.70,0.00,6.39,0.00,80.15,3.90,19.68,0.00,0.00,55.35,0.00,43.42,20.73,183.28,124.69,183.34,0.00,74.55,61.84,48.34,48.29,42.20,0.00,0.00,0.00,20.73,0.00,0.00,89.27,81.41,20.34,8.87,13.38,13.32,3.87
2.00,72.37,29.81,66.81,650.00,210.44,6.10,3.49,30.81,19.10,4.79,25.72,87.73,7.20,3.87,124.50,65.88,16.58,46.81,96.28,0.00,6.88,67.70,0.00,6.39,0.00,50.17,3.90,12.78,0.00,0.00,26.94,0.00,67.55,0.00,183.28,120.93,183.34,0.00,0.00,49.04,46.24,46.20,42.20,0.00,0.00,0.00,20.73,0.00,0.00,89.27,96.30,20.34,8.87,13.38,13.32,3.87
3.00,72.37,29.81,66.81,650.00,210.44,6.10,3.49,30.81,19.10,4.79,25.72,83.41,7.20,3.87,124.50,64.98,16.58,46.81,96.28,0.00,6.88,67.70,0.00,6.39,0.00,37.28,3.90,9.81,0.00,0.00,67.18,0.00,20.73,0.00,183.28,114.06,183.34,0.00,0.00,35.17,46.24,46.20,42.20,0.00,0.00,0.00,20.73,0.00,0.00,89.27,94.50,20.34,8.87,13.38,13.32,3.87
4.00,72.37,29.81,66.81,650.00,210.44,6.10,3.49,30.81,19.10,4.79,25.72,75.19,7.20,3.87,124.50,63.73,16.58,46.81,96.28,0.00,6.88,67.70,0.00,6.39,0.00,28.63,3.90,7.82,0.00,0.00,21.90,0.00,29.44,0.00,183.28,124.69,183.34,0.00,0.00,45.00,45.68,45.64,42.20,0.00,0.00,0.00,20.73,0.00,0.00,87.15,90.58,20.34,8.87,13.38,13.32,3.87
5.00,72.37,29.81,66.81,650.00,210.44,6.10,3.49,30.81,19.10,4.79,25.72,78.66,7.20,3.87,124.50,63.24,16.58,46.81,96.28,0.00,6.88,67.70,0.00,6.39,0.00,30.70,3.90,8.30,0.00,0.00,49.25,0.00,54.38,0.00,183.28,77.29,183.34,0.00,0.00,0.00,45.61,45.57,42.20,0.00,0.00,0.00,20.73,0.00,0.00,91.38,90.52,20.34,8.87,13.38,13.32,3.87
6.00,72.37,29.81,66.81,650.00,210.44,6.10,3.49,30.81,19.10,4.79,25.72,78.22,7.20,3.87,124.50,63.41,16.58,46.81,96.28,0.00,6.88,67.70,0.00,6.39,0.00,28.81,3.90,7.86,0.00,0.00,23.19,0.00,0.00,0.00,183.28,114.06,183.34,0.00,0.00,0.00,47.44,47.39,42.20,0.00,0.00,0.00,20.73,0.00,0.00,89.27,90.85,20.34,8.87,13.38,13.32,3.87
7.00,72.37,29.81,66.81,650.00,210.44,6.10,3.49,30.81,19.10,4.79,25.72,67.23,7.20,3.87,124.50,58.74,16.58,46.81,96.28,0.00,6.88,67.70,0.00,6.39,0.00,11.32,3.90,3.83,0.00,0.00,26.94,0.00,67.55,0.00,183.28,110.30,183.34,0.00,0.00,0.00,46.24,46.20,42.20,0.00,0.00,0.00,20.73,0.00,0.00,89.27,71.30,20.34,8.87,13.38,13.32,3.87
8.00,71.17,29.31,66.81,650.00,210.44,6.10,3.49,30.81,19.10,4.79,25.72,48.65,7.20,3.87,124.50,56.90,16.58,45.00,96.28,0.00,6.88,67.70,0.00,6.39,0.00,11.32,3.90,3.83,0.00,0.00,41.45,0.00,41.45,41.45,159.39,151.81,159.45,0.00,0.00,0.00,26.96,58.09,42.20,0.00,0.00,0.00,20.73,0.00,0.00,55.92,65.35,20.34,8.87,7.42,19.28,3.87
9.00,72.17,29.72,66.81,650.00,210.44,6.10,3.49,30.81,19.10,4.79,25.72,50.90,7.20,3.87,124.50,57.97,16.58,0.00,96.28,0.00,6.88,67.70,0.00,6.39,0.00,11.32,3.90,3.83,0.00,0.00,37.67,0.00,49.01,37.67,156.48,156.56,156.54,0.00,0.00,61.84,32.22,59.23,42.20,0.00,0.00,0.00,20.73,0.00,0.00,75.42,66.89,20.34,8.87,7.42,19.28,3.87
10.00,78.57,29.81,66.81,650.00,210.44,6.10,3.49,30.81,19.10,4.79,25.72,50.34,7.20,3.87,124.50,58.06,16.58,0.00,96.28,0.00,6.88,67.70,0.00,6.39,0.00,11.32,3.90,3.83,0.00,0.00,51.71,0.00,51.92,20.73,164.37,130.48,164.43,0.00,0.00,61.84,61.75,55.77,42.20,0.00,0.00,0.00,20.73,0.00,0.00,80.68,67.50,20.34,8.87,19.25,7.45,3.87
