"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CS INTIPAMPA EXP","CTCASAGRANDE"
1.00,17.77,15.73,18.40,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.93,18.46,11.71,0.00,4.20,14.63,61.07,5.90,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.79,12.61,38.67,2.20,26.10,5.50,18.05,136.07,17.95,38.91,0.60,19.51,19.51,19.51,1.20,15.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,3.06,2.87,18.90,0.00,0.00,0.91,1.00,72.10,71.80,2.99,4.54,111.17,73.60,24.00,0.40,2.00,80.00,246.46,11.00,208.00,33.38,23.00
2.00,17.70,15.84,18.30,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.23,18.55,11.71,0.00,4.20,15.96,64.87,5.80,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.82,13.01,40.58,2.20,26.00,5.50,18.05,140.40,17.95,38.99,0.60,19.51,19.51,19.51,1.20,22.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,2.85,3.25,18.90,0.00,0.00,0.93,1.00,76.60,75.20,3.10,4.75,111.18,74.10,43.00,0.40,2.00,80.00,245.13,11.00,208.00,35.60,23.00
3.00,17.40,15.72,17.79,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,16.99,18.58,11.71,0.00,4.20,16.66,66.90,5.40,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.83,12.59,41.95,2.20,25.90,5.50,18.05,143.75,17.95,39.07,0.60,19.51,19.51,19.51,1.20,34.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,2.77,3.23,18.90,0.00,0.00,0.92,1.00,78.90,76.90,3.26,5.06,111.03,73.80,51.00,0.40,2.00,80.00,245.73,11.00,206.00,40.05,23.00
4.00,16.43,15.78,16.63,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.53,18.48,11.71,0.00,4.20,17.15,68.35,5.30,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.74,11.90,42.71,2.20,25.60,5.50,18.05,144.45,17.95,38.80,0.60,19.51,19.51,19.51,1.20,58.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,2.72,3.08,18.90,0.00,0.00,0.92,1.00,81.00,78.20,3.44,5.40,110.84,73.30,59.00,0.30,2.00,80.00,247.00,11.00,204.00,42.28,23.00
5.00,14.85,15.72,15.31,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,18.35,18.47,11.71,0.00,4.20,17.72,67.73,5.30,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.61,11.80,42.85,2.20,25.70,5.50,18.05,144.48,17.95,38.52,0.60,19.51,19.51,19.51,1.20,63.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,2.71,2.58,18.90,0.00,0.00,0.92,1.00,81.70,77.80,3.48,5.38,110.71,72.60,59.00,0.20,2.00,80.00,245.93,11.00,199.00,40.05,23.00
6.00,12.98,15.51,14.21,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,18.52,18.42,11.71,0.00,4.20,18.32,66.41,5.20,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.50,11.91,43.12,2.20,25.80,5.50,18.05,144.48,17.95,36.07,0.60,19.51,19.51,19.51,1.20,78.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,2.72,1.96,18.90,0.00,0.00,0.77,1.00,81.90,77.00,3.48,5.23,109.91,73.00,72.00,0.20,2.00,80.00,243.09,11.00,194.00,35.60,23.00
7.00,11.47,14.61,12.79,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,18.25,18.12,11.71,0.00,4.20,19.11,64.36,5.30,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.22,12.16,43.53,2.20,25.80,5.50,18.05,144.05,17.95,33.61,0.60,19.51,19.51,19.51,1.20,90.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,3.00,2.16,18.90,0.00,0.00,0.75,1.00,80.10,75.00,3.22,5.06,108.26,73.90,82.00,0.10,2.00,79.99,239.39,11.00,185.00,31.15,23.00
8.00,10.40,14.33,10.87,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.42,17.73,11.71,0.00,4.20,19.95,62.08,5.30,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,14.89,12.44,44.13,2.20,25.80,5.50,18.05,141.69,17.95,32.85,0.60,19.51,19.51,19.51,1.20,99.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,3.37,2.62,18.90,0.00,0.00,0.70,1.00,78.50,73.30,2.88,4.87,105.50,75.20,91.00,0.10,2.00,79.70,233.65,11.00,176.00,22.25,23.00
9.00,8.98,14.42,9.51,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,16.18,17.09,11.71,0.00,4.20,19.87,60.84,5.30,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,14.31,13.01,44.93,2.20,25.60,5.50,18.05,137.47,17.95,32.09,0.60,19.51,19.51,19.51,1.20,106.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,3.85,3.08,18.90,0.00,0.00,0.59,1.00,76.80,72.70,2.72,4.69,100.74,76.60,97.00,0.10,2.00,78.04,224.23,11.00,143.00,17.80,23.00
10.00,6.29,14.46,6.56,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,14.17,16.08,11.71,0.00,4.20,19.48,59.95,5.30,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,13.32,13.66,45.35,2.20,25.70,5.50,18.05,123.16,17.95,25.07,0.60,19.51,19.51,19.51,1.20,110.00,9.00,12.00,4.00,10.80,8.07,6.00,2.40,4.36,3.55,18.90,0.00,0.00,0.43,1.00,75.10,72.30,2.62,4.52,92.87,77.50,101.00,0.10,2.00,70.97,208.19,11.00,109.00,13.35,23.00
