"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,10.30,23.70,8.70,4.50,4.20,7.40,12.29,19.22,1.80,0.00,3.50,0.00,15.70,17.16,18.05,10.93,9.40,0.00,10.40,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,14.49,24.70,66.60,3.30,0.00,19.51,19.32,133.84,18.15,34.70,0.60,19.51,19.51,19.51,2.40,44.00,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,0.40,0.40,18.00,0.41,1.23,41.90,68.00,1.90,2.50,98.22,111.00,58.60,0.10,2.00,56.91
2.00,12.80,23.98,11.10,4.50,4.20,7.40,12.29,19.22,1.80,0.00,3.50,0.00,18.00,17.41,18.05,10.93,9.40,0.00,13.40,4.80,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,14.52,25.80,71.60,3.30,0.00,19.51,19.32,135.98,18.15,35.23,0.60,19.51,19.51,19.51,2.40,44.00,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,0.40,0.30,18.00,0.56,1.23,38.10,70.00,2.60,3.20,100.26,117.60,62.50,0.20,2.00,62.53
3.00,14.80,23.78,13.40,4.50,4.20,7.40,12.29,19.22,1.80,0.00,3.50,0.00,18.90,17.50,18.05,10.93,9.40,0.00,17.90,7.40,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,14.56,27.70,78.70,3.30,0.00,19.51,19.32,138.12,18.15,34.96,0.60,19.51,19.51,19.51,2.40,47.00,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,0.40,0.30,18.00,0.69,1.23,41.90,72.60,4.10,4.40,102.40,122.80,71.80,0.20,2.00,67.24
4.00,16.20,24.00,15.50,4.50,4.20,7.40,12.29,19.22,1.80,0.00,3.50,0.00,19.40,17.54,18.05,10.93,9.40,0.20,23.30,8.00,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,14.65,29.40,84.80,3.30,0.00,19.51,19.32,138.46,18.15,35.36,0.60,19.51,19.51,19.51,2.40,53.00,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,0.50,0.50,18.00,0.77,1.23,46.00,75.00,5.70,5.50,102.87,127.20,81.70,0.30,2.00,70.64
5.00,17.10,23.83,16.90,4.50,4.20,7.40,12.29,19.22,1.80,0.00,3.50,0.00,19.60,17.56,18.05,10.93,9.40,0.10,31.40,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,14.50,30.00,87.50,3.30,0.00,19.51,19.32,139.33,18.15,35.76,0.60,19.51,19.51,19.51,2.40,60.00,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,0.80,1.20,18.00,0.84,1.23,49.05,74.33,5.64,5.10,103.46,129.30,92.90,0.30,2.00,72.94
6.00,17.60,23.87,16.80,4.50,4.20,7.40,12.29,19.22,1.80,0.00,3.50,0.00,19.60,17.42,18.05,10.93,9.40,0.20,38.90,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,14.52,30.30,89.10,3.30,0.00,19.51,19.32,139.72,18.15,34.60,0.60,19.51,19.51,19.51,2.40,68.00,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,1.20,1.90,18.00,0.86,1.23,43.83,64.26,4.95,4.35,104.19,131.10,102.60,0.30,2.00,74.77
7.00,17.90,23.80,16.50,4.50,4.20,7.40,12.29,19.22,1.80,0.00,3.50,0.00,19.60,17.53,18.05,10.93,9.40,1.20,43.70,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,14.64,30.10,89.40,3.30,0.00,19.51,19.32,141.03,18.15,29.68,0.60,19.51,19.51,19.51,2.40,76.00,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,1.60,2.10,18.00,0.85,1.23,42.04,57.94,5.32,4.78,105.52,131.80,109.60,0.40,2.00,76.36
8.00,17.80,23.63,16.00,4.50,4.20,7.40,12.29,19.22,1.80,0.00,3.50,0.00,19.50,17.71,18.05,10.93,9.40,2.00,48.30,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,14.83,29.90,89.90,3.30,0.00,19.51,19.32,142.51,18.15,30.37,0.60,19.51,19.51,19.51,2.40,83.00,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,2.20,2.50,18.00,0.87,1.23,41.00,52.65,5.71,5.20,104.16,132.20,116.30,0.40,2.00,77.40
9.00,17.50,23.48,14.70,4.50,4.20,7.40,12.29,19.22,1.80,0.00,3.50,0.00,19.50,17.40,18.05,10.93,9.40,2.50,53.10,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,14.68,29.60,90.20,3.30,0.00,19.51,19.32,121.11,18.15,29.08,0.60,19.51,19.51,19.51,2.40,91.00,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,3.40,3.50,18.00,0.86,1.23,43.80,53.33,6.15,5.47,91.00,131.20,121.80,0.40,2.00,78.07
10.00,16.80,23.55,12.30,4.50,4.20,7.40,12.29,19.22,1.80,0.00,3.50,0.00,19.50,17.56,18.05,10.93,9.40,3.00,56.50,6.30,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,14.52,29.50,90.40,3.30,0.00,19.51,19.32,112.10,18.15,25.94,0.60,19.51,19.51,19.51,2.40,98.00,12.88,20.49,19.51,8.40,0.00,7.40,0.00,2.40,4.20,4.10,18.00,0.86,1.23,43.66,51.23,6.44,5.68,83.08,130.50,127.70,0.40,2.00,78.42
