"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,0.00,23.68,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,18.62,47.50,8.00,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,24.10,58.70,2.90,26.30,19.42,19.32,0.00,17.96,0.00,0.60,8.00,8.00,8.00,2.40,92.50,12.82,16.00,19.42,4.00,10.70,7.50,13.98,1.20,2.69,2.28,18.90,0.00,0.00,0.00,1.00,38.90,51.20,8.50,5.60,0.00,80.70,85.60,0.00,1.80,0.00,0.00
2.00,0.00,23.60,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,17.51,44.60,8.00,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,23.80,57.60,2.90,26.50,19.42,19.32,0.00,17.96,0.00,0.60,8.00,8.00,8.00,2.40,92.60,12.82,16.00,19.42,4.00,10.70,7.50,13.98,1.20,1.84,1.73,18.90,0.00,0.00,0.00,1.00,38.90,50.20,8.00,5.00,0.00,79.50,82.90,0.00,1.80,0.00,0.00
3.00,0.00,23.72,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,16.57,40.60,8.00,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,23.50,57.40,2.90,26.60,19.42,19.32,0.00,17.96,0.00,0.60,8.00,8.00,8.00,2.40,90.80,12.82,16.00,19.42,4.00,10.70,7.50,13.98,1.20,1.67,1.84,18.90,0.00,0.00,0.00,1.00,37.60,48.30,7.60,4.50,0.00,78.90,76.40,0.00,1.80,0.00,0.00
4.00,0.00,23.68,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,15.69,36.70,8.00,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,23.20,57.30,2.90,26.70,19.42,19.32,0.00,17.96,0.00,0.60,8.00,8.00,8.00,2.40,88.90,12.82,16.00,19.42,4.00,10.70,7.50,13.98,1.20,1.72,2.16,18.90,0.00,0.00,0.00,1.00,36.40,46.90,6.90,4.00,0.00,78.70,72.00,0.00,1.80,0.00,0.00
5.00,0.00,23.73,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,14.77,33.90,8.00,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,22.90,58.10,2.90,26.70,19.42,19.32,0.00,17.96,0.00,0.60,8.00,8.00,8.00,2.40,87.00,12.82,16.00,19.42,4.00,10.70,7.50,13.98,1.20,1.91,2.65,18.90,0.00,0.00,0.00,1.00,35.10,47.20,6.10,3.50,0.00,79.50,73.30,0.00,1.80,0.00,0.00
6.00,0.00,23.58,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,13.84,31.90,8.00,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,22.40,59.20,2.90,26.80,19.42,19.32,0.00,17.96,0.00,0.60,8.00,8.00,8.00,2.40,84.50,12.82,16.00,19.42,4.00,10.70,7.50,13.98,1.20,2.14,3.18,18.90,0.00,0.00,0.00,1.00,34.10,47.70,5.40,3.10,0.00,80.40,74.00,0.00,1.80,0.00,0.00
7.00,0.00,23.52,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,13.47,31.40,8.00,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,21.80,59.80,2.90,26.80,19.42,19.32,0.00,17.96,0.00,0.60,8.00,8.00,8.00,2.40,80.30,12.82,16.00,19.42,4.00,10.70,7.50,13.98,1.20,2.64,4.01,18.90,0.00,0.00,0.00,1.00,34.00,48.80,4.70,2.70,0.00,81.10,73.50,0.00,1.80,0.00,0.00
8.00,0.00,23.89,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,13.29,30.70,8.00,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,21.20,60.20,2.90,26.80,19.42,19.32,0.00,17.96,0.00,0.60,8.00,8.00,8.00,2.40,76.20,12.82,16.00,19.42,4.00,10.70,7.50,13.98,1.20,3.24,4.94,18.90,0.00,0.00,0.00,1.00,34.10,49.70,4.40,2.60,0.00,81.60,73.00,0.00,1.80,0.00,0.00
9.00,0.00,23.51,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,13.47,29.50,8.00,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,20.70,60.30,2.90,26.80,19.42,19.32,0.00,17.96,0.00,0.60,8.00,8.00,8.00,2.40,72.00,12.82,16.00,19.42,4.00,10.70,7.50,13.98,1.20,3.56,5.59,18.90,0.00,0.00,0.00,1.00,34.90,49.80,4.10,2.50,0.00,81.80,71.90,0.00,1.80,0.00,0.00
10.00,0.00,23.79,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,13.78,28.60,8.00,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,20.40,60.20,2.90,26.90,19.42,19.32,0.00,17.96,0.00,0.60,8.00,8.00,8.00,2.40,67.80,12.82,16.00,19.42,4.00,10.70,7.50,13.98,1.20,3.78,6.15,18.90,0.00,0.00,0.00,1.00,35.40,49.70,3.80,2.60,0.00,81.70,69.90,0.00,1.80,0.00,0.00
