"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.00,17.43,0.00,0.00,3.00,7.30,6.10,19.14,3.50,0.40,3.40,0.00,0.00,0.00,11.18,10.33,9.60,7.44,56.05,10.54,10.30,15.55,5.00,19.44,19.44,15.55,19.44,2.50,0.00,11.10,0.09,3.52,28.12,19.49,18.76,0.00,6.00,0.00,0.60,19.44,19.44,19.44,2.40,24.11,12.83,19.92,7.60,10.70,7.95,0.00,2.20,6.47,9.54,18.89,0.00,1.89,28.90,33.82,3.67,1.64,0.00,63.50,16.82,0.00,2.88,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00
2.00,0.00,17.33,0.00,0.00,3.00,7.30,6.10,19.14,3.50,0.40,3.40,0.00,0.00,0.00,11.18,11.19,9.60,6.88,54.35,10.53,10.30,15.55,5.00,19.44,19.44,15.55,19.44,2.50,0.00,11.20,0.75,3.52,28.12,19.49,18.76,0.00,6.00,0.00,0.60,19.44,19.44,19.44,2.40,19.08,12.83,19.92,7.60,10.70,7.95,0.00,2.20,6.35,9.50,18.90,0.00,1.89,29.20,33.82,3.67,1.64,0.00,56.59,12.10,0.00,2.84,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00
3.00,0.00,17.41,0.00,0.00,3.00,7.30,6.10,19.14,3.50,0.40,3.40,0.00,0.00,0.00,11.18,11.27,9.60,6.21,51.19,10.54,10.30,15.55,5.00,19.44,19.44,15.55,19.44,2.50,0.00,11.20,0.75,3.52,28.12,19.49,18.76,0.00,6.00,0.00,0.60,19.44,19.44,19.44,2.40,15.87,12.83,19.92,7.60,10.70,7.95,0.00,2.20,6.32,9.39,18.90,0.00,1.88,29.80,27.54,3.34,1.64,0.00,51.50,9.59,0.00,2.84,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00
4.00,0.00,17.37,0.00,0.00,3.00,7.30,6.10,19.14,3.50,0.40,3.40,0.00,0.00,0.00,11.18,11.29,9.60,5.97,49.46,7.80,10.30,15.55,5.00,19.44,19.44,15.55,19.44,2.50,0.00,10.70,2.78,3.52,28.12,19.49,18.76,0.00,6.00,0.00,0.60,19.44,19.44,19.44,2.40,15.67,12.83,19.92,7.60,10.70,7.95,0.00,2.20,5.96,9.31,18.90,0.00,1.88,30.50,27.54,3.34,1.64,0.00,50.11,10.14,0.00,2.76,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00
5.00,0.00,17.32,0.00,0.00,3.00,7.30,6.10,19.14,3.50,0.40,3.40,0.00,0.00,0.00,11.18,11.31,9.60,7.47,46.02,7.79,10.30,15.55,5.00,19.44,19.44,15.55,19.44,2.50,0.00,10.20,5.85,3.52,28.12,19.50,18.76,0.00,6.00,0.00,0.60,19.44,19.44,19.44,2.40,16.49,12.83,19.92,7.60,10.70,7.95,0.00,2.20,5.79,9.33,18.77,0.00,1.88,31.00,27.54,3.34,1.64,0.00,47.05,10.62,0.00,2.72,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00
6.00,0.00,17.35,0.00,0.00,3.00,7.30,6.10,19.14,3.50,0.40,3.40,0.00,0.00,0.00,11.18,11.28,9.60,7.66,45.38,7.77,10.30,15.55,5.00,19.44,19.44,15.55,19.44,2.50,0.00,9.90,9.60,3.52,28.12,19.48,18.76,0.00,6.00,0.00,0.60,19.44,19.44,19.44,2.40,21.02,12.83,19.92,7.60,10.70,7.95,0.00,2.20,5.73,9.15,18.96,0.00,1.88,31.20,27.54,3.34,1.64,0.00,43.99,14.73,0.00,2.68,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00
7.00,0.00,17.18,0.00,0.00,3.00,7.30,6.10,19.14,3.50,0.40,3.40,0.00,0.00,0.00,11.18,11.28,9.60,8.53,42.01,7.77,10.30,15.55,5.00,19.44,19.44,15.55,19.44,2.50,0.00,9.80,13.70,3.52,28.12,19.49,18.76,0.00,6.00,0.00,0.60,19.44,19.44,19.44,2.40,26.85,12.83,19.92,7.60,10.70,7.95,0.00,2.20,5.67,9.31,18.88,0.00,1.88,30.70,22.47,1.53,0.55,0.00,40.57,17.78,0.00,2.64,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00
8.00,0.00,17.29,0.00,0.00,3.00,7.30,6.10,19.14,3.50,0.40,3.40,0.00,0.00,0.00,11.18,11.28,9.60,9.58,40.48,7.78,10.30,15.55,5.00,19.44,19.44,15.55,19.44,2.50,0.00,9.50,17.79,3.52,28.12,19.49,18.76,0.00,6.00,0.00,0.60,19.44,19.44,19.44,2.40,28.22,12.83,19.92,7.60,10.70,7.95,0.00,2.20,5.91,9.42,18.89,0.00,1.88,30.10,22.47,1.53,0.55,0.00,34.76,22.88,0.00,2.60,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00
9.00,0.00,17.46,0.00,0.00,3.00,7.30,6.10,19.14,3.50,0.40,3.40,0.00,0.00,0.00,11.18,11.28,9.60,10.10,37.74,7.78,10.30,15.55,5.00,19.44,19.44,15.55,19.44,2.50,0.00,9.10,21.54,3.52,28.12,19.49,18.76,0.00,6.00,0.00,0.60,19.44,19.44,19.44,2.40,21.61,12.83,19.92,7.60,10.70,7.95,0.00,2.20,6.21,9.46,18.88,0.00,1.88,30.30,16.75,0.93,0.38,0.00,30.59,21.24,0.00,2.52,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00
10.00,0.00,17.48,0.00,0.00,3.00,7.30,6.10,19.14,3.50,0.40,3.40,0.00,0.00,0.00,11.18,11.28,9.60,11.45,36.11,7.78,10.30,15.55,5.00,19.44,19.44,15.55,19.44,2.50,0.00,9.50,24.61,3.52,28.12,19.49,18.76,0.00,6.00,0.00,0.60,19.44,19.44,19.44,2.40,17.15,12.83,20.41,7.60,10.70,7.95,0.00,2.20,6.36,9.28,18.88,0.00,1.88,30.80,16.75,0.93,0.38,0.00,27.38,18.40,0.00,2.48,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00
