"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.41,0.00,0.59,14.00,0.00,4.00,4.30,15.94,3.10,0.40,3.30,0.00,0.51,2.16,8.00,10.00,0.34,0.00,0.00,10.69,15.55,2.59,18.46,18.46,7.00,10.69,0.00,2.06,13.95,42.21,2.90,28.12,9.93,18.46,2.00,7.50,2.85,0.60,7.00,8.00,8.00,0.00,0.00,9.00,10.00,3.50,10.80,0.00,9.00,2.00,6.11,4.13,19.00,0.03,1.31,23.11,43.57,0.35,0.00,1.44,66.57,0.00,0.30,1.72,3.58,18.56,10.91,13.88,0.00,0.00,1.16,39.20
2.00,2.12,0.00,2.47,14.00,0.00,4.00,4.30,15.94,3.10,0.40,3.30,0.00,1.77,7.80,8.00,10.00,0.39,0.00,0.00,10.69,15.55,2.58,18.46,18.46,7.00,10.69,0.00,7.06,14.47,42.36,2.90,28.12,9.94,18.46,25.00,7.50,10.26,0.60,7.00,8.00,8.00,0.00,0.00,9.00,10.00,3.50,10.80,0.00,9.00,2.00,6.08,4.50,19.00,0.06,1.31,23.87,43.02,0.48,0.00,18.00,66.81,0.00,0.30,1.68,17.68,84.80,10.91,56.01,0.00,0.05,10.39,72.33
3.00,3.40,0.00,4.57,14.00,0.00,4.00,4.30,15.94,3.10,0.40,3.30,0.00,4.14,12.26,8.00,10.00,0.39,0.00,0.00,10.69,15.55,2.57,18.46,18.46,7.00,10.69,0.00,10.36,14.09,41.76,2.90,28.12,9.94,18.46,57.00,7.50,19.84,0.60,7.00,8.00,8.00,0.00,0.00,9.00,10.00,3.50,10.80,0.00,9.00,2.00,6.44,5.17,19.00,0.08,1.31,22.59,42.23,0.00,0.00,41.04,65.54,0.00,0.40,1.68,36.15,162.70,11.17,113.43,0.00,0.09,19.63,90.01
4.00,6.42,0.00,7.09,14.00,0.00,4.00,4.30,15.94,3.10,0.40,3.30,0.00,6.13,13.76,8.00,10.00,0.40,0.00,0.00,10.69,15.55,2.57,18.46,18.46,7.00,10.69,0.00,11.56,13.71,41.18,2.90,28.12,9.90,18.46,90.00,7.50,26.92,0.60,7.00,8.00,8.00,0.00,0.00,9.00,10.00,3.50,10.80,0.00,9.00,2.00,6.81,5.83,19.00,0.11,1.30,21.30,41.44,0.00,0.00,64.80,64.27,0.00,0.40,1.68,52.10,197.78,11.16,150.97,0.00,0.13,28.40,89.73
5.00,7.47,0.00,8.70,14.00,0.00,4.00,4.30,15.94,3.10,0.40,3.30,0.00,8.01,14.25,8.00,10.00,0.63,0.00,0.00,10.69,15.55,2.57,18.46,18.46,7.00,10.69,0.00,11.93,13.26,38.94,2.90,28.12,9.91,18.46,110.00,7.50,29.58,0.60,7.00,8.00,8.00,0.00,0.00,9.00,10.00,3.50,10.80,0.00,9.00,1.20,6.75,6.31,19.00,0.53,1.30,18.83,40.49,0.00,0.00,79.20,63.70,0.00,0.40,1.68,56.56,201.50,10.95,162.87,0.00,0.18,37.17,88.57
6.00,10.30,0.00,10.93,14.00,0.00,4.00,4.30,15.94,3.10,0.40,3.30,0.00,8.93,14.54,8.00,10.00,0.86,0.19,0.00,10.69,15.55,2.56,18.46,18.46,7.00,10.69,0.00,12.14,12.79,36.71,2.90,28.12,9.91,18.46,116.00,7.50,29.76,0.60,7.00,8.00,8.00,0.00,0.00,9.00,10.00,3.50,10.80,0.00,9.00,1.20,6.68,6.79,19.00,0.73,1.30,16.35,39.54,0.00,0.00,83.52,63.14,0.00,0.40,1.68,59.48,203.47,10.14,165.67,0.00,0.22,37.93,87.55
7.00,11.08,0.00,12.06,14.00,0.00,4.00,4.30,15.94,3.10,0.40,3.30,0.00,10.48,14.64,8.00,10.00,0.53,1.98,0.00,10.69,15.55,2.56,18.46,18.46,7.00,10.69,0.00,12.10,12.91,36.61,2.90,28.12,9.97,18.46,117.00,7.50,29.63,0.60,7.00,8.00,8.00,0.00,0.00,9.00,10.00,3.50,10.80,0.00,9.00,1.20,7.16,7.20,19.00,0.90,1.30,14.88,38.67,0.00,0.00,84.24,62.68,0.00,0.30,1.68,60.92,206.23,10.15,166.29,0.00,0.27,38.70,86.29
8.00,13.14,0.00,13.59,14.00,0.00,4.00,4.30,15.94,3.10,0.40,3.30,0.00,11.23,14.55,8.00,10.00,0.19,3.76,0.00,10.69,15.55,2.56,18.46,18.46,7.00,10.69,0.00,12.01,13.03,36.49,2.90,28.12,9.91,18.46,117.00,7.50,29.25,0.60,7.00,8.00,8.00,0.00,0.00,9.00,10.00,3.50,10.80,0.00,9.00,1.20,7.63,7.61,19.00,1.01,1.30,13.41,37.79,0.00,0.00,84.24,62.21,0.00,0.20,1.64,63.26,206.36,10.15,165.12,0.00,0.31,38.67,86.06
9.00,13.61,0.00,14.13,14.00,0.00,4.00,4.30,15.94,3.10,0.40,3.30,0.00,12.43,14.41,8.00,10.00,0.17,9.21,0.00,10.69,15.55,2.56,18.46,18.46,7.00,10.69,0.00,11.92,13.46,37.81,2.90,28.12,9.93,18.46,117.00,7.50,28.92,0.60,7.00,8.00,8.00,0.00,0.00,9.00,10.00,3.50,10.80,0.00,9.00,1.20,7.92,7.93,19.00,1.10,1.30,12.42,39.53,0.00,0.00,84.24,63.08,0.80,0.20,1.64,63.30,206.67,9.47,163.77,0.00,0.35,38.65,85.99
10.00,14.24,0.00,14.85,14.00,0.00,4.00,4.30,15.94,3.10,0.40,3.30,0.00,12.41,14.38,8.00,10.00,0.15,14.65,0.00,10.69,15.55,2.56,18.46,18.46,7.00,10.69,0.00,11.85,13.90,39.13,2.90,28.12,9.91,18.46,116.00,7.50,28.77,0.60,7.00,8.00,8.00,0.00,0.00,9.00,10.00,3.50,10.80,0.00,9.00,1.20,8.20,8.25,19.00,1.12,1.31,11.43,41.27,0.00,0.15,83.52,63.95,2.04,0.10,1.64,64.30,205.89,6.75,163.25,0.00,0.36,39.42,85.21
