"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,23.76,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,3.10,7.20,10.50,12.00,0.00,4.80,15.46,5.00,18.55,9.90,4.00,6.00,2.80,0.00,6.73,19.63,0.00,27.80,3.20,12.16,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,6.00,4.80,10.00,2.50,10.43,8.67,4.00,2.30,13.43,12.71,9.50,0.00,0.68,18.88,34.35,2.45,1.11,0.00,23.96,7.00,0.00,1.95,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,23.82,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,3.10,7.20,11.00,12.00,0.00,4.80,15.46,5.00,18.55,9.90,4.00,6.00,2.80,0.00,6.27,18.33,0.00,27.90,3.20,12.17,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,5.00,4.80,10.00,2.50,10.43,8.67,4.00,2.30,13.44,12.80,9.50,0.00,0.67,14.79,30.76,2.21,1.05,0.00,23.01,6.00,0.00,1.96,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,23.90,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,3.10,7.20,12.00,10.00,0.00,4.80,6.00,5.00,18.55,9.90,4.00,6.00,2.80,0.00,5.82,15.58,0.00,28.00,3.20,12.19,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,4.00,4.80,10.00,2.50,10.43,8.67,4.00,2.30,13.53,12.93,9.50,0.00,0.66,9.58,28.54,2.19,1.18,0.00,21.22,5.00,0.00,1.98,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,23.81,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,3.10,7.20,12.00,10.00,0.00,4.80,6.00,5.00,18.55,9.90,4.00,6.00,2.80,0.00,5.41,14.12,0.00,27.90,3.20,12.20,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,3.00,4.80,10.00,2.50,10.43,8.67,4.00,2.30,13.61,13.05,9.50,0.00,0.64,7.42,26.47,2.00,1.14,0.00,19.05,5.00,0.00,1.94,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,23.74,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,3.10,7.20,9.00,8.00,0.00,4.80,6.00,5.00,18.55,9.90,4.00,6.00,2.80,0.00,5.06,12.87,0.00,27.90,3.20,12.21,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,3.00,4.80,10.00,2.50,10.43,8.67,4.00,2.30,13.69,13.12,9.50,0.00,0.63,6.52,27.62,2.04,1.12,0.00,17.61,5.00,0.00,1.93,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,23.76,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,3.10,7.20,9.00,8.00,0.00,4.80,6.00,5.00,18.55,9.90,4.00,6.00,2.80,0.00,4.73,11.92,0.00,28.00,3.20,12.22,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,4.00,4.80,10.00,2.50,10.43,8.67,4.00,2.30,13.77,13.20,9.50,0.00,0.61,6.70,27.40,2.03,1.09,0.00,16.61,6.00,0.00,1.90,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,23.71,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,3.10,7.20,7.00,6.00,0.00,4.80,6.00,5.00,18.55,9.90,4.00,6.00,2.80,0.00,4.44,11.45,0.00,28.00,3.20,12.22,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,4.00,4.80,10.00,2.50,10.43,8.67,4.00,2.30,13.97,13.35,9.50,0.00,0.60,6.43,27.39,1.91,1.10,0.00,15.66,7.00,0.00,1.89,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,23.63,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,3.10,7.20,7.00,6.00,0.00,4.80,6.00,5.00,18.55,9.90,4.00,6.00,2.80,0.00,4.15,11.03,0.00,28.00,3.20,12.22,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,4.00,4.80,10.00,2.50,10.43,8.67,4.00,2.30,14.16,13.50,9.50,0.00,0.59,5.51,26.11,1.90,1.11,0.00,14.63,8.00,0.00,1.92,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,23.67,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,3.10,7.20,9.00,6.00,0.00,4.80,6.00,5.00,18.55,9.90,4.00,6.00,2.80,0.00,4.02,10.61,0.00,28.10,3.20,12.22,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,5.00,4.80,10.00,2.50,10.43,8.67,4.00,2.30,13.85,13.31,9.50,0.00,0.58,4.63,25.84,1.87,1.09,0.00,14.50,9.00,0.10,1.90,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,23.71,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,3.10,7.20,9.00,6.00,0.00,4.80,6.00,5.00,18.55,9.90,4.00,6.00,2.80,0.00,3.85,9.98,0.00,28.20,3.20,12.22,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,5.00,4.80,10.00,2.50,10.43,8.67,4.00,2.30,13.53,13.12,9.50,0.00,0.57,4.17,25.35,1.87,1.08,0.00,14.26,9.00,0.20,1.86,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.11
