"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","WAYRASOLAR"
1.00,10.46,17.53,11.57,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,7.62,16.83,0.00,6.60,6.40,24.61,67.91,3.60,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,13.07,20.32,61.22,2.00,26.26,3.50,11.13,131.00,14.49,31.94,0.60,2.90,3.30,3.40,2.30,78.64,5.40,4.00,1.80,10.43,7.60,3.50,1.15,14.89,13.92,9.45,1.00,0.40,75.29,80.79,11.78,9.00,94.32,55.71,88.37,0.00,1.39,71.90,231.63,10.63,160.40,12.14,0.41,43.21,70.68,10.22
2.00,7.09,17.46,9.16,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,7.62,16.82,0.00,6.60,6.40,24.84,67.48,3.60,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,13.01,21.14,65.69,2.00,26.12,3.50,11.15,132.00,14.49,31.59,0.60,2.90,3.30,3.40,2.30,85.05,5.40,4.00,1.80,10.43,7.60,3.50,1.15,14.54,13.78,9.45,0.93,0.40,79.57,85.62,12.75,9.60,95.04,61.08,95.25,0.00,1.44,70.80,231.13,10.63,153.95,12.14,0.41,42.51,65.43,10.29
3.00,6.05,17.32,7.59,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,3.90,16.66,0.00,6.60,6.40,24.67,66.89,3.60,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,12.81,21.82,67.48,2.00,26.21,3.50,11.16,128.00,14.49,29.57,0.60,2.90,3.30,3.40,2.30,93.81,5.40,4.00,1.80,10.43,7.60,3.50,1.15,15.33,14.23,9.45,0.78,0.40,85.43,92.22,13.58,10.00,92.16,68.39,104.74,0.00,1.52,67.90,227.77,10.63,143.95,12.14,0.38,41.53,58.41,10.50
4.00,4.01,17.24,5.44,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,3.90,16.07,3.10,6.60,6.40,24.51,66.31,3.60,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,12.19,22.50,69.27,2.00,26.35,3.50,11.16,115.00,14.49,23.13,0.60,2.90,3.30,3.40,2.30,103.35,5.40,4.00,1.80,10.43,7.60,3.50,1.15,16.12,14.69,9.45,0.57,0.41,91.82,99.42,14.41,10.50,82.80,76.34,115.09,0.00,1.60,56.00,218.51,10.63,122.84,12.14,0.33,40.42,50.55,9.89
5.00,2.74,17.38,3.50,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.47,14.68,3.10,6.60,6.40,24.71,66.11,3.60,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,10.87,23.11,70.70,2.00,26.46,3.50,11.15,92.00,14.49,13.64,0.60,2.90,3.30,3.40,2.30,112.11,5.40,4.00,1.80,10.43,7.60,3.50,1.15,15.80,14.60,9.45,0.49,0.41,97.68,106.03,14.50,10.70,66.24,83.64,124.58,0.00,1.70,34.00,180.73,10.63,78.53,12.14,0.25,26.69,32.47,5.25
6.00,1.59,17.19,1.65,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.47,10.26,3.10,6.60,6.40,24.91,65.92,3.60,3.15,7.00,5.00,9.50,18.55,3.00,4.50,2.80,5.66,23.73,72.13,2.00,26.71,3.50,11.14,57.00,14.49,5.10,0.60,2.90,3.30,3.40,2.30,118.52,5.40,4.00,1.80,10.43,7.60,3.50,1.15,15.47,14.51,9.45,0.34,0.41,101.97,110.86,14.58,10.80,41.04,89.01,131.46,0.00,1.81,12.70,99.30,10.63,32.68,12.14,0.16,9.89,14.16,1.23
7.00,0.82,17.00,0.50,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,2.74,3.10,10.24,6.40,24.32,65.61,6.40,3.15,7.00,5.00,9.50,18.55,3.00,4.50,2.80,0.83,24.21,72.48,2.00,26.99,3.50,11.12,14.00,14.49,0.68,0.60,2.90,3.30,3.40,2.30,118.75,5.40,4.00,1.80,10.43,7.60,3.50,1.15,15.03,14.34,9.45,0.12,0.42,102.41,111.12,14.58,10.80,10.08,90.08,129.98,0.00,1.90,1.80,25.43,10.63,6.46,12.14,0.06,0.09,3.39,0.70
8.00,0.00,16.90,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.07,3.10,11.01,6.40,23.74,65.30,8.00,3.15,15.46,5.00,9.50,18.55,3.00,4.50,2.80,0.03,24.70,72.83,2.00,27.22,3.50,11.12,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,119.26,5.40,4.00,1.80,10.43,7.60,3.50,2.30,14.59,14.17,9.45,0.06,0.42,103.40,111.67,14.58,10.70,0.00,92.42,126.73,0.00,1.94,0.00,1.00,10.63,0.00,12.14,0.03,0.00,0.00,0.67
9.00,0.00,17.00,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,9.76,6.40,22.73,62.68,8.00,3.15,15.46,5.00,9.50,18.55,3.00,4.50,2.80,0.00,25.10,73.08,2.00,27.44,3.50,11.10,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,119.77,5.40,4.00,1.80,10.43,7.60,3.50,2.30,12.73,12.55,9.45,0.00,0.42,104.38,112.23,14.66,10.50,0.00,94.76,123.48,0.00,1.96,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.14
10.00,0.00,16.92,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,10.14,6.40,21.71,60.07,8.00,3.15,15.46,5.00,9.50,18.55,3.00,4.50,2.80,0.00,25.50,73.32,2.00,27.62,3.50,11.09,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,120.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,10.87,10.93,9.45,0.00,0.42,104.83,112.49,14.74,10.40,0.00,95.83,122.00,0.00,1.97,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
11.00,0.00,15.83,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,11.01,6.40,21.45,58.67,8.10,3.15,15.46,5.00,9.50,18.55,3.00,4.50,2.80,0.00,25.54,73.64,2.00,27.71,3.50,11.09,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,118.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,11.26,11.49,9.45,0.00,0.42,103.65,112.20,14.54,10.00,0.00,96.30,118.00,0.00,1.96,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
12.00,0.00,14.95,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,11.50,6.40,21.19,57.26,8.00,3.15,15.46,5.00,9.50,18.55,3.00,4.50,2.80,0.00,25.57,73.95,2.00,27.70,3.50,11.08,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,113.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,11.65,12.05,9.45,0.00,0.41,102.48,111.92,14.35,9.60,0.00,96.76,114.00,0.00,1.94,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
13.00,0.00,17.41,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,11.50,6.40,21.26,56.24,8.00,3.15,15.46,5.00,9.50,18.55,3.00,4.50,2.80,0.00,25.56,73.96,2.00,27.75,3.50,11.07,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,109.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,11.74,12.18,9.45,0.00,0.41,101.06,110.86,14.15,9.10,0.00,96.63,111.00,0.00,1.91,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
14.00,0.00,14.82,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,11.50,6.40,21.33,55.22,8.00,3.15,15.46,5.00,9.50,18.55,3.00,4.50,2.80,0.00,25.54,73.96,2.00,27.85,3.50,11.07,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,104.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,11.83,12.31,9.45,0.00,0.41,99.64,109.81,13.96,8.50,0.00,96.50,109.00,0.00,1.88,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
15.00,0.00,17.17,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,11.50,6.40,21.50,53.22,8.00,3.15,15.46,5.00,9.50,18.55,3.00,4.50,2.80,0.00,25.55,74.56,2.00,27.96,3.50,11.07,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,101.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,11.91,12.41,9.45,0.00,0.41,98.83,108.57,13.82,8.40,0.00,96.95,108.00,0.00,1.84,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
16.00,0.00,17.15,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,11.50,6.40,21.67,51.22,8.00,3.15,15.46,5.00,9.50,18.55,3.00,4.50,2.80,0.00,25.56,75.16,2.00,28.04,3.50,11.08,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,99.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,12.00,12.51,9.45,0.00,0.41,98.03,107.33,13.67,8.20,0.00,97.39,107.00,0.00,1.80,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
