"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,1.50,23.28,3.63,14.00,4.20,0.00,8.00,18.62,1.78,0.40,2.70,14.00,9.75,7.19,17.01,0.00,8.00,6.01,9.72,8.00,10.67,13.41,5.00,18.70,18.70,18.89,18.89,1.40,8.06,6.66,17.11,3.51,25.30,18.89,17.94,57.70,17.42,13.94,0.60,18.89,18.89,18.89,1.20,0.00,12.47,18.89,8.00,10.70,7.73,20.00,2.40,4.40,0.68,18.90,0.05,2.00,8.00,11.47,0.40,0.40,24.50,26.40,0.00,0.00,2.00,38.34,83.60,11.00,15.50,22.00,0.06,17.70
2.00,3.78,23.19,5.44,14.00,4.20,0.00,8.00,18.62,1.78,0.40,2.70,14.00,13.88,9.19,17.01,0.00,8.00,6.10,9.10,8.00,10.67,13.41,5.00,18.70,18.70,18.89,18.89,1.40,10.00,6.54,17.61,3.51,25.10,18.89,17.94,80.40,17.42,16.81,0.60,18.89,18.89,18.89,1.20,0.00,12.47,18.89,8.00,10.70,7.73,20.00,2.40,5.50,0.68,18.90,0.08,2.00,7.80,11.41,0.50,0.53,42.60,30.20,0.00,0.00,2.00,48.95,136.00,11.00,55.50,22.00,0.10,21.35
3.00,6.21,23.32,7.46,14.00,4.20,0.00,8.00,18.62,1.78,0.40,2.70,14.00,16.64,11.83,17.01,0.00,8.00,6.20,8.64,8.00,10.67,13.41,5.00,18.70,18.70,18.89,18.89,1.40,11.69,6.54,18.36,3.51,25.20,18.89,17.94,94.10,17.42,19.68,0.60,18.89,18.89,18.89,1.20,0.00,12.47,18.89,8.00,10.70,7.73,20.00,2.40,6.30,1.66,18.90,0.37,2.00,8.30,12.43,0.90,0.70,58.80,33.60,0.00,0.10,2.00,59.31,169.90,11.00,85.50,22.00,0.14,24.99
4.00,8.73,23.16,9.64,14.00,4.20,0.00,8.00,18.62,1.78,0.40,2.70,14.00,17.87,13.12,17.01,0.00,8.00,6.30,8.62,8.00,10.67,13.41,5.00,18.70,18.70,18.89,18.89,1.40,12.54,6.90,19.82,3.51,24.90,18.89,17.94,100.80,17.42,21.09,0.60,18.89,18.89,18.89,1.20,0.00,12.47,18.89,8.00,10.70,7.73,20.00,2.40,7.10,3.16,18.90,0.50,2.00,9.90,16.63,1.40,1.00,69.20,36.50,0.00,0.20,2.00,65.64,197.10,11.00,125.50,22.00,0.18,26.78
5.00,11.04,23.25,11.15,14.00,4.20,0.00,8.00,18.62,1.78,0.40,2.70,14.00,18.03,13.13,17.01,0.00,8.00,6.23,9.15,8.00,10.67,13.41,5.00,18.70,18.70,18.89,18.89,1.40,12.92,7.16,21.74,3.51,24.60,18.89,17.94,103.90,17.42,22.50,0.60,18.89,18.89,18.89,1.20,0.00,12.47,18.89,8.00,10.70,7.73,20.00,2.40,7.80,3.16,18.90,0.62,2.00,15.20,20.89,2.50,1.37,74.20,38.40,0.00,0.20,2.00,68.84,212.90,11.00,135.50,22.00,0.21,28.58
6.00,12.89,23.30,12.19,14.00,4.20,0.00,8.00,18.62,1.78,0.40,2.70,14.00,18.06,13.48,17.01,0.00,8.00,5.63,11.30,8.00,10.67,13.41,5.00,18.70,18.70,18.89,18.89,1.40,13.11,7.14,25.07,3.51,24.50,18.89,17.94,105.40,17.42,19.35,0.60,18.89,18.89,18.89,1.20,0.00,12.47,18.89,8.00,10.70,7.73,20.00,2.40,8.50,5.27,18.90,0.70,2.00,20.70,25.29,3.50,1.94,76.60,40.40,0.00,0.30,2.00,71.31,225.00,11.00,155.55,22.00,0.24,24.57
7.00,14.30,23.28,12.66,14.00,4.20,0.00,8.00,18.62,1.78,0.40,2.70,14.00,18.36,14.22,17.01,0.00,8.00,5.31,13.71,8.00,10.67,13.41,5.00,18.70,18.70,18.89,18.89,1.40,13.16,7.24,27.64,3.51,24.60,18.89,17.94,105.00,17.42,19.02,0.60,18.89,18.89,18.89,1.20,1.25,12.47,18.89,8.00,10.70,7.73,20.00,2.40,9.20,8.00,18.90,0.76,2.00,26.80,29.34,4.20,2.45,78.40,42.40,1.10,0.30,2.00,72.39,230.80,11.00,155.50,22.00,0.27,24.16
8.00,15.16,23.35,12.70,14.00,4.20,0.00,8.00,18.62,1.78,0.40,2.70,14.00,18.75,14.71,17.01,0.00,8.00,5.80,16.94,8.00,10.67,13.41,5.00,18.70,18.70,18.89,18.89,1.40,12.90,7.71,27.88,3.51,24.40,18.89,17.94,102.30,17.42,20.62,0.60,18.89,18.89,18.89,1.20,6.56,12.47,18.89,8.00,10.70,7.73,20.00,2.40,9.80,8.00,18.90,0.78,2.00,31.90,32.36,4.70,2.76,79.10,44.20,10.25,0.30,2.00,71.73,229.10,11.00,145.50,22.00,0.29,26.19
9.00,15.32,23.15,11.73,14.00,4.20,0.00,8.00,18.62,1.78,0.40,2.70,14.00,18.95,15.00,17.01,0.00,8.00,6.38,19.95,8.00,10.67,13.41,5.00,18.70,18.70,18.89,18.89,1.40,11.79,8.16,28.14,3.51,24.10,18.89,17.94,88.40,17.42,18.75,0.60,18.89,18.89,18.89,1.20,15.50,12.47,18.89,8.00,10.70,7.73,20.00,2.40,10.30,8.00,18.90,0.77,2.00,33.50,36.39,4.70,3.03,77.90,46.10,20.25,0.40,2.00,66.69,222.10,11.00,139.52,22.00,0.31,23.81
10.00,15.87,23.31,9.72,14.00,4.20,0.00,8.00,18.62,1.78,0.40,2.70,14.00,18.80,14.95,17.01,0.00,8.00,7.17,22.34,8.00,10.67,13.41,5.00,18.70,18.70,18.89,18.89,1.40,11.07,8.62,28.45,3.51,24.30,18.89,17.94,62.40,17.42,14.57,0.60,18.89,18.89,18.89,1.20,35.60,12.47,18.89,8.00,10.70,7.73,20.00,2.40,10.70,8.00,18.90,0.78,2.00,36.90,53.45,5.00,3.19,69.80,47.60,35.50,0.40,2.00,58.55,203.10,11.00,139.46,22.00,0.31,18.50
