"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,3.40,22.62,8.90,0.00,4.20,7.60,11.36,9.20,3.60,0.00,3.50,0.00,13.50,12.10,16.65,11.17,2.80,7.00,52.30,8.09,4.30,4.00,4.30,19.39,19.39,13.71,17.63,2.80,10.30,18.70,37.40,3.60,0.00,19.59,19.10,104.20,18.32,31.50,0.60,15.67,16.16,9.99,2.40,30.90,12.93,19.59,19.59,8.40,10.70,0.00,17.63,2.40,4.20,4.10,18.00,1.00,1.67,0.75,1.23,46.80,64.40,6.30,4.60,72.80,84.10,40.60,0.20,2.00,80.00
2.00,3.70,22.50,4.20,0.00,4.20,7.60,11.36,9.20,3.60,0.00,3.50,0.00,10.30,11.30,16.65,11.17,2.80,7.90,52.70,8.10,4.30,4.00,4.30,19.39,19.39,13.71,17.63,2.80,9.30,18.60,36.00,3.60,0.00,19.59,19.10,103.20,18.32,28.80,0.60,15.67,16.16,9.99,2.40,40.00,12.93,19.59,19.59,8.40,10.70,0.00,17.63,2.40,4.60,3.81,18.00,1.00,1.67,0.70,1.23,43.80,61.40,5.80,4.30,66.50,83.90,51.50,0.10,2.00,77.39
3.00,0.90,22.53,0.80,0.00,4.20,7.60,11.36,9.20,3.60,0.00,3.50,0.00,8.10,10.30,16.65,11.17,2.80,8.90,53.60,8.06,4.30,4.00,4.30,19.39,19.39,13.71,17.63,2.80,8.10,18.60,44.90,3.60,0.00,19.59,19.10,88.50,18.32,23.60,0.60,15.67,16.16,9.99,2.40,48.00,12.93,19.59,19.59,8.40,10.70,0.00,17.63,2.40,5.00,3.55,18.00,1.00,1.67,0.59,1.23,39.90,57.50,4.90,3.80,55.00,83.70,59.30,0.10,2.00,72.10
4.00,0.10,22.59,0.00,0.00,4.20,7.60,11.36,9.20,3.60,0.00,3.50,0.00,4.20,9.20,16.65,11.17,2.80,10.10,53.50,8.06,4.30,4.00,4.30,19.39,19.39,13.71,17.63,2.80,6.00,18.50,43.30,3.60,0.00,19.59,19.10,55.50,18.32,16.00,0.60,15.67,16.16,9.99,2.40,53.70,12.93,19.59,19.59,8.40,10.70,0.00,17.63,2.40,5.00,3.40,18.00,1.00,1.67,0.43,1.23,36.60,59.00,4.10,3.40,36.90,82.30,63.00,0.10,2.00,64.53
5.00,0.00,22.74,0.00,0.00,4.20,7.60,11.36,9.20,3.60,0.00,3.50,0.00,1.50,6.60,16.65,11.17,2.80,11.50,50.20,8.06,4.30,4.00,4.30,19.39,19.39,13.71,17.63,2.80,2.90,18.10,45.20,3.60,0.00,19.59,19.10,20.50,18.32,8.70,0.60,15.67,16.16,9.99,2.40,53.50,12.93,19.59,19.59,8.40,10.70,0.00,17.63,2.40,5.00,3.23,18.00,1.00,1.67,0.37,1.23,45.00,61.90,3.70,3.10,26.70,80.30,54.80,0.10,2.00,53.66
6.00,0.00,22.43,0.00,0.00,4.20,7.60,11.36,9.20,3.60,0.00,3.50,0.00,0.30,2.50,16.65,11.36,2.80,12.00,47.10,8.06,4.30,10.77,4.30,19.39,19.39,13.71,17.63,2.80,0.50,17.70,57.60,3.60,0.00,19.59,19.10,11.20,18.32,3.60,0.60,15.67,16.16,9.99,2.40,51.90,12.93,19.59,19.59,8.40,10.70,0.00,17.63,2.40,4.90,3.06,18.00,1.00,1.67,0.26,1.23,53.80,65.40,3.30,2.90,10.70,77.00,47.80,0.10,2.00,33.15
7.00,0.00,22.48,0.00,0.00,4.20,7.60,11.36,9.20,3.60,0.00,3.50,0.00,0.00,1.00,16.65,11.36,2.80,12.20,44.50,8.06,4.30,10.77,4.30,19.39,19.39,13.71,17.63,2.80,0.70,17.40,56.30,3.60,0.00,19.59,19.10,1.80,18.32,0.70,0.60,15.67,16.16,9.99,2.40,66.50,12.93,19.59,19.59,8.40,10.70,0.00,17.63,2.40,4.70,2.89,18.00,1.00,1.67,0.09,1.23,54.00,68.80,3.30,3.00,2.70,73.30,44.50,0.00,2.00,0.00
8.00,0.00,22.49,0.00,0.00,4.20,7.60,11.36,9.20,3.60,0.00,3.50,0.00,0.00,0.00,16.65,10.58,2.80,12.30,41.70,8.07,4.30,10.77,4.30,19.39,19.39,13.71,17.63,2.80,0.00,16.90,54.40,3.60,0.00,19.59,19.10,0.00,18.32,0.00,0.60,15.67,16.16,9.99,2.40,60.20,12.93,19.59,19.59,8.40,10.70,0.00,17.63,2.40,4.50,2.72,18.00,1.00,1.67,0.04,1.23,58.30,70.20,3.30,2.90,0.00,66.90,39.50,0.00,2.00,0.00
9.00,0.00,22.08,0.00,0.00,4.20,7.60,11.36,9.20,3.60,0.00,3.50,0.00,0.00,0.00,16.65,10.00,2.80,12.40,38.80,8.07,4.30,10.77,4.30,19.39,19.39,13.71,17.63,2.80,0.00,15.90,51.10,3.60,0.00,19.59,19.10,0.00,18.32,0.00,0.60,15.67,16.16,9.99,2.40,72.20,12.93,19.59,19.59,8.40,10.70,0.00,17.63,2.40,4.10,2.54,18.00,1.00,1.67,0.00,1.23,55.20,66.10,2.90,2.30,0.00,59.60,30.60,0.00,2.00,0.00
10.00,0.00,22.29,0.00,0.00,4.20,7.60,11.36,9.20,3.60,0.00,3.50,0.00,0.00,0.00,16.65,10.00,2.80,12.30,35.80,8.07,4.30,10.77,4.30,19.39,19.39,13.71,17.63,2.80,0.00,14.90,47.70,3.60,0.00,19.59,19.10,0.00,18.32,0.00,0.60,15.67,16.16,9.99,2.40,64.70,12.93,19.59,19.59,8.40,10.70,0.00,17.63,2.40,3.50,2.31,18.00,1.00,1.67,0.00,1.23,52.50,62.50,2.60,1.80,0.00,54.60,22.40,0.00,2.00,0.00
