"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,67.98,29.81,66.81,649.93,210.41,7.71,5.19,87.98,18.70,0.59,23.04,50.36,7.12,3.82,112.87,44.13,76.04,24.87,90.00,15.26,6.88,61.38,0.00,6.39,0.00,27.97,3.90,7.83,0.00,0.00,53.17,52.32,0.00,20.73,0.00,175.41,0.00,0.00,0.00,0.00,42.43,38.90,32.03,0.00,0.00,0.00,20.73,20.73,0.00,92.18,47.30,6.10,0.00,20.70,0.00,5.06
2.00,70.21,29.81,66.81,649.93,210.41,7.71,5.19,87.98,18.70,0.59,23.04,50.36,7.12,3.82,112.87,49.09,76.04,19.30,90.00,15.26,6.88,61.38,0.00,6.39,0.00,66.13,3.90,16.61,0.00,0.00,40.85,40.79,20.73,20.73,0.00,196.19,0.00,0.00,0.00,52.85,44.94,42.02,32.03,30.52,30.41,0.00,35.32,20.73,0.00,95.14,54.00,6.10,0.00,21.99,0.00,5.06
3.00,69.15,29.81,66.81,649.93,210.41,7.71,5.19,87.98,18.70,0.59,23.04,50.36,7.12,3.82,112.87,50.37,76.04,22.53,90.00,15.26,6.88,61.38,16.00,6.39,0.00,69.08,3.90,17.29,0.00,0.00,20.73,59.90,60.87,20.73,92.63,146.31,0.00,0.00,0.00,61.84,43.93,40.76,32.03,22.27,22.20,0.00,28.02,28.02,91.50,109.69,56.26,6.10,0.00,21.99,0.00,5.06
4.00,69.27,29.81,66.81,649.93,210.41,7.71,5.19,87.98,18.70,0.59,23.04,50.36,7.12,3.82,112.87,52.06,76.04,45.00,90.00,15.26,6.88,61.38,16.00,6.39,0.00,77.17,3.90,19.15,0.00,0.00,26.94,66.77,67.55,20.73,119.12,137.74,0.00,0.00,0.00,61.84,45.50,42.71,32.03,28.04,27.93,0.00,20.73,34.02,57.36,109.69,58.33,6.10,0.00,21.99,0.00,5.06
5.00,70.49,29.81,66.81,649.93,210.41,7.71,5.19,87.98,18.70,0.59,23.04,50.36,7.12,3.82,112.87,52.01,76.04,45.00,90.00,15.26,6.88,61.38,16.00,6.39,0.00,79.46,3.90,19.68,0.00,0.00,46.16,0.00,20.73,46.16,125.31,139.72,0.00,0.00,0.00,64.68,43.07,43.23,32.03,0.00,30.41,0.00,20.73,57.29,20.73,103.84,54.02,6.10,0.00,21.99,0.00,5.06
6.00,69.11,29.81,66.81,649.93,210.41,7.71,5.19,87.98,18.70,0.59,23.04,50.36,7.12,3.82,112.87,51.39,76.04,28.39,90.00,15.26,6.88,61.38,16.00,6.39,0.00,73.90,3.90,18.40,0.00,0.00,38.70,0.00,67.55,38.70,124.35,126.39,0.00,0.00,0.00,0.00,42.50,39.00,32.03,0.00,30.41,0.00,65.91,20.73,20.73,87.61,52.51,6.10,0.00,20.70,0.00,5.06
7.00,68.23,29.81,66.81,649.93,210.41,7.71,5.19,87.98,18.70,0.59,23.04,50.36,7.12,3.82,112.87,50.44,76.04,27.28,90.00,15.26,6.88,61.38,16.00,6.39,0.00,77.64,3.90,19.26,0.00,0.00,23.26,0.00,66.14,50.92,142.35,118.93,0.00,0.00,0.00,0.00,44.84,41.90,32.03,0.00,30.41,0.00,73.59,0.00,90.95,59.86,52.76,6.10,0.00,21.99,0.00,5.06
8.00,63.68,29.81,66.81,649.93,210.41,7.71,5.19,87.98,18.70,0.59,23.04,50.36,7.12,3.82,112.87,47.02,76.04,22.36,90.00,15.26,6.88,61.38,36.00,6.39,0.00,79.46,3.90,19.68,0.00,0.00,67.18,0.00,52.04,20.73,66.84,193.73,0.00,0.00,0.00,0.00,66.24,0.00,32.03,0.00,30.41,0.00,61.51,0.00,103.65,26.94,50.42,6.10,0.00,11.01,10.98,5.06
9.00,72.37,29.81,66.81,649.93,210.41,7.71,5.19,87.98,18.70,0.59,23.04,50.36,7.12,3.82,112.87,44.15,76.04,29.82,90.00,15.26,6.88,61.38,36.00,6.39,0.00,75.40,3.90,18.74,0.00,0.00,42.02,0.00,63.09,0.00,88.54,152.55,0.00,0.00,0.00,0.00,49.27,47.38,32.03,0.00,30.41,0.00,46.02,23.50,40.37,72.30,50.96,6.10,20.30,21.99,0.00,5.06
10.00,72.37,29.81,66.81,649.93,210.41,7.71,5.19,87.98,18.70,0.59,23.04,50.36,7.12,3.82,112.87,42.82,76.04,11.64,90.00,15.26,6.88,61.38,36.00,6.39,0.00,46.11,3.90,12.00,0.00,0.00,45.62,0.00,64.06,0.00,66.84,174.16,0.00,0.00,0.00,52.85,45.24,42.40,32.03,0.00,27.75,0.00,35.28,35.28,20.73,20.73,44.41,6.10,20.30,0.00,21.82,5.06
