"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CT AGROLMOS"
1.00,0.00,19.76,0.00,0.00,2.90,7.70,2.80,7.30,1.80,0.40,3.50,19.00,0.00,0.00,4.00,0.00,7.00,10.67,13.53,8.10,5.00,10.00,4.40,18.45,16.02,7.00,10.00,2.80,0.00,9.96,22.88,2.20,27.30,4.20,11.65,0.00,17.86,0.00,0.60,5.00,5.50,6.00,2.40,6.00,7.50,8.00,19.42,2.50,10.70,7.37,0.00,2.40,1.66,3.16,20.00,0.00,0.00,0.00,1.00,24.51,48.05,1.69,0.92,0.00,40.87,4.00,0.00,1.56,0.00,0.00,0.00,0.00,15.00
2.00,0.00,19.97,0.00,0.00,2.90,7.70,2.80,7.30,1.80,0.40,3.50,19.00,0.00,0.00,4.00,0.00,7.00,10.52,12.52,8.10,5.00,10.00,4.40,18.45,16.02,7.00,10.00,2.80,0.00,9.50,21.97,2.20,27.30,4.20,11.65,0.00,17.86,0.00,0.60,5.00,5.50,6.00,2.40,5.00,7.50,8.00,19.42,2.50,10.70,7.37,0.00,2.40,7.85,12.14,20.00,0.00,0.00,0.00,1.00,23.26,45.66,1.48,0.80,0.00,38.22,4.00,0.00,1.48,0.00,0.00,0.00,0.00,15.00
3.00,0.00,20.23,0.00,0.00,2.90,7.70,2.80,7.30,1.80,0.40,3.50,19.00,0.00,0.00,4.00,0.00,7.00,10.08,11.66,8.10,5.00,10.00,4.40,18.45,16.02,7.00,10.00,2.80,0.00,9.17,21.32,2.20,27.30,4.20,11.65,0.00,17.86,0.00,0.60,5.00,5.50,6.00,2.40,5.00,7.50,8.00,19.42,2.50,10.70,7.37,0.00,2.40,7.81,11.87,20.00,0.00,0.00,0.00,1.00,21.36,41.99,1.22,0.68,0.00,35.57,4.00,0.00,1.44,0.00,0.00,0.00,0.00,15.00
4.00,0.00,20.49,0.00,0.00,2.90,7.70,2.80,7.30,1.80,0.40,3.50,19.00,0.00,0.00,4.00,0.00,7.00,9.73,11.78,8.10,5.00,10.00,4.40,18.45,16.02,7.00,10.00,2.80,0.00,8.96,20.91,2.20,27.20,4.20,11.65,0.00,17.86,0.00,0.60,5.00,5.50,6.00,2.40,5.00,7.50,8.00,19.42,2.50,10.70,7.37,0.00,2.40,7.76,11.68,20.00,0.00,0.00,0.00,1.00,19.14,37.95,0.95,0.48,0.00,33.47,3.00,0.00,1.44,0.00,0.00,0.00,0.00,15.00
5.00,0.00,20.73,0.00,0.00,2.90,7.70,2.80,7.30,1.80,0.40,3.50,19.00,0.00,0.00,4.00,0.00,7.00,9.42,12.22,8.10,5.00,10.00,4.40,18.45,16.02,7.00,10.00,2.80,0.00,8.75,20.24,2.20,27.20,4.20,11.65,0.00,17.86,0.00,0.60,5.00,5.50,6.00,2.40,5.00,7.50,8.00,19.42,2.50,10.70,7.37,0.00,2.40,7.68,11.42,20.00,0.00,0.00,0.00,1.00,16.82,33.78,0.67,0.26,0.00,31.37,3.00,0.00,1.40,0.00,0.00,0.00,0.00,15.00
6.00,0.00,21.01,0.00,0.00,2.90,7.70,2.80,7.30,1.80,0.40,3.50,19.00,0.00,0.00,4.00,0.00,7.00,9.61,12.38,8.10,5.00,10.00,4.40,18.45,16.02,7.00,10.00,2.80,0.00,8.53,19.31,2.20,27.30,4.20,11.65,0.00,17.86,0.00,0.60,5.00,5.50,6.00,2.40,4.00,7.50,8.00,19.42,2.50,10.70,7.37,0.00,2.40,7.57,11.14,20.00,0.00,0.00,0.00,1.00,14.39,30.81,0.53,0.18,0.00,30.02,3.00,0.00,1.36,0.00,0.00,0.00,0.00,15.00
7.00,0.00,21.06,0.00,0.00,2.90,7.70,2.80,7.30,1.80,0.40,3.50,19.00,0.00,0.00,4.00,0.00,7.00,9.98,12.44,8.10,5.00,10.00,4.40,18.45,16.02,7.00,10.00,2.80,0.00,8.35,18.62,2.20,27.30,4.20,11.65,0.00,17.86,0.00,0.60,5.00,5.50,6.00,2.40,3.00,7.50,8.00,19.42,2.50,10.70,7.37,0.00,2.40,7.50,10.94,20.00,0.00,0.00,0.00,1.00,11.92,28.24,0.44,0.14,0.00,28.66,2.00,0.00,1.36,0.00,0.00,0.00,0.00,15.00
8.00,0.00,20.89,0.00,0.00,2.90,7.70,2.80,7.30,1.80,0.40,3.50,19.00,0.00,0.00,4.00,0.00,7.00,10.56,11.80,8.00,5.00,10.00,4.40,18.45,16.02,7.00,10.00,2.80,0.00,8.22,18.16,2.20,27.30,4.20,11.65,0.00,17.86,0.00,0.60,5.00,5.50,6.00,2.40,3.00,7.50,8.00,19.42,2.50,10.70,7.37,0.00,2.40,7.43,10.76,20.00,0.00,0.00,0.00,1.00,9.71,25.04,0.34,0.11,0.00,27.42,2.00,0.00,1.36,0.00,0.00,0.00,0.00,15.00
9.00,0.00,20.75,0.00,0.00,2.90,7.70,2.80,7.30,1.80,0.40,3.50,19.00,0.00,0.00,4.00,0.00,7.00,11.22,10.92,8.10,5.00,10.00,4.40,18.45,16.02,7.00,10.00,2.80,0.00,8.00,17.71,2.20,27.30,4.20,11.65,0.00,17.86,0.00,0.60,5.00,5.50,6.00,2.40,3.00,7.50,8.00,19.42,2.50,10.70,7.37,0.00,2.40,7.34,10.76,20.00,0.00,0.00,0.00,1.00,7.58,21.63,0.23,0.09,0.00,26.17,2.00,0.00,1.32,0.00,0.00,0.00,0.00,15.00
10.00,0.00,21.15,0.00,0.00,2.90,7.70,2.80,7.30,1.80,0.40,3.50,19.00,0.00,0.00,4.00,0.00,7.00,11.84,10.95,8.10,5.00,10.00,4.40,18.45,16.02,7.00,10.00,2.80,0.00,7.71,17.26,2.20,27.30,4.20,11.65,0.00,17.86,0.00,0.60,5.00,5.50,6.00,2.40,3.00,7.50,8.00,19.42,2.50,10.70,7.37,0.00,2.40,7.25,10.83,20.00,0.00,0.00,0.00,1.00,6.54,19.02,0.16,0.07,0.00,24.84,1.00,0.00,1.28,0.00,0.00,0.00,0.00,15.00
