"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,13.45,23.44,8.22,17.00,2.90,0.00,5.20,18.83,1.50,0.00,3.50,0.00,13.20,14.70,11.65,0.00,5.60,22.32,54.46,3.80,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,11.59,23.86,60.20,3.00,26.10,19.42,19.13,107.73,17.96,25.00,0.60,9.00,9.00,9.00,1.20,84.00,11.65,15.53,19.42,6.00,10.60,7.96,16.50,1.20,15.38,16.62,18.90,0.00,0.00,1.12,1.00,89.70,85.50,10.90,9.50,80.48,105.41,86.30,0.30,2.00,67.32,212.80
2.00,13.03,23.56,7.33,17.00,2.90,0.00,5.20,18.83,1.50,0.00,3.50,0.00,12.40,14.60,11.65,0.00,5.60,22.94,54.41,3.80,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,11.47,24.33,61.10,3.00,26.00,19.42,19.13,109.03,17.96,25.10,0.60,9.00,9.00,9.00,1.20,93.00,11.65,15.53,19.42,6.00,10.60,7.96,16.50,1.20,15.36,16.64,18.90,0.00,0.00,0.95,1.00,91.60,86.90,11.40,10.00,80.72,107.44,96.30,0.20,2.00,66.71,206.80
3.00,12.53,23.56,6.34,17.00,2.90,0.00,5.20,18.83,1.50,0.00,3.50,0.00,10.30,14.50,11.65,0.00,5.60,23.45,54.43,3.80,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,11.08,24.81,62.90,3.00,26.00,19.42,19.13,108.86,17.96,23.80,0.60,9.00,9.00,9.00,1.20,101.00,11.65,15.53,19.42,6.00,10.60,7.96,16.50,1.20,15.34,16.69,18.90,0.00,0.00,0.92,1.00,93.70,88.40,11.80,10.50,80.57,109.57,103.50,0.20,2.00,65.77,206.70
4.00,11.88,23.49,5.39,17.00,2.90,0.00,5.20,18.83,1.50,0.40,3.50,0.00,7.50,14.10,11.65,0.00,5.60,23.65,54.65,3.80,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,10.46,25.25,61.50,3.00,25.90,19.42,19.13,105.23,17.96,19.10,0.60,9.00,9.00,9.00,1.20,108.00,11.65,15.53,19.42,6.00,10.60,7.96,16.50,1.20,15.33,16.84,18.90,0.00,0.00,0.86,1.00,95.80,90.00,12.10,10.90,78.54,111.14,110.30,0.10,2.00,63.21,203.00
5.00,11.30,23.30,4.45,17.00,2.90,0.00,5.20,18.83,1.50,0.40,3.50,0.00,2.20,12.90,11.65,0.00,5.60,23.85,53.92,3.80,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,9.59,25.67,62.80,3.00,25.90,19.42,19.13,94.17,17.96,8.80,0.60,9.00,9.00,9.00,1.20,113.00,11.65,15.53,19.42,6.00,10.60,7.96,16.50,1.20,15.31,16.94,18.90,0.00,0.00,0.72,1.00,92.90,92.00,12.20,11.10,72.85,112.51,116.80,0.10,2.00,54.00,185.60
6.00,10.57,23.28,3.13,17.00,2.90,0.00,5.20,18.83,1.50,0.40,3.50,0.00,0.00,9.30,11.65,0.00,5.60,24.06,50.35,3.80,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,7.78,25.68,63.60,3.00,25.80,19.42,19.13,63.01,17.96,2.20,0.60,9.00,9.00,9.00,1.20,116.00,11.65,15.53,19.42,6.00,10.60,7.96,16.50,1.20,15.28,16.93,18.90,0.00,0.00,0.52,1.00,94.50,93.60,12.30,11.20,54.49,113.01,121.30,0.10,2.00,35.50,144.40
7.00,9.44,23.47,1.60,17.00,2.90,0.00,5.20,18.83,1.50,0.40,3.50,0.00,0.00,3.40,11.65,0.00,5.60,24.27,46.71,3.80,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,4.47,25.54,63.00,3.00,25.90,19.42,19.13,24.87,17.96,0.20,0.60,9.00,9.00,9.00,1.20,120.00,11.65,15.53,19.42,6.00,10.60,7.96,16.50,1.20,15.15,16.85,18.90,0.00,0.00,0.45,1.00,89.60,93.90,11.90,10.80,24.14,113.21,120.70,0.10,2.00,17.65,86.10
8.00,7.14,23.42,0.38,17.00,2.90,0.00,5.20,18.83,1.50,0.40,3.50,0.00,0.00,0.20,11.65,0.00,5.60,24.50,42.82,3.80,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,1.04,25.55,62.30,3.00,26.10,19.42,19.13,5.13,17.96,0.00,0.60,9.00,9.00,9.00,1.20,123.00,11.65,15.53,19.42,6.00,10.60,7.96,16.50,1.20,14.71,16.59,18.90,0.00,0.00,0.31,1.00,89.80,94.40,11.70,10.50,5.36,113.31,119.40,0.10,2.00,5.72,34.70
9.00,0.55,23.27,0.00,17.00,2.90,0.00,5.20,18.83,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,5.60,24.43,39.83,3.80,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,0.00,25.60,61.30,3.00,26.30,19.42,19.13,0.43,17.96,0.00,0.60,9.00,9.00,9.00,1.20,124.00,11.65,15.53,19.42,6.00,10.60,7.96,16.50,1.20,14.18,16.26,18.90,0.00,0.00,0.11,1.00,90.30,95.40,11.50,10.20,0.44,113.37,116.80,0.00,2.00,0.53,1.20
10.00,0.00,23.27,0.00,17.00,2.90,0.00,5.20,18.83,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,5.60,23.45,39.52,5.90,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,0.00,25.56,60.40,3.00,26.50,19.42,19.13,0.00,17.96,0.00,0.60,9.00,9.00,9.00,1.20,124.00,11.65,15.53,19.42,6.00,10.60,7.96,16.50,1.20,13.35,15.70,18.90,0.00,0.00,0.05,1.00,90.70,93.80,11.40,9.80,0.00,113.42,114.00,0.00,2.00,0.00,0.00
