"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,0.00,23.39,0.00,17.00,5.00,7.80,4.00,10.68,0.00,0.00,3.50,0.00,0.00,0.00,12.00,0.00,9.80,11.90,45.10,7.90,10.39,15.34,3.85,20.00,20.00,7.00,10.00,2.80,0.00,19.00,24.40,3.26,27.00,19.00,20.00,0.00,19.00,0.00,0.60,9.00,9.00,9.00,2.40,105.00,12.82,11.00,20.00,3.00,9.00,6.00,16.00,1.20,7.40,11.80,18.00,0.00,0.00,0.00,1.23,44.80,47.48,5.70,4.00,0.00,20.50,86.00,0.00,1.90,0.00,0.00
2.00,0.00,23.45,0.00,17.00,5.00,7.80,4.00,10.68,0.00,0.00,3.50,0.00,0.00,0.00,12.00,0.00,9.80,10.65,41.40,7.90,10.39,15.34,3.85,20.00,20.00,7.00,10.00,2.80,0.00,18.60,18.60,3.26,27.00,19.00,20.00,0.00,19.00,0.00,0.60,9.00,9.00,9.00,2.40,97.00,12.82,11.00,20.00,3.00,9.00,6.00,16.00,1.20,7.80,12.30,18.00,0.00,0.00,0.00,1.23,44.30,46.39,5.40,3.60,0.00,19.10,76.00,0.00,1.90,0.00,0.00
3.00,0.00,23.51,0.00,17.00,5.00,7.80,4.00,10.68,0.00,0.00,3.50,0.00,0.00,0.00,12.00,0.00,9.80,9.70,37.70,7.90,10.39,15.34,3.85,20.00,20.00,7.00,10.00,2.80,0.00,18.20,20.70,3.26,27.00,19.00,20.00,0.00,19.00,0.00,0.60,9.00,9.00,9.00,2.40,89.00,12.82,11.00,20.00,3.00,9.00,6.00,16.00,1.20,8.30,12.50,18.00,0.00,0.00,0.00,1.23,44.10,45.87,5.20,3.40,0.00,17.40,67.00,0.00,1.90,0.00,0.00
4.00,0.00,23.56,0.00,17.00,5.00,7.80,4.00,10.68,0.00,0.00,3.50,0.00,0.00,0.00,12.00,0.00,9.80,8.93,35.50,7.90,10.39,15.34,3.85,20.00,20.00,7.00,10.00,2.80,0.00,18.00,23.50,3.26,27.00,19.00,20.00,0.00,19.00,0.00,0.60,9.00,9.00,9.00,2.40,81.00,12.82,11.00,20.00,3.00,9.00,6.00,16.00,1.20,8.20,12.40,18.00,0.00,0.00,0.00,1.23,43.80,44.94,5.20,3.30,0.00,17.40,59.00,0.00,1.90,0.00,0.00
5.00,0.00,23.57,0.00,17.00,5.00,7.80,4.00,10.68,0.00,0.00,3.50,0.00,0.00,0.00,12.00,0.00,9.80,8.39,33.80,7.90,10.39,15.34,3.85,20.00,20.00,7.00,10.00,2.80,0.00,17.80,23.30,3.26,27.00,19.00,20.00,0.00,19.00,0.00,0.60,9.00,9.00,9.00,2.40,71.00,12.82,11.00,20.00,3.00,9.00,6.00,16.00,1.20,7.80,12.10,18.00,0.00,0.00,0.00,1.23,43.40,42.79,5.30,3.30,0.00,17.40,53.00,0.00,1.90,0.00,0.00
6.00,0.00,23.39,0.00,17.00,5.00,7.80,4.00,10.68,0.00,0.00,3.50,0.00,0.00,0.00,12.00,0.00,9.80,8.08,32.20,7.90,10.39,15.34,3.85,20.00,20.00,7.00,10.00,2.80,0.00,17.20,22.00,3.26,27.00,19.00,20.00,0.00,19.00,0.00,0.60,9.00,9.00,9.00,2.40,60.00,12.82,11.00,20.00,3.00,9.00,6.00,16.00,1.20,7.70,12.00,18.00,0.00,0.00,0.00,1.23,41.70,40.52,4.90,3.10,0.00,17.40,47.00,0.00,1.90,0.00,0.00
7.00,0.00,23.57,0.00,17.00,5.00,7.80,4.00,10.68,0.00,0.00,3.50,0.00,0.00,0.00,12.00,0.00,9.80,7.87,30.50,7.90,10.39,15.34,3.85,20.00,20.00,7.00,10.00,2.80,0.00,16.40,20.90,3.26,27.00,19.00,20.00,0.00,19.00,0.00,0.60,9.00,9.00,9.00,2.40,50.00,12.82,11.00,20.00,3.00,9.00,6.00,16.00,1.20,7.60,11.90,18.00,0.00,0.00,0.00,1.23,39.40,37.88,4.40,2.80,0.00,17.40,41.00,0.00,1.90,0.00,0.00
8.00,0.00,23.37,0.00,17.00,5.00,7.80,4.00,10.68,0.00,0.00,3.50,0.00,0.00,0.00,12.00,0.00,9.80,7.63,28.90,7.90,10.39,15.34,3.85,20.00,20.00,7.00,10.00,2.80,0.00,15.60,19.70,3.26,27.00,19.00,20.00,0.00,19.00,0.00,0.60,9.00,9.00,9.00,2.40,41.00,12.82,11.00,20.00,3.00,9.00,6.00,16.00,1.20,7.60,11.80,18.00,0.00,0.00,0.00,1.23,36.30,35.07,3.40,2.50,0.00,17.40,34.00,0.00,1.90,0.00,0.00
9.00,0.00,23.43,0.00,17.00,5.00,7.80,4.00,10.68,0.00,0.00,3.50,0.00,0.00,0.00,12.00,0.00,9.80,7.65,27.30,7.90,10.39,15.34,3.85,20.00,20.00,7.00,10.00,2.80,0.00,14.60,18.50,3.26,27.00,19.00,20.00,0.00,19.00,0.00,0.60,9.00,9.00,9.00,2.40,33.00,12.82,11.00,20.00,3.00,9.00,6.00,16.00,1.20,7.70,11.80,18.00,0.00,0.00,0.00,1.23,32.90,31.74,2.30,2.30,0.00,17.40,27.00,0.00,1.90,0.00,0.00
10.00,0.00,23.41,0.00,17.00,5.00,7.80,4.00,10.68,0.00,0.00,3.50,0.00,0.00,0.00,12.00,0.00,9.80,8.05,24.90,7.90,10.39,15.34,3.85,20.00,20.00,7.00,10.00,2.80,0.00,13.50,20.70,3.26,27.00,19.00,20.00,0.00,19.00,0.00,0.60,9.00,9.00,9.00,2.40,26.00,12.82,11.00,20.00,3.00,9.00,6.00,16.00,1.20,7.40,11.50,18.00,0.00,0.00,0.00,1.23,28.60,28.17,1.70,1.60,0.00,17.40,21.00,0.00,1.90,0.00,0.00
