"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,76.86,29.95,65.06,643.66,209.39,8.26,2.03,102.47,19.19,3.75,25.03,11.19,135.19,0.00,6.80,3.73,163.91,110.11,83.08,44.06,18.00,217.94,15.00,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.43,8.22,209.57,217.07,22.14,0.00,22.14,61.63,179.18,197.14,179.17,5.67,74.91,51.46,53.55,50.26,47.88,30.67,30.56,30.55,56.00,84.00,87.63,110.22,146.00
2.00,76.86,29.95,65.06,643.66,209.39,8.26,2.03,102.47,19.19,3.75,25.03,11.19,135.19,0.00,6.80,3.73,163.91,110.11,83.08,44.06,18.00,217.94,15.00,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.43,8.22,214.49,206.82,22.06,0.00,22.06,56.11,179.18,197.14,179.17,5.67,74.91,51.46,53.55,50.25,47.88,30.67,30.56,30.55,56.00,84.00,87.63,110.22,146.00
3.00,76.86,29.95,65.06,643.66,209.39,8.26,2.03,102.47,19.19,3.75,25.03,11.19,135.19,0.00,6.80,3.73,163.91,110.11,83.08,44.06,18.00,217.94,15.00,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.43,8.22,201.24,208.19,56.30,0.00,21.97,21.97,179.18,174.53,179.17,5.67,74.91,51.46,53.55,50.25,47.88,30.67,30.56,30.55,56.00,84.00,110.26,110.22,146.00
4.00,76.86,29.95,65.06,643.66,209.39,8.26,2.03,102.47,19.19,3.75,25.03,11.19,134.17,0.00,6.80,3.73,163.91,109.06,83.08,44.06,18.00,217.94,15.00,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.43,8.22,196.13,190.58,22.06,0.00,22.06,56.11,179.18,197.14,179.17,5.67,70.56,48.03,53.55,50.26,47.88,30.67,30.56,30.55,56.00,84.00,87.63,110.22,146.00
5.00,76.86,29.95,65.06,643.66,209.39,8.26,2.03,102.47,19.19,3.75,25.03,11.19,110.51,0.00,6.80,3.73,163.91,102.90,83.08,44.06,18.00,217.94,15.00,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.43,8.22,175.57,177.95,22.01,0.00,22.01,46.47,179.18,197.14,179.17,5.67,67.01,45.00,53.55,50.26,47.88,30.67,30.56,30.55,56.00,84.00,87.63,110.22,146.00
6.00,72.79,29.95,65.06,643.66,209.39,8.26,2.03,102.47,19.19,3.75,25.03,11.19,81.75,0.00,6.80,3.73,163.91,96.39,83.08,44.06,18.00,217.94,15.00,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.43,8.22,157.64,157.95,20.62,0.00,20.62,20.62,179.18,197.14,179.17,5.67,67.01,45.00,54.28,49.52,47.88,30.67,30.56,30.55,56.00,84.00,87.63,110.22,146.00
7.00,72.37,29.95,65.06,643.66,209.39,8.26,2.03,102.47,19.19,3.75,25.03,11.19,60.00,0.00,6.80,3.73,163.91,81.76,83.08,44.06,33.30,217.94,15.00,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.43,8.22,144.33,144.33,20.62,0.00,0.00,20.62,179.18,141.75,179.17,5.67,0.00,45.00,53.55,50.26,47.88,30.67,30.56,30.55,56.00,84.00,110.26,110.22,146.00
8.00,72.37,29.95,65.06,643.66,209.39,8.26,2.03,102.47,19.19,3.75,25.03,11.19,60.00,0.00,6.80,3.73,163.91,71.45,83.08,44.06,18.00,217.94,15.00,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.43,8.22,190.01,0.00,0.00,0.00,20.62,20.62,179.18,197.14,179.17,5.67,0.00,45.00,54.28,49.52,47.88,30.67,30.56,30.55,56.00,45.40,110.26,110.22,146.00
9.00,72.37,29.95,65.06,643.66,209.39,8.26,2.03,78.99,19.19,3.75,25.03,11.19,60.00,0.00,6.80,3.73,163.91,59.20,54.51,44.06,18.00,217.94,15.00,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.43,8.22,145.76,0.00,0.00,0.00,20.62,20.62,179.18,197.14,179.17,5.67,0.00,45.00,54.28,49.52,47.88,30.67,30.56,30.55,56.00,45.40,110.26,110.22,146.00
10.00,72.37,29.95,65.06,643.66,209.39,8.26,2.03,92.05,19.19,3.75,25.03,11.19,60.00,0.00,6.80,3.73,163.91,53.79,70.39,44.06,33.30,217.94,15.00,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.43,8.22,0.00,0.00,20.62,0.00,20.62,0.00,179.18,197.14,179.17,5.67,0.00,45.00,53.50,50.30,47.88,30.67,30.56,30.55,56.00,84.00,49.03,110.22,146.00
