"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,78.57,29.95,67.13,595.10,193.60,9.09,6.63,110.37,19.19,3.75,29.85,13.67,80.00,0.00,6.80,3.73,163.91,34.01,88.38,44.06,6.19,199.03,12.50,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.12,9.20,144.33,144.33,0.00,38.54,38.82,20.62,184.17,197.14,184.23,5.67,74.91,56.33,50.81,57.32,57.72,30.67,30.56,30.55,56.00,84.00,110.26,57.75,100.00
2.00,78.57,29.95,67.13,595.10,193.60,9.09,6.63,110.37,19.19,3.75,29.85,14.92,80.00,0.00,6.80,3.73,163.91,96.19,88.38,44.06,6.19,199.03,12.50,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.12,9.20,148.23,148.25,36.66,51.09,36.66,20.62,184.17,197.14,184.23,5.67,74.91,76.30,50.81,57.32,57.72,30.67,30.56,30.55,56.00,84.00,110.26,41.26,100.00
3.00,78.57,29.95,67.13,595.10,193.60,9.09,6.63,110.37,19.19,3.75,29.85,14.92,80.00,0.00,6.80,3.73,163.91,112.36,88.38,44.06,6.19,199.03,12.50,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.12,9.20,175.07,173.07,22.00,66.82,22.00,44.52,184.17,197.14,184.23,5.67,74.91,56.31,50.75,57.38,57.72,30.67,30.56,30.55,56.00,33.01,110.26,110.22,100.00
4.00,78.57,29.95,67.13,595.10,193.60,9.09,6.63,110.37,19.19,3.75,29.85,14.92,80.00,0.00,6.80,3.73,163.91,112.36,88.38,44.06,6.57,199.03,12.50,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.12,9.20,189.15,194.24,23.30,67.10,67.88,23.30,184.17,197.14,184.23,5.67,74.91,56.31,50.47,57.66,57.72,30.67,30.56,30.55,56.00,84.00,110.26,57.77,100.00
5.00,78.57,29.95,67.13,595.10,193.60,9.09,6.63,110.37,19.19,3.75,29.85,14.92,109.83,0.00,6.80,3.73,163.91,112.36,88.38,44.06,6.19,199.03,12.50,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.12,9.20,170.10,171.59,20.62,51.10,36.66,36.66,184.17,197.14,184.23,5.67,74.91,76.30,50.81,57.32,57.72,30.67,30.56,30.55,56.00,84.00,110.26,41.26,100.00
6.00,78.57,29.95,67.13,595.10,193.60,9.09,6.63,110.37,19.19,3.75,29.85,14.92,116.15,0.00,6.80,3.73,163.91,112.36,88.38,44.06,6.19,199.03,12.50,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.12,9.20,173.94,172.09,20.62,31.80,31.86,34.37,184.17,197.14,184.23,5.67,74.91,60.51,50.81,57.32,57.72,30.67,30.56,30.55,56.00,84.00,110.26,53.57,100.00
7.00,78.57,29.95,67.13,595.10,193.60,9.09,6.63,110.37,19.19,3.75,29.85,14.92,120.44,0.00,6.80,3.73,163.91,112.36,88.38,44.06,6.19,199.03,12.50,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.12,9.20,175.76,173.66,21.78,24.73,52.34,21.78,184.17,197.14,184.23,5.67,74.91,76.30,50.51,57.62,57.72,30.67,30.56,30.55,56.00,84.00,110.26,52.91,100.00
8.00,78.57,29.95,67.13,595.10,193.60,9.09,6.63,110.37,19.19,3.75,29.85,14.92,133.32,0.00,6.80,3.73,163.91,112.36,88.38,44.06,6.19,199.03,12.50,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.12,9.20,176.13,173.97,50.12,23.91,21.72,21.72,184.17,197.14,184.23,5.67,74.91,76.30,50.52,57.61,57.72,30.67,30.56,30.55,56.00,84.00,110.26,52.91,100.00
9.00,78.57,29.95,67.13,595.10,193.60,9.09,6.63,110.37,19.19,3.75,29.85,14.92,127.89,0.00,6.80,3.73,163.91,112.36,88.38,44.06,6.19,199.03,12.50,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.12,9.20,173.84,172.01,22.02,48.68,22.02,0.00,184.17,197.14,184.23,5.67,74.91,56.31,50.55,57.58,57.72,30.67,30.56,30.55,56.00,44.66,110.26,110.22,100.00
10.00,78.57,29.95,67.13,595.10,193.60,9.09,6.63,110.37,19.19,3.75,29.85,14.92,125.37,0.00,6.80,3.73,163.91,112.36,88.38,44.06,18.00,199.03,12.50,0.00,6.88,87.23,0.00,6.39,9.98,0.00,4.12,9.20,168.67,169.96,24.93,24.90,24.93,0.00,184.17,197.14,184.23,5.67,74.91,56.31,50.49,57.64,57.72,30.67,30.56,30.55,56.00,59.96,110.26,110.22,100.00
