"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,64.22,29.95,67.13,643.66,209.39,6.19,1.02,64.55,14.58,1.15,22.02,14.92,62.67,0.00,5.13,2.82,116.67,55.84,40.63,37.16,20.56,215.03,0.00,1.97,6.88,63.75,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,47.18,46.98,47.37,47.09,171.97,86.44,172.03,1.34,0.00,0.00,35.91,35.89,32.04,0.00,10.31,0.00,0.00,20.62,0.00,20.62,108.86
2.00,63.23,29.95,67.13,643.66,209.39,6.19,1.02,76.88,14.58,1.15,22.02,14.92,62.67,0.00,5.13,2.82,116.67,55.84,55.63,37.16,28.65,82.58,0.00,1.97,6.88,63.75,0.00,6.39,9.00,25.27,4.43,5.84,0.00,0.00,33.70,33.66,33.74,33.68,173.61,112.71,173.67,1.34,0.00,0.00,35.91,35.89,32.04,0.00,10.31,0.00,20.62,0.00,0.00,64.00,113.48
3.00,63.73,29.95,67.13,643.66,209.39,6.19,1.02,78.72,14.58,1.15,22.02,14.92,62.67,0.00,5.13,2.82,116.67,55.84,57.87,37.16,31.43,82.58,0.00,1.97,6.88,63.75,0.00,6.39,9.00,24.69,4.43,5.71,0.00,0.00,39.36,31.17,31.37,31.37,150.71,161.85,150.77,1.34,0.00,0.00,36.44,35.36,32.04,0.00,10.31,0.00,20.62,0.00,0.00,62.55,113.42
4.00,63.63,29.95,67.13,643.66,209.39,6.19,1.02,77.64,14.58,1.15,22.02,14.92,62.67,0.00,5.13,2.82,116.67,55.84,56.56,37.16,31.92,82.58,0.00,1.97,6.88,63.75,0.00,6.39,9.00,26.09,4.43,6.04,0.00,0.00,30.97,30.78,30.97,40.84,153.38,164.81,153.43,1.34,0.00,0.00,66.56,0.00,32.04,0.00,10.31,0.00,20.62,0.00,0.00,66.99,115.24
5.00,64.39,29.95,67.13,643.66,209.39,6.19,1.02,78.14,14.58,1.15,22.02,14.92,62.67,0.00,5.13,2.82,116.67,55.84,57.17,37.16,32.46,82.58,0.00,1.97,6.88,63.75,0.00,6.39,9.00,30.97,4.43,7.16,0.00,0.00,29.66,29.51,29.66,42.46,158.07,169.97,158.13,1.34,0.00,0.00,38.53,38.51,32.04,0.00,10.31,0.00,20.62,0.00,0.00,84.72,118.34
6.00,61.71,29.95,67.13,643.66,209.39,6.19,1.02,77.46,14.58,1.15,22.02,14.92,62.67,0.00,5.13,2.82,116.67,55.84,56.34,37.16,31.61,82.58,0.00,1.97,6.88,63.75,0.00,6.39,9.00,32.37,4.43,7.49,0.00,0.00,24.10,38.33,38.49,38.38,179.84,121.85,179.91,1.34,0.00,0.00,0.00,60.65,32.04,0.00,10.31,0.00,20.62,0.00,0.00,95.60,118.09
7.00,64.34,29.95,67.13,643.66,209.39,6.19,1.02,44.71,14.58,1.15,22.02,14.92,62.67,0.00,5.13,2.82,116.67,55.84,16.49,37.16,15.29,82.58,0.00,1.97,6.88,63.75,0.00,6.39,9.00,27.09,4.43,6.27,144.33,0.00,29.58,36.09,36.21,29.58,169.24,131.12,169.30,1.34,0.00,0.00,36.60,35.49,32.04,0.00,10.31,0.00,20.62,0.00,0.00,82.63,116.95
8.00,64.38,29.95,67.13,643.66,209.39,6.19,1.02,31.16,14.58,1.15,22.02,14.92,62.67,0.00,5.13,2.82,116.67,55.84,0.00,37.16,21.50,82.58,0.00,1.97,6.88,63.75,0.00,6.39,9.00,32.63,4.43,7.55,144.33,0.00,37.00,36.93,28.70,28.70,172.86,124.64,172.93,1.34,0.00,0.00,36.11,36.09,32.04,0.00,10.31,0.00,20.62,0.00,0.00,110.22,114.92
9.00,63.76,29.95,67.13,643.66,209.39,6.19,1.02,31.16,14.58,1.15,22.02,14.92,62.67,0.00,5.13,2.82,116.67,55.84,0.00,37.16,13.42,82.58,0.00,1.97,6.88,63.75,0.00,6.39,9.00,34.90,4.43,8.07,144.33,0.00,36.10,36.04,36.16,24.90,172.14,97.07,172.20,1.46,0.00,0.00,36.53,36.52,32.04,0.00,12.09,0.00,20.62,0.00,0.00,110.22,104.32
10.00,64.01,29.95,67.13,643.66,209.39,6.19,1.02,46.85,14.58,1.15,22.02,14.92,62.67,0.00,5.13,2.82,116.67,55.84,19.10,37.16,4.47,82.58,0.00,1.97,6.88,63.75,0.00,6.39,9.00,34.31,4.43,7.94,144.33,0.00,35.74,25.21,35.79,35.71,157.13,91.42,157.18,1.46,0.00,0.00,34.42,34.41,32.04,0.00,12.09,0.00,20.62,0.00,0.00,110.22,96.76
11.00,62.34,29.95,67.13,643.66,209.39,6.19,1.02,54.94,14.58,1.15,22.02,14.92,62.67,0.00,5.13,2.82,116.67,55.84,28.93,37.16,14.58,82.58,0.00,1.97,6.88,63.75,0.00,6.39,9.00,53.94,4.43,12.48,144.33,0.00,37.26,37.19,25.75,37.23,134.28,89.16,134.32,1.46,0.00,0.00,33.89,33.15,32.04,0.00,12.09,0.00,26.39,0.00,0.00,110.22,84.18
12.00,62.01,29.95,67.13,643.66,209.39,6.19,1.02,61.97,14.58,1.15,22.02,14.92,62.67,0.00,5.13,2.82,116.67,55.84,37.49,37.16,24.92,82.58,0.00,1.97,6.88,63.75,0.00,6.39,9.00,72.50,4.43,16.77,144.33,0.00,39.85,39.74,39.94,28.50,113.53,96.91,113.55,1.46,0.00,0.00,34.10,33.34,32.04,0.00,12.09,0.00,29.72,29.72,0.00,110.22,63.65
13.00,61.89,29.95,67.13,643.66,209.39,6.19,1.02,67.37,14.58,1.15,22.02,14.92,62.67,0.00,5.13,2.82,116.67,55.84,44.06,37.16,27.06,82.58,16.66,1.97,6.88,63.75,0.00,0.00,9.00,76.35,4.43,17.66,144.33,0.00,36.75,36.68,36.81,36.72,108.99,88.26,109.01,1.69,0.00,63.45,34.76,33.91,32.04,0.00,15.69,0.00,34.55,34.55,0.00,110.22,49.93
14.00,63.56,29.95,67.13,643.66,209.39,6.19,1.02,67.45,14.58,1.15,22.02,14.92,62.67,0.00,5.13,2.82,116.67,55.84,44.16,37.16,25.94,82.58,16.66,1.97,6.88,63.75,0.00,0.00,9.00,73.38,4.43,16.97,144.33,0.00,35.37,35.31,35.42,35.34,104.59,85.72,104.60,1.92,0.00,60.73,33.40,32.72,32.04,0.00,19.11,0.00,33.97,33.97,0.00,110.22,45.99
15.00,64.34,29.95,67.13,643.66,209.39,6.19,1.02,72.82,14.58,1.15,22.02,14.92,74.20,0.00,5.13,2.82,116.67,55.84,50.70,37.16,31.74,82.58,16.66,1.97,6.88,63.75,0.00,0.00,9.00,81.31,4.43,18.81,144.33,0.00,33.45,44.57,47.65,33.45,102.51,92.20,102.52,2.65,0.00,70.94,36.61,35.50,32.04,0.00,30.38,0.00,31.84,52.24,0.00,110.22,45.40
16.00,65.86,29.95,67.13,643.66,209.39,6.19,1.02,73.78,14.58,1.15,22.02,14.92,81.41,0.00,5.13,2.82,116.67,55.84,51.86,37.16,34.48,82.58,16.66,1.97,6.88,63.75,0.00,0.00,9.00,85.48,4.43,19.77,144.33,0.00,49.07,28.38,49.28,48.96,110.19,89.36,110.20,2.66,0.00,76.30,38.70,37.25,32.04,0.00,30.56,0.00,47.13,47.13,0.00,110.22,50.19
17.00,65.86,29.95,67.13,643.66,209.39,6.19,1.02,77.05,14.58,1.15,22.02,14.92,81.50,0.00,5.13,2.82,116.67,55.84,55.84,37.16,34.48,82.58,16.66,1.97,6.88,63.75,0.00,0.00,9.00,85.48,4.43,19.77,145.37,0.00,54.91,54.58,55.21,27.68,115.94,85.20,115.96,2.66,0.00,76.30,38.70,37.25,32.04,0.00,30.56,0.00,31.63,76.85,0.00,110.22,50.24
18.00,65.86,29.95,67.13,643.66,209.39,6.19,1.02,76.32,14.58,1.15,22.02,14.92,77.71,0.00,5.13,2.82,116.67,55.84,54.95,37.16,34.48,82.58,16.66,1.97,6.88,63.75,0.00,0.00,9.00,85.48,4.43,19.77,146.75,0.00,27.95,56.65,57.33,56.85,112.99,84.33,113.01,2.66,0.00,76.30,38.70,37.25,32.04,0.00,30.56,0.00,33.39,79.36,0.00,110.22,49.87
19.00,65.86,29.95,67.13,643.66,209.39,6.19,1.02,80.73,14.58,1.15,0.00,14.92,76.98,0.00,5.13,2.82,116.67,55.84,60.32,37.16,34.48,82.58,16.66,1.97,6.88,63.75,0.00,0.00,9.00,85.48,4.43,19.77,148.06,0.00,57.94,57.58,31.51,57.78,111.22,88.42,111.24,2.66,0.00,76.30,41.35,39.40,0.00,0.00,30.56,0.00,35.96,76.30,0.00,110.22,48.36
20.00,65.86,29.95,67.13,643.66,209.39,6.19,1.02,80.90,14.58,1.15,0.00,14.92,71.59,0.00,5.13,2.82,116.67,55.84,60.53,37.16,34.48,82.58,16.66,1.97,6.88,63.75,0.00,0.00,9.00,85.48,4.43,19.77,148.61,0.00,26.77,55.48,56.13,55.67,0.00,113.88,178.11,2.66,0.00,76.30,38.70,37.25,0.00,0.00,30.56,0.00,76.94,29.35,0.00,110.22,45.50
