"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,15.20,23.65,15.50,14.00,4.20,6.00,11.47,19.14,3.46,0.40,3.10,16.00,18.50,16.40,19.00,0.00,8.00,2.85,14.60,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,14.23,10.90,39.70,3.36,24.90,20.00,18.46,110.80,17.88,33.03,0.00,19.44,19.44,19.44,1.20,2.00,12.83,22.00,8.00,9.00,6.33,20.00,2.40,4.62,7.40,18.90,0.76,1.00,53.30,41.20,6.60,3.84,84.80,54.40,2.00,0.30,2.00,76.70,237.40,11.00,187.80,22.00,0.27,47.69
2.00,16.70,23.64,15.50,14.00,4.20,6.00,11.47,19.14,3.46,0.40,3.10,16.00,18.60,17.16,19.00,0.00,8.00,3.13,19.60,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,14.64,10.70,39.90,3.36,24.50,20.00,18.46,109.10,17.88,33.61,0.00,19.44,19.44,19.44,1.20,1.00,12.83,22.00,8.00,9.00,6.33,20.00,2.40,5.66,8.16,18.90,0.78,1.00,57.80,48.70,7.50,4.48,84.90,58.20,1.00,0.30,2.00,76.40,233.50,11.00,184.60,22.00,0.29,46.81
3.00,17.50,23.62,15.10,14.00,4.20,6.00,11.47,19.14,3.46,0.40,3.10,16.00,17.20,17.66,19.00,0.00,8.00,3.34,25.00,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,14.70,10.50,39.90,3.36,24.00,20.00,18.46,97.50,17.88,32.04,0.00,19.44,19.44,19.44,1.20,1.00,12.83,22.00,8.00,9.00,6.33,20.00,2.40,6.59,8.80,18.90,0.77,1.00,60.60,54.40,8.60,5.02,87.80,61.80,1.00,0.40,2.00,75.40,220.10,11.00,184.50,22.00,0.30,45.92
4.00,17.60,23.58,14.10,14.00,4.20,6.00,11.47,19.14,3.46,0.40,3.10,16.00,14.20,17.80,19.00,0.00,8.00,3.35,30.60,8.00,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,14.68,11.00,41.70,3.36,24.10,20.00,18.46,103.20,17.88,28.16,0.00,19.44,19.44,19.44,1.20,4.00,12.83,22.00,8.00,9.00,6.33,20.00,2.40,7.18,9.07,18.90,0.78,1.00,63.70,55.60,9.10,5.25,91.60,63.80,4.00,0.40,2.00,72.50,202.70,11.00,168.60,22.00,0.30,43.62
5.00,17.20,23.57,12.90,14.00,4.20,6.00,11.47,19.14,3.48,0.40,3.10,16.00,11.10,17.61,19.00,0.00,8.00,3.39,36.30,8.00,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,14.58,11.80,44.10,3.36,23.80,20.00,18.46,109.50,17.88,23.25,0.00,19.44,19.44,19.44,1.20,6.00,12.83,22.00,8.00,9.00,6.33,20.00,2.40,7.73,9.34,18.90,0.77,1.00,67.80,58.60,9.50,5.63,91.10,66.80,6.00,0.40,2.00,67.90,192.30,11.00,144.10,22.00,0.30,41.33
6.00,16.20,23.50,11.80,14.00,4.20,6.00,11.47,19.14,3.48,0.40,3.10,16.00,9.40,17.32,19.00,0.00,8.00,3.52,40.50,8.00,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,14.37,11.90,49.40,3.36,23.70,20.00,18.46,97.40,17.88,18.67,0.00,19.44,19.44,19.44,1.20,15.00,12.83,22.00,8.00,9.00,6.33,20.00,2.40,8.15,9.60,18.90,0.77,1.00,70.30,65.30,9.50,6.44,82.80,70.90,15.00,0.40,2.00,59.90,169.20,11.00,125.30,22.00,0.29,32.07
7.00,14.40,23.88,9.60,14.00,4.20,6.00,11.47,19.14,3.48,0.40,3.10,16.00,8.10,16.93,19.00,0.00,8.00,3.56,40.40,7.50,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,13.98,11.90,51.10,3.36,23.50,20.00,18.46,81.60,17.88,15.18,0.00,19.44,19.44,19.44,1.20,35.00,12.83,22.00,8.00,9.00,6.33,20.00,2.40,8.34,9.62,18.90,0.77,1.00,68.40,65.00,9.50,7.09,68.90,70.60,25.00,0.30,2.00,54.20,149.40,11.00,111.40,22.00,0.28,22.82
8.00,11.60,23.59,7.00,14.00,4.20,6.00,11.47,19.14,3.48,0.40,3.10,16.00,6.50,15.97,19.00,0.00,8.00,3.38,40.20,7.50,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,12.86,11.80,53.80,3.36,23.20,20.00,18.46,62.70,17.88,12.23,0.00,19.44,19.44,19.44,1.20,44.00,12.83,22.00,8.00,9.00,6.33,20.00,2.40,7.83,8.94,18.90,0.65,1.00,67.10,66.10,9.10,7.23,53.90,72.60,44.00,0.20,2.00,48.60,138.80,11.00,103.30,22.00,0.26,17.82
9.00,8.90,23.71,5.40,14.00,4.20,6.00,11.47,19.14,3.48,0.40,3.10,16.00,4.80,14.52,19.00,0.00,8.00,3.27,40.10,7.50,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,10.94,11.70,53.50,3.36,23.50,20.00,18.46,50.40,17.88,9.26,0.00,19.44,19.44,19.44,1.20,55.00,12.83,22.00,8.00,9.00,6.33,20.00,2.40,7.31,8.24,19.00,0.63,1.00,67.20,65.20,8.70,7.23,45.10,71.90,55.00,0.20,2.00,44.20,129.50,11.00,96.50,22.00,0.23,12.83
10.00,6.50,23.68,4.30,14.00,4.20,6.00,11.47,19.14,3.48,0.40,3.10,16.00,3.20,12.73,19.00,0.00,8.00,3.37,39.50,7.50,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,8.24,11.60,52.70,3.36,24.00,20.00,18.46,44.40,17.88,6.30,0.00,19.44,19.44,19.44,1.20,70.00,12.83,22.00,8.00,9.00,6.33,20.00,2.40,6.80,7.51,19.00,0.59,1.00,66.60,63.90,8.30,6.79,40.10,71.70,70.00,0.10,1.60,40.30,106.90,11.00,77.10,22.00,0.20,9.33
