"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2"
1.00,78.57,0.00,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.05,41.90,0.00,142.44,5.13,2.82,164.07,112.47,124.84,47.08,242.00,30.30,4.22,6.88,87.77,0.00,6.39,9.98,0.00,10.52,5.58,228.68,228.42,20.60,45.74,0.00,20.60,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,101.70,19.44,20.27,22.80,22.58
2.00,78.57,0.00,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.05,41.90,0.00,142.44,5.13,2.82,164.07,112.47,124.84,47.08,242.00,30.30,4.22,6.88,87.77,0.00,6.39,9.98,0.00,10.52,5.58,228.68,228.42,54.49,62.97,34.04,50.67,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,101.70,19.44,20.27,22.80,22.58
3.00,78.57,0.00,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.05,41.90,0.00,142.44,5.13,2.82,164.07,112.47,124.84,47.08,242.00,30.30,4.22,6.88,87.77,0.00,6.39,9.98,11.23,10.52,8.18,228.68,228.42,47.56,47.35,27.74,61.58,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,101.70,19.44,20.27,22.80,22.58
4.00,78.57,0.00,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.05,41.90,0.00,142.44,5.13,2.82,164.07,112.47,124.84,47.08,242.00,30.30,4.22,6.88,87.77,0.00,6.39,9.98,4.63,10.52,6.65,228.68,228.42,47.40,46.00,60.00,33.60,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,101.70,19.44,20.27,22.80,22.58
5.00,78.57,0.00,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.05,41.90,0.00,142.44,5.13,2.82,164.07,112.47,124.84,47.08,242.00,30.30,4.22,6.88,87.77,0.00,6.39,9.98,51.15,10.52,17.42,228.68,228.42,51.15,37.14,63.37,37.61,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,101.70,19.44,20.27,22.80,22.58
6.00,78.57,0.00,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.05,41.90,0.00,142.44,5.13,2.82,164.07,112.47,124.84,47.08,242.00,30.30,4.22,6.88,87.77,0.00,6.39,9.98,94.70,10.52,19.79,228.68,228.42,67.57,67.16,67.94,47.48,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,101.70,19.44,20.27,22.80,22.58
7.00,78.57,0.00,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.05,41.90,0.00,142.44,5.13,2.82,164.07,112.47,124.84,47.08,242.00,30.30,4.22,6.88,87.77,0.00,6.39,9.98,46.11,10.52,16.26,228.68,228.42,67.57,67.16,67.94,51.07,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,101.70,19.44,20.27,22.80,22.58
8.00,78.57,0.00,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.05,41.90,0.00,142.44,5.13,2.82,164.07,112.47,124.84,47.08,242.00,30.30,4.22,6.88,87.77,0.00,6.39,9.98,72.61,10.52,19.79,228.68,228.42,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,101.70,19.44,20.27,22.80,22.58
9.00,78.57,0.00,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.05,41.90,0.00,142.44,5.13,2.82,164.07,112.47,124.84,47.08,242.00,30.30,4.22,6.88,87.77,0.00,6.39,9.98,54.26,10.52,18.14,228.68,228.42,29.58,50.87,26.95,0.00,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,101.70,19.44,20.27,22.80,22.58
10.00,78.57,0.00,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.05,41.90,0.00,142.44,5.13,2.82,164.07,112.47,124.84,47.08,242.00,30.30,4.22,6.88,87.77,0.00,6.39,9.98,59.15,10.52,19.27,228.68,228.42,40.03,39.93,40.12,24.51,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,101.70,19.44,20.27,22.80,22.58
