"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,0.00,17.45,0.00,14.00,3.00,6.50,6.40,7.10,2.90,0.40,3.40,20.39,0.00,0.00,17.48,0.00,4.30,9.77,25.92,8.00,0.00,3.40,2.50,18.45,9.50,10.00,13.59,1.45,0.00,18.94,42.77,3.40,27.00,19.42,17.96,0.00,17.96,0.00,0.60,18.45,18.93,19.22,2.40,13.00,12.82,19.42,7.00,10.80,7.57,16.50,2.40,4.39,8.58,18.90,0.00,0.00,0.00,1.00,41.66,58.61,0.66,1.00,0.00,76.88,12.00,0.00,2.00,0.00,0.00,11.00,0.00
2.00,0.00,17.45,0.00,14.00,3.00,6.50,6.40,7.10,2.90,0.40,3.40,20.39,0.00,0.00,17.48,0.00,4.30,9.77,25.92,8.00,0.00,3.40,2.50,18.45,9.50,10.00,13.59,1.45,0.00,18.00,40.76,3.40,27.00,19.42,17.96,0.00,17.96,0.00,0.60,18.45,18.93,19.22,2.40,12.00,12.82,19.42,7.00,10.80,7.57,16.50,2.40,4.39,8.58,18.90,0.00,0.00,0.00,1.00,41.66,58.61,0.66,1.00,0.00,74.62,11.00,0.00,2.00,0.00,0.00,11.00,0.00
3.00,0.00,17.39,0.00,14.00,3.00,6.50,6.40,7.10,2.90,0.40,3.40,20.39,0.00,0.00,17.48,0.00,4.30,10.05,24.90,8.00,0.00,3.40,2.50,18.45,9.50,10.00,13.59,1.45,0.00,17.18,39.24,3.40,27.00,19.42,17.96,0.00,17.96,0.00,0.60,18.45,18.93,19.22,2.40,11.00,12.82,19.42,7.00,10.80,7.57,16.50,2.40,4.55,9.03,18.90,0.00,0.00,0.00,1.00,37.56,55.69,0.48,0.76,0.00,72.46,10.00,0.00,2.00,0.00,0.00,11.00,0.00
4.00,0.00,17.61,0.00,14.00,3.00,6.50,6.40,7.10,2.90,0.40,3.40,20.39,0.00,0.00,17.48,0.00,4.30,10.89,24.02,8.00,0.00,3.40,2.50,18.45,9.50,10.00,13.59,1.45,0.00,16.46,38.19,3.40,27.00,19.42,17.96,0.00,17.96,0.00,0.60,18.45,18.93,19.22,2.40,11.00,12.82,19.42,7.00,10.80,7.57,16.50,2.40,4.63,8.94,18.90,0.00,0.00,0.00,1.00,34.49,54.03,0.41,0.65,0.00,70.28,9.00,0.00,2.00,0.00,0.00,11.00,0.00
5.00,0.00,17.47,0.00,14.00,3.00,6.50,6.40,7.10,2.90,0.40,3.40,20.39,0.00,0.00,17.48,0.00,4.30,11.68,23.07,8.00,0.00,3.40,2.50,18.45,9.50,10.00,13.59,1.45,0.00,15.92,37.63,3.40,27.00,19.42,17.96,0.00,17.96,0.00,0.60,18.45,18.93,19.22,2.40,11.00,12.82,19.42,7.00,10.80,7.57,16.50,2.40,4.85,9.08,18.90,0.00,0.00,0.00,1.00,31.80,51.76,0.35,0.55,0.00,69.09,9.00,0.00,2.00,0.00,0.00,11.00,0.00
6.00,0.00,17.53,0.00,14.00,3.00,6.50,6.40,7.10,2.90,0.40,3.40,20.39,0.00,0.00,17.48,0.00,4.30,12.31,21.92,8.00,0.00,3.40,2.50,18.45,9.50,10.00,13.59,1.45,0.00,15.56,37.24,3.40,27.00,19.42,17.96,0.00,17.96,0.00,0.60,18.45,18.93,19.22,2.40,11.00,12.82,19.42,7.00,10.80,7.57,16.50,2.40,5.52,9.88,18.90,0.00,0.00,0.00,1.00,30.25,47.66,0.34,0.50,0.00,67.89,9.00,0.00,2.00,0.00,0.00,11.00,0.00
7.00,0.00,17.46,0.00,14.00,3.00,6.50,6.40,7.10,2.90,0.40,3.40,20.39,0.00,0.00,17.48,0.00,4.30,12.94,20.78,8.00,0.00,3.40,2.50,18.45,9.50,10.00,13.59,1.45,0.00,15.24,37.01,3.40,27.00,19.42,17.96,0.00,17.96,0.00,0.60,18.45,18.93,19.22,2.40,12.00,12.82,19.42,7.00,10.80,7.57,16.50,2.40,6.15,10.56,18.90,0.00,0.00,0.00,1.00,29.04,44.76,0.32,0.45,0.00,67.61,9.00,0.00,2.00,0.00,0.00,11.00,0.00
8.00,0.00,17.90,0.00,14.00,3.00,6.50,6.40,7.10,2.90,0.40,3.40,20.39,0.00,0.00,17.48,0.00,4.30,13.53,19.68,8.00,0.00,3.40,2.50,18.45,9.50,10.00,13.59,1.45,0.00,14.98,36.58,3.40,27.00,19.42,17.96,0.00,17.96,0.00,0.60,18.45,18.93,19.22,2.40,12.00,12.82,19.42,7.00,10.80,7.57,16.50,2.40,6.65,10.88,18.90,0.00,0.00,0.00,1.00,28.81,45.45,0.30,0.43,0.00,67.33,9.00,0.00,2.00,0.00,0.00,11.00,0.00
9.00,0.00,19.00,0.00,14.00,3.00,6.50,6.40,7.10,2.90,0.40,3.40,20.39,0.00,0.00,17.48,0.00,4.30,14.08,18.74,8.00,0.00,3.40,2.50,18.45,9.50,10.00,13.59,1.45,0.00,14.78,35.97,3.40,27.00,19.42,17.96,0.00,17.96,0.00,0.60,18.45,18.93,19.22,2.40,13.00,12.82,19.42,7.00,10.80,7.57,16.50,2.40,7.10,11.19,18.90,0.00,0.00,0.00,1.00,28.33,46.08,0.28,0.41,0.00,67.43,10.00,0.00,2.00,0.00,0.00,11.00,0.00
10.00,0.00,19.76,0.00,14.00,3.00,6.50,6.40,7.10,2.90,0.40,3.40,20.39,0.00,0.00,17.48,0.00,4.30,14.48,18.23,8.00,0.00,3.40,2.50,18.45,9.50,10.00,13.59,1.45,0.00,14.63,35.91,3.40,27.00,19.42,17.96,0.00,17.96,0.00,0.60,18.45,18.93,19.22,2.40,13.00,12.82,19.42,7.00,10.80,7.57,16.50,2.40,7.42,11.43,18.90,0.00,0.00,0.00,1.00,27.11,46.52,0.25,0.41,0.00,67.52,10.00,0.00,2.00,0.00,0.00,11.00,0.00
