"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,0.00,23.96,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,16.00,32.00,8.10,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,19.52,49.89,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,23.10,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,0.68,1.66,9.00,0.00,1.00,35.80,56.50,2.76,2.24,0.00,71.40,17.60,0.00,2.00,0.00,0.00
2.00,0.00,23.97,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,10.31,23.35,8.10,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,19.15,48.19,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,18.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,0.59,0.67,9.00,0.00,1.00,33.30,53.20,1.78,1.20,0.00,71.50,19.70,0.00,2.00,0.00,0.00
3.00,0.00,23.75,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,10.25,23.29,0.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,18.86,46.72,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,28.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,0.49,0.65,9.00,0.00,1.00,32.10,52.10,1.59,1.22,0.00,74.70,28.10,0.00,2.00,0.00,0.00
4.00,0.00,23.72,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.96,23.36,0.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,18.64,45.49,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,48.30,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,0.44,0.61,9.00,0.00,1.00,37.70,60.70,1.37,1.20,0.00,64.00,57.40,0.00,2.00,0.00,0.00
5.00,0.00,23.93,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.71,23.42,0.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,18.53,44.50,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,48.90,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,0.46,0.70,9.00,0.00,1.00,29.30,55.20,1.29,1.12,0.00,64.80,53.20,0.00,2.00,0.00,0.00
6.00,0.00,23.83,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.46,23.47,0.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,18.53,43.75,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,27.60,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,0.51,0.82,9.00,0.00,1.00,15.00,32.40,1.24,1.02,0.00,65.90,17.50,0.00,2.00,0.00,0.00
7.00,0.00,24.02,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.87,22.71,0.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,18.56,43.10,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,22.10,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,0.55,0.92,9.00,0.00,1.00,12.40,28.60,1.26,0.98,0.00,64.70,15.10,0.00,2.00,0.00,0.00
8.00,0.00,23.96,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,10.48,21.68,0.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,18.60,42.53,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,19.20,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,0.59,1.02,9.00,0.00,1.00,10.70,25.30,1.29,0.96,0.00,63.30,13.80,0.00,2.00,0.00,0.00
9.00,0.00,24.08,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,11.35,21.02,0.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,18.58,42.03,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,17.80,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,0.61,1.04,9.00,0.00,1.00,9.50,22.10,1.34,0.97,0.00,62.20,11.40,0.00,2.00,0.00,0.00
10.00,0.00,23.85,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,12.31,20.50,0.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,18.49,41.59,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,17.90,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,0.62,1.04,9.00,0.00,1.00,18.80,37.20,1.38,0.99,0.00,62.30,8.30,0.00,2.00,0.00,0.00
