"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
11.00,0.00,23.79,0.00,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,14.77,24.38,0.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,15.13,33.07,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,18.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,3.18,6.61,9.00,0.00,1.00,16.80,36.22,0.49,0.34,0.00,51.42,8.00,0.00,2.00,0.00,0.00
12.00,0.00,23.77,0.00,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,0.93,1.12,17.56,0.00,7.80,15.44,22.81,8.10,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,1.05,15.23,32.95,3.20,0.00,19.51,18.54,0.66,9.20,0.08,0.60,20.00,19.51,19.51,2.40,17.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,3.64,7.41,9.00,0.00,1.00,15.29,33.15,0.37,0.26,0.55,49.35,7.00,0.00,2.00,0.04,0.00
13.00,0.50,23.72,0.61,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,4.93,6.37,17.56,0.00,7.80,15.94,21.53,8.10,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,5.91,15.28,33.34,3.20,0.00,19.51,18.54,16.91,9.20,4.46,0.60,20.00,19.51,19.51,2.40,16.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.08,8.08,9.00,0.03,1.00,14.03,30.53,0.28,0.21,12.12,47.59,7.00,0.00,2.00,5.98,0.00
14.00,2.53,24.09,2.76,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,6.68,12.21,17.56,0.00,7.80,15.90,21.11,8.10,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,10.89,15.27,34.24,3.20,0.00,19.51,18.54,62.42,9.20,14.44,0.60,20.00,19.51,19.51,2.40,16.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.50,8.38,9.00,0.06,1.00,13.57,29.27,0.28,0.21,47.79,46.76,7.00,0.00,2.00,22.41,0.00
15.00,5.26,23.86,5.41,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,12.20,14.70,17.56,0.00,7.80,15.66,20.81,8.10,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,12.66,15.13,34.83,3.20,0.00,19.51,18.54,107.09,9.20,24.57,0.60,20.00,19.51,19.51,2.40,17.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.79,8.53,9.00,0.07,1.00,13.89,28.91,0.27,0.25,80.58,45.88,7.00,0.00,2.00,44.08,0.00
16.00,7.98,24.04,7.95,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,14.60,16.13,17.56,0.00,7.80,14.78,20.86,8.10,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.40,14.84,35.10,3.20,0.00,19.51,18.54,128.37,9.20,31.94,0.60,20.00,19.51,19.51,2.40,17.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.72,8.24,9.00,0.10,1.00,16.57,31.22,0.28,0.40,92.23,44.89,8.00,0.00,2.00,59.62,0.00
17.00,10.31,24.06,10.34,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,16.33,16.76,17.56,0.00,7.80,14.02,21.37,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.66,14.68,36.39,3.20,0.00,19.51,18.54,133.16,9.20,33.53,0.60,20.00,19.51,19.51,1.20,16.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.69,8.04,9.00,0.49,1.00,19.51,33.79,0.36,0.61,96.20,45.23,8.00,0.10,2.00,67.59,0.00
18.00,12.27,24.09,12.40,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,17.27,16.80,17.56,0.00,7.80,13.63,23.21,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.78,14.66,38.67,3.20,0.00,19.51,18.54,135.46,9.20,34.03,0.60,20.00,19.51,19.51,1.20,13.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.76,8.10,9.00,0.67,1.00,23.18,37.16,0.63,0.96,98.27,49.54,10.00,0.20,2.00,70.47,0.00
19.00,13.91,24.10,14.06,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,17.66,17.09,17.56,0.00,7.80,13.12,25.79,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.81,15.12,42.28,3.20,0.00,19.51,18.54,135.94,9.20,34.15,0.60,20.00,19.51,19.51,1.20,13.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.74,8.06,9.00,0.83,1.00,27.42,41.02,1.02,1.34,99.01,54.38,12.00,0.20,2.00,71.53,0.00
20.00,15.28,24.03,15.51,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,17.70,17.17,17.56,0.00,7.80,12.26,30.61,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.57,16.06,47.20,3.20,0.00,19.51,18.54,135.87,9.20,34.29,0.60,20.00,19.51,19.51,1.20,13.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.48,7.74,9.00,0.93,1.00,33.38,46.32,1.79,1.78,99.33,60.85,16.00,0.30,2.00,71.77,0.00
21.00,16.39,23.71,16.60,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,17.75,17.24,17.56,0.00,7.80,11.47,35.74,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.88,17.04,51.97,3.20,0.00,19.51,18.54,135.69,9.20,34.55,0.60,20.00,19.51,19.51,1.20,16.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.39,7.53,9.00,1.01,1.00,39.37,51.54,2.66,2.34,99.71,67.42,19.00,0.30,2.00,72.08,0.00
22.00,17.37,23.75,17.40,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,17.76,16.98,17.56,0.00,7.80,10.85,41.81,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.78,18.06,56.60,3.20,0.00,19.51,18.54,134.42,9.20,34.85,0.60,20.00,19.51,19.51,1.20,22.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.81,7.64,9.00,1.03,1.00,45.41,56.54,3.80,3.22,98.99,74.33,23.00,0.30,2.00,72.40,0.00
23.00,18.19,23.80,17.94,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,17.66,16.96,17.56,0.00,7.80,10.38,47.20,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.81,18.98,60.53,3.20,0.00,19.51,18.54,131.45,9.20,34.66,0.60,20.00,19.51,19.51,1.20,29.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,5.01,7.40,9.00,1.02,1.00,51.28,61.29,4.95,4.12,97.65,81.02,29.00,0.40,2.00,72.23,0.00
24.00,18.39,23.87,18.12,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,16.26,17.18,17.56,0.00,7.80,10.39,50.51,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,14.03,19.81,63.75,3.20,0.00,19.51,18.54,130.69,9.20,34.30,0.60,20.00,19.51,19.51,1.20,38.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.55,6.10,9.00,1.04,1.00,56.62,65.31,6.12,5.07,96.99,87.02,37.00,0.40,2.00,72.24,14.50
25.00,18.30,23.82,18.11,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,17.77,17.10,17.56,0.00,7.80,10.44,53.60,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,14.03,20.68,66.87,3.20,0.00,19.51,18.54,131.93,9.20,34.15,0.60,20.00,19.51,19.51,1.20,50.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.28,5.24,9.00,1.03,1.00,61.79,69.19,7.18,5.99,97.21,92.46,47.00,0.40,2.00,72.63,14.47
26.00,17.77,23.84,17.71,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,17.92,17.02,17.56,0.00,7.80,10.62,56.00,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.96,21.60,69.87,3.20,0.00,19.51,18.54,132.94,9.20,34.01,0.60,20.00,19.51,19.51,1.20,63.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.57,5.65,9.00,1.02,1.00,66.44,72.61,7.90,6.80,97.10,96.19,58.00,0.40,2.00,72.69,14.25
27.00,16.93,23.55,16.76,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,17.94,17.11,17.56,0.00,7.80,10.91,57.96,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.89,22.36,72.42,3.20,0.00,19.51,18.54,133.87,9.20,34.15,0.60,20.00,19.51,19.51,1.20,77.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.87,5.67,9.00,1.02,1.00,70.20,75.64,8.52,7.46,97.27,99.60,71.00,0.30,2.00,72.64,13.92
28.00,15.71,23.62,15.60,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,17.86,17.12,17.56,0.00,7.80,11.51,58.56,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.73,22.97,74.50,3.20,0.00,19.51,18.54,135.56,9.20,34.26,0.60,20.00,19.51,19.51,1.20,92.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,5.21,4.49,9.00,0.87,1.00,71.32,77.51,8.86,7.64,96.36,102.04,86.00,0.20,2.00,72.29,13.44
29.00,14.33,23.75,14.19,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,17.54,17.12,17.56,0.00,7.80,12.19,59.52,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.71,23.46,76.33,3.20,0.00,19.51,18.54,135.15,9.20,34.46,0.60,20.00,19.51,19.51,1.20,104.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,5.38,3.66,9.00,0.84,1.00,72.40,79.11,9.16,7.84,95.73,104.28,99.00,0.20,2.00,70.25,12.53
30.00,12.63,23.53,12.52,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,16.89,16.70,17.56,0.00,7.80,13.05,61.53,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.52,23.82,77.92,3.20,0.00,19.51,18.54,133.28,9.20,33.90,0.60,20.00,19.51,19.51,1.20,113.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,5.07,3.88,9.00,0.79,1.00,73.38,79.89,9.32,8.11,93.88,105.97,110.00,0.10,2.00,66.88,11.19
31.00,10.52,23.45,10.57,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,15.68,15.97,17.56,0.00,7.80,13.57,62.95,7.20,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,12.97,24.03,78.86,3.20,0.00,19.51,18.54,126.65,9.20,32.17,0.60,20.00,19.51,19.51,1.20,119.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.85,4.02,9.00,0.66,1.00,74.22,80.75,9.44,8.31,88.90,107.34,117.00,0.10,2.00,61.32,9.66
32.00,8.25,23.57,8.01,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,13.87,14.69,17.56,0.00,7.80,13.05,62.56,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,11.88,24.10,79.16,3.20,0.00,19.51,18.54,106.89,9.20,28.24,0.60,20.00,19.51,19.51,1.20,122.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.87,3.89,9.00,0.48,1.00,74.65,81.81,9.46,8.27,79.25,107.80,119.00,0.10,2.00,52.76,7.95
33.00,3.72,23.39,3.19,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,8.54,10.40,17.56,0.00,7.80,12.45,61.59,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,8.60,24.11,79.00,3.20,0.00,19.51,18.54,64.28,9.20,19.42,0.60,20.00,19.51,19.51,1.20,125.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.86,3.74,9.00,0.41,1.00,74.58,82.64,9.35,8.19,57.51,108.23,121.00,0.10,2.00,29.29,5.93
34.00,1.71,23.28,1.78,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,1.88,3.78,17.56,0.00,7.80,11.63,58.87,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,2.78,24.08,78.38,3.20,0.00,19.51,18.54,27.96,9.20,8.93,0.60,20.00,19.51,19.51,1.20,127.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.76,3.48,9.00,0.28,1.00,73.01,82.77,8.84,7.99,25.65,108.57,124.00,0.10,2.00,11.01,3.64
35.00,0.75,23.34,0.50,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,0.12,0.50,17.56,0.00,7.80,10.86,57.05,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.19,23.92,77.22,3.20,0.00,19.51,18.54,3.34,9.20,0.92,0.60,20.00,19.51,19.51,1.20,127.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.51,3.23,9.00,0.10,1.00,71.26,82.73,8.29,7.59,3.73,108.89,122.00,0.00,2.00,2.32,1.79
36.00,0.00,23.23,0.00,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,0.00,0.01,17.56,0.00,7.80,10.28,57.94,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,23.63,75.53,3.20,0.00,19.51,18.54,0.01,9.20,0.01,0.60,20.00,19.51,19.51,1.20,127.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,3.85,2.95,9.00,0.05,1.00,68.97,82.18,7.62,6.63,0.00,109.13,117.00,0.00,2.00,0.09,0.46
37.00,0.00,23.35,0.00,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.62,58.55,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,23.48,73.91,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,126.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,3.25,2.63,9.00,0.00,1.00,66.72,81.51,7.00,5.83,0.00,109.31,106.00,0.00,2.00,0.00,0.00
38.00,0.00,23.24,0.00,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,8.72,58.31,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,23.45,72.36,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,124.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,2.82,2.22,9.00,0.00,1.00,64.59,80.45,6.48,5.48,0.00,109.27,92.00,0.00,2.00,0.00,0.00
39.00,0.00,23.19,0.00,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,8.08,57.23,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,23.43,71.12,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,119.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,2.44,1.90,9.00,0.00,1.00,62.43,79.29,6.09,5.14,0.00,108.87,77.00,0.00,2.00,0.00,0.00
40.00,0.00,23.40,0.00,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,8.25,53.65,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,23.42,70.19,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,111.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,2.19,1.84,9.00,0.00,1.00,60.16,77.81,6.04,4.81,0.00,107.39,64.00,0.00,2.00,0.00,0.00
41.00,0.00,23.54,0.00,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,8.43,49.58,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,23.42,68.99,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,102.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,1.99,1.73,9.00,0.00,1.00,57.87,76.17,5.98,4.53,0.00,105.30,53.00,0.00,2.00,0.00,0.00
42.00,0.00,23.37,0.00,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,8.66,44.09,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,23.45,67.53,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,90.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,1.93,1.48,9.00,0.00,1.00,55.51,74.01,5.87,4.39,0.00,101.42,45.00,0.00,2.00,0.00,0.00
43.00,0.00,23.61,0.00,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,8.88,39.38,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,23.25,65.23,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,79.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,1.85,1.30,9.00,0.00,1.00,52.71,71.57,5.61,4.06,0.00,96.74,38.00,0.00,2.00,0.00,0.00
44.00,0.00,23.61,0.00,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.10,37.03,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,22.83,62.08,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,69.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,1.69,1.29,9.00,0.00,1.00,48.58,68.27,4.88,3.16,0.00,89.66,31.00,0.00,2.00,0.00,0.00
45.00,0.00,23.52,0.00,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.36,34.89,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,22.41,59.48,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,61.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,1.56,1.28,9.00,0.00,1.00,44.85,65.11,4.18,2.41,0.00,83.20,26.00,0.00,2.00,0.00,0.00
46.00,0.00,23.96,0.00,14.00,4.20,8.60,9.70,17.95,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.77,33.41,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,21.99,57.43,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,53.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,1.56,1.28,9.00,0.00,1.00,42.30,62.37,3.61,2.07,0.00,78.56,22.00,0.00,2.00,0.00,0.00
