"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE"
16.00,17.77,13.03,18.39,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,17.64,18.59,17.56,0.00,0.00,22.50,75.00,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,15.98,23.80,77.60,2.45,27.00,17.56,18.05,138.20,0.00,39.11,0.60,19.51,19.51,19.51,2.40,93.60,11.22,13.66,3.50,10.80,8.10,7.40,2.40,3.33,3.44,18.00,0.00,0.00,0.93,1.00,80.14,81.53,5.39,8.78,112.29,101.00,101.50,0.40,2.00,75.60,252.23,11.00,204.00,23.00
17.00,17.54,12.66,18.04,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,17.26,18.62,17.56,0.00,0.00,23.70,74.80,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,15.99,24.20,79.40,2.45,27.00,17.56,18.05,142.75,0.00,38.96,0.60,19.51,19.51,19.51,2.40,97.10,11.22,13.66,3.50,10.80,8.10,7.40,2.40,4.42,4.28,18.00,0.00,0.00,0.92,1.00,80.29,82.28,5.60,9.31,111.95,101.30,105.00,0.40,2.00,75.09,252.36,11.00,204.00,23.00
18.00,16.92,13.12,17.28,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,17.49,18.59,17.56,0.00,0.00,24.80,74.70,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,15.99,24.60,80.90,2.45,27.00,17.56,18.05,144.34,0.00,38.80,0.60,19.51,19.51,19.51,2.40,100.90,11.22,13.66,3.50,10.80,8.10,7.40,2.40,6.07,6.44,18.00,0.00,0.00,0.92,1.00,81.26,82.60,5.74,9.68,111.72,102.10,108.40,0.30,2.00,74.26,252.40,11.00,204.00,23.00
19.00,15.58,12.79,15.94,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,18.35,18.55,17.56,0.00,0.00,25.60,74.70,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,15.96,24.90,81.60,2.45,27.00,17.56,18.05,144.46,0.00,38.76,0.60,19.51,19.51,19.51,2.40,105.20,11.22,13.66,3.50,10.80,8.10,7.40,2.40,7.71,8.44,18.00,0.00,0.00,0.92,1.00,81.81,82.65,5.84,9.94,111.74,104.50,111.40,0.20,2.00,72.96,252.40,11.00,204.00,23.00
20.00,13.91,13.24,14.73,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,18.87,18.62,17.56,0.00,0.00,26.30,74.70,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,15.96,25.20,82.20,2.45,27.00,17.56,18.05,144.48,0.00,38.54,0.60,19.51,19.51,19.51,2.40,107.90,11.22,13.66,3.50,10.80,8.10,7.40,2.40,9.32,9.94,18.00,0.00,0.00,0.77,1.00,81.08,81.89,5.83,9.88,111.41,106.50,113.20,0.20,2.00,71.84,251.89,11.00,204.00,23.00
21.00,12.15,13.20,13.38,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,18.72,18.62,17.56,0.00,0.00,26.50,74.70,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,15.95,25.50,82.10,2.45,27.00,17.56,18.05,144.45,0.00,38.09,0.60,19.51,19.51,19.51,2.40,120.60,11.22,13.66,3.50,10.80,8.10,7.40,2.40,10.70,11.26,18.00,0.00,0.00,0.75,1.00,80.66,81.41,5.79,9.81,110.50,106.90,126.10,0.10,2.00,70.67,246.30,11.00,204.00,23.00
22.00,10.90,13.19,11.52,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,17.99,18.44,17.56,0.00,0.00,26.70,74.80,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,15.80,25.70,82.00,2.45,27.00,17.56,18.05,144.09,0.00,36.90,0.60,19.51,19.51,19.51,2.40,122.10,11.22,13.66,3.50,10.80,8.10,7.40,2.40,11.39,12.01,18.00,0.00,0.00,0.70,1.00,81.19,81.79,5.66,9.73,108.59,107.30,127.40,0.10,2.00,69.29,238.70,11.00,203.45,23.00
23.00,9.39,12.86,9.80,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,16.65,18.05,17.56,0.00,0.00,26.60,74.80,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,15.22,25.60,81.90,2.45,27.00,17.56,18.05,142.27,0.00,34.94,0.60,19.51,19.51,19.51,2.40,122.90,11.22,13.66,3.50,10.80,8.10,7.40,2.40,11.99,12.72,18.00,0.00,0.00,0.59,1.00,81.73,82.33,5.57,9.71,104.30,107.50,126.80,0.10,2.00,79.73,235.16,11.00,196.18,23.00
24.00,6.99,12.48,7.71,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,15.11,17.18,17.56,0.00,0.00,26.40,74.80,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,14.16,25.70,82.00,2.45,27.00,17.56,18.05,135.81,0.00,31.76,0.60,19.51,19.51,19.51,2.40,123.50,11.22,13.66,3.50,10.80,8.10,7.40,2.40,12.34,13.32,18.00,0.00,0.00,0.43,1.00,82.34,83.38,5.60,9.89,97.61,107.70,125.70,0.10,2.00,76.09,244.65,11.00,176.70,23.00
25.00,4.04,12.65,4.78,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,10.67,15.36,17.56,0.00,0.00,25.70,74.30,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,12.26,26.00,82.20,2.45,27.00,17.56,18.05,109.73,0.00,26.25,0.60,19.51,19.51,19.51,2.40,123.10,11.22,13.66,3.50,10.80,8.10,7.30,2.40,12.53,13.62,18.00,0.00,0.00,0.37,1.00,83.00,84.45,5.65,10.06,85.06,108.20,123.30,0.10,2.00,62.97,245.73,11.00,135.76,23.00
26.00,1.77,12.58,2.79,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,1.88,11.50,17.56,0.00,0.00,24.80,73.70,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,8.53,26.30,82.30,2.45,27.00,17.56,18.05,70.26,0.00,16.50,0.60,19.51,19.51,19.51,2.40,122.30,11.22,13.66,3.50,10.80,8.10,7.30,2.40,12.28,13.07,18.00,0.00,0.00,0.25,1.00,83.85,85.53,5.79,10.22,59.76,108.10,120.70,0.00,2.00,38.38,185.61,11.00,71.78,23.00
27.00,0.47,12.17,1.02,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.01,6.43,17.56,0.00,0.00,23.20,72.90,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,2.71,26.40,82.30,2.45,27.00,17.56,18.05,27.37,18.05,6.92,0.60,19.51,19.51,19.51,2.40,120.30,11.22,13.66,3.50,10.80,8.10,7.30,2.40,11.92,12.45,18.00,0.00,0.00,0.09,1.00,84.94,86.62,5.86,10.26,25.30,106.40,117.70,0.00,2.00,14.63,18.38,11.00,15.98,23.00
28.00,0.08,13.32,0.14,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,2.22,17.56,0.00,0.00,21.50,71.40,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.33,26.60,82.10,2.45,27.00,17.56,18.05,7.35,18.05,1.93,0.60,19.51,19.51,19.51,2.40,116.30,11.22,13.66,3.50,10.80,8.10,7.30,2.40,11.27,11.62,18.00,0.00,0.00,0.04,1.00,86.72,87.68,5.72,9.95,5.72,104.80,112.50,0.00,2.00,4.32,0.07,11.00,0.08,23.00
29.00,0.01,12.82,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.31,17.56,0.00,0.00,19.50,68.20,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,26.90,81.70,2.45,27.00,17.56,18.05,0.64,18.05,0.13,0.60,19.51,19.51,19.51,2.40,106.10,11.22,13.66,3.50,10.80,8.10,7.30,2.40,10.57,10.80,18.00,0.00,0.00,0.00,1.00,87.56,88.58,5.45,9.41,0.32,103.90,100.40,0.00,2.00,0.54,0.00,11.00,0.00,23.00
30.00,0.00,12.92,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,17.80,64.30,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,27.00,81.10,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,96.60,11.22,13.66,3.50,10.80,8.10,7.30,2.40,9.68,9.96,18.00,0.00,0.00,0.00,1.00,85.52,89.01,4.80,8.20,0.00,103.00,88.80,0.00,2.00,0.00,0.00,11.00,0.00,23.00
31.00,0.00,13.00,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,16.90,58.20,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,26.80,80.10,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,89.10,11.22,13.66,3.50,10.80,8.10,7.30,2.40,8.64,8.99,18.00,0.00,0.00,0.00,1.00,82.92,89.12,4.20,7.13,0.00,102.00,78.60,0.00,2.00,0.00,0.00,11.00,0.00,23.00
32.00,0.00,12.93,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,16.10,52.30,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,26.60,79.20,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,82.80,11.22,13.66,3.50,10.80,8.10,7.30,2.40,7.12,7.62,18.00,0.00,0.00,0.00,1.00,78.60,88.25,3.76,6.47,0.00,101.20,70.40,0.00,2.00,0.00,0.00,11.00,0.00,23.00
33.00,0.00,12.90,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,15.30,47.50,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,26.50,78.40,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,80.40,11.22,13.66,3.50,10.80,8.10,7.30,2.40,5.81,6.48,18.00,0.00,0.00,0.00,1.00,74.79,87.45,3.42,5.89,0.00,101.30,68.30,0.00,2.00,0.00,0.00,11.00,0.00,23.00
34.00,0.00,13.01,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,14.60,42.60,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,26.50,78.00,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,78.60,11.22,13.66,3.50,10.80,8.10,7.30,2.40,5.16,6.06,18.00,0.00,0.00,0.00,1.00,72.51,86.88,3.35,5.54,0.00,101.30,66.90,0.00,2.00,0.00,0.00,11.00,0.00,23.00
35.00,0.00,12.76,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,14.10,37.90,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,26.70,78.30,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,78.30,11.22,13.66,3.50,10.80,8.10,7.30,2.40,4.45,5.35,18.00,0.00,0.00,0.00,1.00,70.46,86.56,3.31,5.25,0.00,101.00,67.10,0.00,2.00,0.00,0.00,11.00,0.00,23.00
36.00,0.00,13.56,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,13.60,33.50,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,26.90,78.30,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,78.50,11.22,13.66,3.50,10.80,8.10,7.30,2.40,3.58,3.80,18.00,0.00,0.00,0.00,1.00,69.10,86.97,3.35,5.12,0.00,100.50,69.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
37.00,0.00,14.06,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,13.40,30.30,8.10,0.00,15.61,2.50,17.95,14.24,13.66,17.56,1.40,0.00,26.80,77.40,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,80.00,11.22,13.66,3.50,10.80,8.10,7.30,2.40,2.83,2.53,18.00,0.00,0.00,0.00,1.00,67.51,87.04,3.40,5.02,0.00,99.20,76.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
38.00,0.00,14.87,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,13.40,27.30,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,26.70,76.50,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,81.00,11.22,13.66,3.50,10.80,8.10,7.30,2.40,2.42,2.11,18.00,0.00,0.00,0.00,1.00,65.21,86.10,3.45,5.01,0.00,98.30,81.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
39.00,0.00,13.96,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,14.30,25.30,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,26.80,75.30,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,80.20,11.22,13.66,3.50,10.80,8.10,7.30,2.40,2.04,1.72,18.00,0.00,0.00,0.00,1.00,63.23,85.35,3.47,4.95,0.00,98.70,80.30,0.00,2.00,0.00,0.00,11.00,0.00,23.00
40.00,0.00,13.87,0.00,14.00,1.45,7.50,5.80,5.90,1.50,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,15.10,23.60,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,26.70,74.10,2.45,27.00,17.56,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,79.10,11.22,13.66,3.50,10.80,8.10,7.30,2.40,1.77,1.43,18.00,0.00,0.00,0.00,1.00,62.16,85.16,3.37,4.72,0.00,98.70,78.90,0.00,2.00,0.00,0.00,11.00,0.00,23.00
