"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CS INTIPAMPA EXP","CTCASAGRANDE"
1.00,14.70,16.08,15.55,14.00,2.90,7.90,5.80,7.30,1.20,0.00,3.00,20.00,17.48,16.70,15.61,0.00,0.00,14.80,55.70,5.10,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,14.14,20.00,65.42,2.18,27.00,9.00,18.05,144.50,17.95,36.34,0.60,19.51,19.51,19.51,1.20,62.00,9.00,12.00,4.00,8.00,8.30,6.20,2.40,4.60,5.10,18.00,0.00,0.00,0.91,1.00,71.90,53.90,9.20,7.10,113.00,68.60,64.40,0.40,1.36,78.61,252.40,11.00,208.00,41.44,0.00
2.00,14.45,15.36,15.47,14.00,2.90,7.90,5.80,7.30,1.20,0.00,3.00,20.00,16.87,17.10,15.61,0.00,0.00,16.20,60.00,5.10,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,14.25,19.80,65.45,2.18,27.00,9.00,18.05,144.50,17.95,36.17,0.60,19.51,19.51,19.51,1.20,68.80,9.00,12.00,4.00,8.00,8.30,6.20,2.40,4.30,5.10,18.00,0.00,0.00,0.93,1.00,72.00,56.00,9.40,7.29,112.50,68.40,70.60,0.40,2.00,78.30,252.40,11.00,208.00,41.44,0.00
3.00,14.16,14.52,15.16,14.00,2.90,7.90,5.80,7.30,1.50,0.00,3.00,20.00,16.66,17.31,15.61,0.00,0.00,17.60,62.90,5.10,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,14.30,19.70,65.95,2.18,27.00,9.00,18.05,144.50,17.95,35.69,0.60,19.51,19.51,19.51,1.20,81.00,9.00,12.00,4.00,8.00,8.30,6.20,2.40,4.00,5.00,18.00,0.00,0.00,0.92,1.00,72.00,55.90,9.40,7.41,112.00,68.50,78.80,0.40,2.00,78.02,252.40,11.00,206.00,41.44,0.00
4.00,13.77,14.09,14.48,14.00,2.90,7.90,5.80,7.30,1.50,0.00,3.00,20.00,17.11,17.20,15.61,0.00,0.00,18.50,65.70,5.10,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,14.15,19.60,66.61,2.18,27.00,9.00,18.05,144.50,17.95,35.55,0.60,19.51,19.51,19.51,1.20,102.70,9.00,12.00,4.00,8.00,8.30,6.20,2.40,3.50,3.90,18.00,0.00,0.00,0.92,1.00,78.70,59.60,9.60,7.49,110.80,78.70,96.90,0.30,2.00,78.00,252.40,11.00,204.00,37.29,20.00
5.00,12.98,14.13,13.58,14.00,2.90,7.90,5.80,7.30,1.50,0.00,3.00,20.00,17.67,17.01,15.61,0.00,0.00,19.20,67.90,5.10,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,13.87,19.50,66.46,2.18,27.00,9.00,18.05,144.00,17.95,35.43,0.60,19.51,19.51,19.51,1.20,102.50,9.00,12.00,4.00,8.00,8.30,6.20,2.40,2.90,2.60,18.00,0.00,0.00,0.92,1.00,71.30,54.40,9.80,7.29,110.00,78.90,95.10,0.20,2.00,77.89,252.40,11.00,199.00,33.15,20.00
6.00,11.94,14.06,12.38,14.00,2.90,7.90,5.80,7.30,1.50,0.00,3.00,20.00,17.61,16.91,15.61,0.00,0.00,20.10,69.50,5.10,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,13.70,19.50,66.05,2.18,27.00,9.00,18.05,143.30,17.95,35.40,0.60,19.51,19.51,19.51,1.20,111.00,9.00,12.00,4.00,8.00,8.30,6.20,2.40,3.00,2.40,18.00,0.00,0.00,0.77,1.00,70.00,53.60,9.60,7.01,108.30,78.70,102.40,0.20,2.00,77.29,252.40,11.00,194.00,29.01,20.00
7.00,10.86,14.16,11.09,14.00,2.90,7.90,5.80,7.30,1.50,0.00,3.00,20.00,17.16,16.68,15.61,0.00,0.00,21.10,69.00,5.10,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,13.55,19.70,65.07,2.18,27.00,9.00,18.05,139.30,17.95,34.75,0.60,19.51,19.51,19.51,1.20,115.70,9.00,12.00,4.00,8.00,8.30,6.20,2.40,3.40,2.70,18.00,0.00,0.00,0.75,1.00,68.40,53.70,9.10,6.71,108.80,70.50,107.20,0.10,2.00,76.09,252.40,11.00,185.00,24.86,20.00
8.00,9.56,14.28,9.93,14.00,2.90,7.90,5.80,7.30,1.50,0.00,3.00,20.00,16.24,16.31,15.61,0.00,0.00,21.60,68.60,5.10,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,13.29,19.20,63.91,2.18,27.00,9.00,18.05,132.70,17.95,33.02,0.60,19.51,19.51,19.51,1.20,119.70,9.00,12.00,4.00,8.00,8.30,6.20,2.40,3.30,2.50,18.00,0.00,0.00,0.70,1.00,66.80,53.60,8.60,6.42,104.50,66.20,111.60,0.10,2.00,75.19,252.40,11.00,176.00,20.72,20.00
9.00,7.83,14.16,8.38,14.00,2.90,7.90,5.80,7.30,1.50,0.00,3.00,20.00,14.73,15.70,15.61,0.00,0.00,22.00,68.40,4.60,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,12.78,18.60,63.20,2.18,27.00,9.00,18.05,132.20,17.95,30.81,0.60,19.51,19.51,19.51,1.20,121.50,9.00,12.00,4.00,8.00,8.30,6.20,2.40,3.20,2.20,18.00,0.00,0.00,0.59,1.00,65.20,53.00,8.10,6.12,100.00,64.90,114.60,0.10,2.00,72.38,252.40,11.00,143.00,16.58,20.00
10.00,5.28,13.98,5.63,14.00,2.90,7.90,5.80,7.30,1.50,0.00,3.00,20.00,12.71,14.80,15.61,0.00,0.00,21.70,68.20,6.80,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,11.97,18.60,62.64,2.18,27.00,9.00,18.05,129.30,17.95,27.92,0.60,19.51,19.51,19.51,1.20,123.00,9.00,12.00,4.00,8.00,8.30,6.20,2.40,3.20,2.10,18.00,0.00,0.00,0.43,1.00,62.60,52.00,7.60,5.82,94.10,63.40,116.70,0.10,2.00,63.97,249.40,11.00,109.00,12.43,20.00
11.00,2.79,14.02,3.11,14.00,2.90,7.90,5.80,7.30,1.50,0.00,3.00,20.00,5.71,12.77,15.61,0.00,0.00,21.20,67.80,7.00,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,9.98,18.90,61.39,2.18,27.00,9.00,18.05,102.40,17.95,20.17,0.60,19.51,19.51,19.51,1.20,123.40,9.00,12.00,4.00,8.00,8.30,6.20,2.40,3.30,2.10,18.00,0.00,0.00,0.37,1.00,59.60,49.70,7.10,5.36,84.60,61.40,116.00,0.10,2.00,45.64,218.90,11.00,55.00,8.29,20.00
12.00,1.11,13.99,0.91,14.00,2.90,7.90,5.80,7.30,1.50,0.00,3.00,20.00,0.48,8.74,15.61,0.00,0.00,20.30,66.90,7.00,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,6.10,19.00,59.90,2.18,27.00,9.00,18.05,69.10,17.95,10.52,0.60,19.51,19.51,19.51,1.20,123.40,9.00,12.00,4.00,8.00,8.30,6.20,2.40,3.10,2.00,18.00,0.00,0.00,0.25,1.00,57.50,47.80,6.20,4.86,64.10,59.80,114.80,0.00,2.00,21.57,144.80,11.00,2.00,4.14,20.00
13.00,0.24,14.10,0.02,14.00,2.90,7.90,5.80,7.30,1.50,0.00,3.00,20.00,0.00,4.00,15.61,0.00,0.00,19.30,64.80,7.00,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,1.93,19.10,58.45,2.18,27.00,9.00,18.05,24.30,17.95,4.11,0.60,19.51,19.51,19.51,1.20,122.00,9.00,12.00,4.00,8.00,8.30,6.20,2.40,2.80,1.80,18.00,0.00,0.00,0.09,1.00,55.70,46.70,5.20,4.01,28.90,59.10,111.80,0.00,2.00,7.47,40.40,11.00,1.00,2.07,20.00
