"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,68.32,28.41,67.46,389.03,127.18,3.99,4.19,110.91,16.77,1.08,15.16,14.99,84.10,5.16,2.83,164.71,112.91,89.45,23.68,0.00,100.00,34.42,4.21,6.88,88.12,0.00,6.39,9.98,4.62,3.47,0.00,0.00,0.00,67.83,67.42,68.21,57.51,0.00,0.00,0.00,0.00,0.00,53.66,45.31,36.86,30.75,30.82,30.70,30.70,20.51,20.51,0.00,0.00,204.20,4.34,20.35
2.00,45.76,30.10,67.46,367.76,120.22,3.99,4.19,110.91,16.77,1.08,15.16,14.99,81.80,5.16,2.83,164.71,112.91,89.45,23.68,0.00,100.00,34.42,4.21,6.88,88.12,0.00,6.39,9.98,50.88,3.47,11.83,0.00,0.00,57.51,67.42,68.21,67.65,0.00,0.00,0.00,0.00,0.00,53.66,28.96,0.00,30.75,30.82,30.70,30.70,20.51,20.51,0.00,0.00,204.20,4.34,20.35
3.00,50.25,30.10,67.46,404.40,132.20,3.99,4.19,110.91,16.77,1.08,15.16,14.99,82.11,5.16,2.83,164.71,112.91,89.45,23.68,0.00,100.00,34.42,4.21,6.88,88.12,0.00,6.39,9.98,53.60,3.47,12.46,0.00,0.00,38.00,67.42,68.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.31,0.00,30.75,30.82,30.70,30.70,20.51,20.51,0.00,0.00,204.20,4.34,20.35
4.00,50.55,30.10,67.46,397.94,130.09,3.99,4.19,110.91,16.77,1.08,15.16,14.99,82.43,5.16,2.83,164.71,112.91,89.45,23.68,0.00,100.00,34.42,4.21,6.88,88.12,0.00,6.39,9.98,51.51,3.47,11.97,0.00,0.00,52.66,67.42,52.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.18,0.00,30.75,30.82,30.70,30.70,20.51,20.51,0.00,0.00,204.20,4.34,20.35
5.00,72.37,30.10,67.46,406.62,132.93,3.99,4.19,110.91,16.77,1.08,15.16,14.99,81.81,5.16,2.83,164.71,112.91,89.45,23.68,0.00,100.00,34.42,4.21,6.88,88.12,0.00,6.39,9.98,50.97,3.47,11.85,0.00,0.00,0.00,0.00,20.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.31,43.62,30.75,30.82,30.70,30.70,20.51,20.51,0.00,0.00,204.20,4.34,20.35
6.00,72.37,30.10,67.46,406.64,132.93,3.99,4.19,110.91,16.77,1.08,15.16,14.99,82.32,5.16,2.83,164.71,112.91,89.45,23.68,0.00,100.00,34.42,4.21,6.88,88.12,0.00,6.39,9.98,53.35,3.47,12.40,0.00,0.00,20.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.74,46.21,30.75,30.82,30.70,30.70,20.51,20.51,0.00,0.00,204.20,4.34,20.35
7.00,72.37,30.10,67.46,402.23,131.49,3.99,4.19,110.91,16.77,1.08,15.16,14.99,82.28,5.16,2.83,164.71,112.91,89.45,23.68,0.00,100.00,34.42,4.21,6.88,88.12,0.00,6.39,9.98,42.41,3.47,9.86,0.00,0.00,20.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.67,46.88,40.76,30.75,30.82,30.70,30.70,20.51,20.51,0.00,0.00,204.20,4.34,20.35
8.00,72.37,30.10,67.46,410.26,134.12,3.99,4.19,110.91,16.77,1.08,15.16,14.99,86.16,5.16,2.83,164.71,112.91,89.45,23.68,0.00,100.00,34.42,4.21,6.88,88.12,0.00,6.39,9.98,60.59,3.47,14.08,0.00,0.00,20.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.67,47.62,45.05,30.75,30.82,30.70,30.70,20.51,20.51,0.00,0.00,204.20,4.34,20.35
9.00,72.37,30.10,67.46,382.54,125.05,3.99,4.19,110.91,16.77,1.08,15.16,14.99,82.11,5.16,2.83,164.71,112.91,89.45,23.68,0.00,101.24,34.42,4.21,6.88,88.12,0.00,6.39,9.98,64.66,3.47,15.03,0.00,0.00,20.51,0.00,20.51,0.00,0.00,0.00,0.00,0.00,0.00,66.67,47.48,49.55,30.75,30.82,30.70,30.70,0.00,20.51,0.00,0.00,204.20,4.34,20.35
10.00,70.90,29.48,67.46,299.98,98.07,3.99,4.19,110.91,16.77,1.08,15.16,14.99,82.11,5.16,2.83,164.71,112.91,89.45,23.68,0.00,100.00,34.42,4.21,6.88,88.12,0.00,6.39,9.98,30.00,3.47,6.97,0.00,0.00,20.51,0.00,20.51,0.00,0.00,0.00,0.00,0.00,0.00,66.67,46.22,40.78,30.75,30.82,30.70,30.70,0.00,20.51,0.00,0.00,204.20,4.34,20.35
