"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,68.32,28.27,67.13,637.20,207.29,3.76,0.00,102.59,17.74,0.45,17.97,14.92,76.77,5.13,2.82,116.20,110.17,90.15,0.00,12.00,72.99,17.17,1.97,6.88,43.84,0.00,6.39,9.00,85.48,3.45,19.77,144.33,144.33,0.00,67.10,67.88,43.60,184.17,197.14,184.23,1.46,0.00,53.40,37.06,45.12,28.39,0.00,12.09,0.00,0.00,85.00,20.62,110.22,0.00
2.00,69.58,28.80,67.13,637.20,207.29,3.76,0.00,102.59,17.74,0.45,17.97,14.92,87.77,5.13,2.82,116.20,110.21,90.15,0.00,12.00,72.99,17.17,1.97,6.88,43.84,0.00,6.39,9.00,85.48,3.45,19.77,150.52,144.33,0.00,67.10,67.88,24.18,184.17,197.14,184.23,3.05,0.00,75.00,40.52,46.23,28.39,18.28,18.25,0.00,0.00,85.00,20.62,110.22,0.00
3.00,70.72,29.27,67.13,637.20,207.29,3.76,0.00,102.59,17.74,0.45,17.97,14.92,89.78,5.13,2.82,116.20,108.44,90.15,0.00,12.00,72.99,17.17,1.97,6.88,43.84,0.00,6.39,9.00,85.48,3.45,19.77,144.33,144.33,0.00,67.10,67.88,47.50,184.17,182.50,184.23,4.45,0.00,75.00,40.94,46.51,28.39,29.07,28.95,0.00,0.00,87.27,20.62,110.22,0.00
4.00,70.85,29.32,67.13,637.20,207.29,3.76,0.00,102.59,17.74,0.45,17.97,14.92,94.25,5.13,2.82,116.20,108.13,90.15,0.00,19.62,72.99,17.17,1.97,6.88,43.84,0.00,6.39,9.00,85.48,3.45,19.77,144.33,144.33,0.00,67.10,67.88,47.19,184.17,187.94,184.23,4.29,0.00,60.06,41.44,46.58,28.39,27.84,27.73,0.00,0.00,87.27,20.62,110.22,0.00
5.00,72.37,29.95,67.13,637.20,207.29,3.76,0.00,102.59,17.74,0.45,17.97,14.92,113.06,5.13,2.82,116.20,110.86,90.15,0.00,33.00,72.99,17.17,1.97,6.88,43.84,0.00,6.39,9.00,85.48,3.45,19.77,220.39,0.00,0.00,67.10,67.88,38.10,184.17,188.35,184.23,1.67,0.00,56.33,45.36,47.08,28.39,15.38,0.00,0.00,0.00,87.27,20.62,110.22,0.00
6.00,70.37,29.95,67.13,637.20,207.29,3.76,0.00,102.59,17.74,0.45,17.97,14.92,91.94,5.13,2.82,116.20,104.25,90.15,0.00,33.00,72.99,17.17,1.97,6.88,43.84,0.00,6.39,9.00,85.48,3.45,19.77,210.87,0.00,0.00,67.10,67.88,37.70,184.17,188.35,184.23,1.86,0.00,56.73,40.94,46.43,28.39,18.25,0.00,0.00,0.00,87.27,20.62,110.22,0.00
7.00,64.13,29.95,67.13,637.20,207.29,3.76,0.00,102.59,17.74,0.45,17.97,14.92,92.40,5.13,2.82,116.20,102.49,90.15,0.00,33.00,72.99,17.17,1.97,6.88,43.84,0.00,6.39,9.00,85.48,3.45,19.77,211.89,0.00,0.00,67.10,67.88,26.87,184.17,183.09,184.23,2.22,0.00,75.00,30.46,44.42,28.39,11.88,11.88,0.00,0.00,87.27,20.62,110.22,0.00
8.00,74.01,29.95,67.13,637.20,207.29,3.76,0.00,102.59,17.74,0.45,17.97,14.92,92.64,5.13,2.82,116.20,100.42,90.15,0.00,12.00,72.99,17.17,1.97,6.88,43.84,0.00,6.39,9.00,85.48,3.45,19.77,169.12,0.00,0.00,67.10,67.88,20.62,184.17,181.99,184.23,0.00,0.00,75.00,50.19,47.88,28.39,0.00,0.00,0.00,0.00,87.27,48.01,110.22,0.00
9.00,72.98,29.95,67.13,637.20,207.29,3.76,0.00,102.59,17.74,0.45,17.97,14.92,92.33,5.13,2.82,116.20,95.18,90.15,0.00,12.00,72.99,17.17,1.97,6.88,43.84,0.00,6.39,0.00,85.48,3.45,19.77,152.43,0.00,0.00,67.10,29.00,29.00,184.17,182.65,184.23,0.00,0.00,75.00,42.43,46.73,28.39,0.00,0.00,0.00,0.00,85.00,59.49,110.22,0.00
10.00,70.37,29.95,67.13,637.20,207.29,3.76,0.00,102.59,17.74,0.45,17.97,14.92,92.33,5.13,2.82,116.20,89.16,90.15,0.00,13.63,72.99,17.17,1.97,6.88,43.84,0.00,6.39,0.00,85.48,3.45,19.77,0.00,0.00,0.00,67.10,20.62,35.04,184.17,175.19,184.23,0.00,0.00,75.00,40.87,46.50,28.39,0.00,0.00,0.00,0.00,85.00,61.83,110.22,0.00
