"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI"
1.00,0.10,21.33,0.00,14.00,4.20,8.20,4.30,9.55,2.50,0.00,3.30,0.00,0.00,0.02,9.00,0.00,10.00,4.60,20.00,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,0.00,1.40,4.00,2.27,26.10,14.56,19.11,0.02,17.96,0.00,0.60,6.00,6.00,7.00,1.20,10.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,14.80,16.80,18.90,0.00,0.00,0.11,1.00,1.68,2.73,0.41,0.48,0.03,1.20,10.00,0.00,1.40,0.04,0.00,15.00
2.00,0.00,21.39,0.00,14.00,4.20,8.20,4.30,9.55,2.90,0.00,3.30,0.00,0.00,0.00,9.00,0.00,10.00,4.60,22.00,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,0.00,1.90,5.86,2.27,26.40,14.56,19.11,0.00,17.96,0.00,0.60,6.00,6.00,7.00,1.20,10.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,14.40,16.50,18.90,0.00,0.00,0.05,1.00,1.63,3.24,0.34,0.39,0.00,1.40,10.00,0.00,1.42,0.00,0.00,15.00
3.00,0.00,21.18,0.00,14.00,4.20,8.20,4.30,9.55,2.90,0.00,3.30,0.00,0.00,0.00,9.00,0.00,10.00,4.00,23.00,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,0.00,2.60,6.45,2.27,26.70,14.56,19.11,0.00,17.96,0.00,0.60,6.00,6.00,7.00,1.20,10.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,14.00,16.30,18.90,0.00,0.00,0.00,1.00,2.00,2.00,0.30,0.33,0.00,1.90,10.00,0.00,1.42,0.00,0.00,0.00
4.00,0.00,21.09,0.00,14.00,4.20,8.20,4.30,9.55,2.90,0.00,3.30,0.00,0.00,0.00,9.00,0.00,10.00,3.60,28.00,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,0.00,3.30,7.44,2.27,26.90,14.56,19.11,0.00,17.96,0.00,0.60,6.00,6.00,7.00,1.20,10.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,13.40,16.00,18.90,0.00,0.00,0.00,1.00,3.00,4.00,0.27,0.27,0.00,2.80,10.00,0.00,1.50,0.00,0.00,0.00
5.00,0.00,20.62,0.00,14.00,4.20,8.20,4.30,9.55,2.90,0.00,3.30,0.00,0.00,0.00,9.00,0.00,10.00,4.00,30.00,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,0.00,3.60,8.18,2.27,26.90,14.56,19.11,0.00,17.96,0.00,0.60,6.00,6.00,7.00,1.20,10.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,12.30,15.50,18.90,0.00,0.00,0.00,1.00,4.00,5.00,0.29,0.22,0.00,4.00,8.00,0.00,1.53,0.00,0.00,0.00
6.00,0.00,21.27,0.00,14.00,4.20,8.20,4.30,9.55,2.90,0.00,3.30,0.00,0.00,0.00,9.00,0.00,10.00,3.40,31.00,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,0.00,3.90,8.69,2.27,27.00,14.56,19.11,0.00,17.96,0.00,0.60,6.00,6.00,7.00,1.20,8.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,11.40,15.00,18.90,0.00,0.00,0.00,1.00,5.00,6.00,0.34,0.19,0.00,6.00,8.00,0.00,1.53,0.00,0.00,0.00
7.00,0.00,21.42,0.00,14.00,4.20,8.20,4.30,9.55,2.90,0.00,3.30,0.00,0.00,0.00,9.00,0.00,10.00,3.00,32.00,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,0.00,4.10,7.00,2.27,27.00,14.56,19.11,0.00,17.96,0.00,0.60,6.00,6.00,7.00,1.20,8.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,10.90,14.50,18.90,0.00,0.00,0.00,1.00,5.00,8.00,0.41,0.19,0.00,5.00,8.00,0.00,1.49,0.00,0.00,0.00
8.00,0.00,21.59,0.00,14.00,4.20,8.20,4.30,9.55,2.90,0.00,3.30,0.00,0.00,0.00,9.00,0.00,10.00,2.60,32.90,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,0.00,4.30,6.00,2.27,27.00,14.56,19.11,0.00,17.96,0.00,0.60,6.00,6.00,7.00,1.20,8.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,10.50,14.10,18.90,0.00,0.00,0.00,1.00,6.00,9.00,0.48,0.20,0.00,8.00,7.00,0.00,1.54,0.00,0.00,0.00
9.00,0.00,21.38,0.00,14.00,4.20,8.20,4.30,9.55,2.90,0.00,3.30,0.00,0.00,0.00,9.00,0.00,10.00,2.20,29.80,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,0.00,4.30,5.00,2.27,27.20,14.56,19.11,0.00,17.96,0.00,0.60,6.00,6.00,7.00,1.20,8.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,10.00,13.90,18.90,0.00,0.00,0.00,1.00,6.00,10.00,0.58,0.24,0.00,9.00,7.00,0.00,1.45,0.00,0.00,0.00
10.00,0.00,21.38,0.00,14.00,4.20,8.20,4.30,9.55,2.90,0.00,3.30,0.00,0.00,0.00,9.00,0.00,10.00,2.00,26.60,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,0.00,4.20,3.00,2.27,27.20,14.56,19.11,0.00,17.96,0.00,0.60,6.00,6.00,7.00,1.20,5.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,9.70,13.70,18.90,0.00,0.00,0.00,1.00,7.00,12.00,0.68,0.30,0.00,5.00,7.00,0.00,1.43,0.00,0.00,0.00
