"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,85.52,5.13,2.82,155.40,112.36,88.65,35.71,4.12,199.95,13.33,1.97,6.88,84.92,6.39,0.00,4.64,5.46,0.00,144.33,144.33,0.00,55.29,62.85,55.48,179.31,0.00,179.37,0.00,67.01,30.93,20.62,20.62,57.49,30.67,30.56,30.55,35.31,35.32,20.62,20.62,203.20
2.00,48.41,28.78,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,81.74,5.13,2.82,155.40,112.36,88.65,35.71,32.05,199.95,13.33,1.97,6.88,84.92,6.39,0.00,46.80,5.46,10.83,144.33,144.33,0.00,35.75,35.86,35.78,143.69,0.00,143.74,0.00,67.01,30.93,40.25,40.23,57.49,30.67,30.56,30.55,35.02,35.03,20.62,20.62,203.20
3.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,84.76,5.13,2.82,155.40,112.36,88.65,35.71,4.12,199.95,13.33,1.97,6.88,84.92,6.39,0.00,4.64,5.46,0.00,173.17,0.00,0.00,57.80,63.34,58.00,184.17,0.00,184.23,0.00,67.01,30.93,0.00,36.57,57.49,30.67,30.56,30.55,35.31,35.32,20.62,20.62,203.20
4.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,83.52,5.13,2.82,155.40,112.36,88.65,35.71,4.12,199.95,13.33,1.97,6.88,84.92,6.39,0.00,69.68,5.46,16.12,169.57,0.00,0.00,57.77,63.40,57.97,180.99,0.00,181.06,0.00,67.01,30.93,0.00,31.77,57.49,30.67,30.56,30.55,35.02,35.03,29.90,29.90,203.20
5.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,79.75,5.13,2.82,155.40,112.36,88.65,35.71,4.12,199.95,13.33,1.97,6.88,84.92,6.39,0.00,69.96,5.46,16.18,168.70,0.00,0.00,67.10,67.88,0.00,181.91,0.00,181.98,0.00,67.01,30.93,0.00,66.47,57.49,30.67,30.56,30.55,35.17,35.18,24.42,24.42,203.20
6.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,83.67,5.13,2.82,155.40,112.36,88.65,35.71,4.12,199.95,13.33,1.97,6.88,84.92,6.39,0.00,4.64,5.46,0.00,174.04,0.00,0.00,52.00,52.56,0.00,184.17,0.00,184.23,0.00,67.01,30.93,45.33,45.29,57.49,30.67,30.56,30.55,35.17,35.18,20.62,20.62,203.20
7.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,81.71,5.13,2.82,155.40,112.36,88.65,35.71,4.12,199.95,13.33,1.97,6.88,84.92,6.39,0.00,4.64,5.46,0.00,175.35,0.00,0.00,36.69,36.82,36.72,179.00,0.00,179.06,0.00,67.01,30.93,49.92,42.20,57.49,30.67,30.56,30.55,35.31,35.32,20.62,20.62,203.20
8.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,60.00,5.13,2.82,155.40,112.36,88.65,35.71,4.12,199.95,13.33,1.97,6.88,84.92,6.39,0.00,74.67,5.46,17.27,174.50,0.00,0.00,0.00,67.88,67.33,150.06,0.00,150.11,0.00,0.00,76.30,42.45,29.22,57.49,30.67,30.56,30.55,35.02,35.03,40.08,40.08,203.20
9.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,60.00,5.13,2.82,155.40,112.36,88.65,35.71,4.12,199.95,13.33,1.97,6.88,84.92,6.39,0.00,75.65,5.46,17.50,171.48,0.00,0.00,0.00,67.88,67.33,118.20,0.00,118.22,0.00,0.00,71.13,41.00,29.98,57.49,30.67,30.56,30.55,35.17,35.18,53.30,53.29,203.20
10.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,60.00,5.13,2.82,155.40,112.36,88.65,35.71,24.74,199.95,13.33,1.97,6.88,84.92,6.39,0.00,4.64,5.46,0.00,162.73,0.00,0.00,0.00,67.88,61.17,108.45,0.00,108.46,0.00,0.00,69.88,44.20,29.93,57.49,30.67,30.56,30.55,35.31,35.32,48.22,48.22,203.20
11.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,60.00,5.13,2.82,155.40,15.00,88.65,35.71,4.12,199.95,13.33,1.97,6.88,84.92,6.39,0.00,57.96,5.46,13.41,144.33,144.33,0.00,0.00,47.05,22.21,113.51,0.00,113.53,0.00,0.00,71.21,46.24,46.20,57.49,30.67,30.56,30.55,35.02,35.03,43.39,43.38,203.20
12.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,70.00,5.13,2.82,155.40,15.00,88.65,35.71,4.12,199.95,13.33,1.97,6.88,84.92,6.39,0.00,4.64,5.46,0.00,144.33,144.33,0.00,0.00,52.02,33.05,121.50,0.00,121.52,0.00,0.00,76.30,51.19,41.26,57.49,30.67,30.56,30.55,35.17,35.18,48.15,48.15,203.20
13.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,70.00,5.13,2.82,155.40,30.00,88.65,35.71,4.12,199.95,13.33,1.97,6.88,84.92,6.39,0.00,67.09,5.46,15.52,144.33,144.33,0.00,62.13,62.88,20.62,113.50,0.00,113.52,0.00,0.00,75.00,51.19,41.26,57.49,30.67,30.56,30.55,35.17,35.18,55.80,55.79,203.20
14.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,70.00,5.13,2.82,155.40,30.00,88.65,35.71,35.37,199.95,13.33,1.97,6.88,84.92,6.39,0.00,75.42,5.46,17.44,209.64,0.00,0.00,66.90,20.62,67.12,139.28,0.00,139.32,0.00,67.01,59.74,0.00,66.47,57.49,30.67,30.56,30.55,35.17,35.18,55.80,55.79,203.20
15.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,70.00,5.13,2.82,155.40,30.00,88.65,35.71,35.37,199.95,13.33,1.97,6.88,84.92,6.39,0.00,75.98,5.46,17.58,228.46,0.00,0.00,61.76,64.17,29.67,184.17,0.00,184.23,0.00,71.64,67.79,27.55,27.99,57.49,30.67,30.56,30.55,35.17,35.18,55.80,55.79,203.20
16.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,70.00,5.13,2.82,155.40,30.00,88.65,35.71,35.37,199.95,13.33,1.97,6.88,84.92,6.39,0.00,85.48,5.46,19.77,228.46,0.00,0.00,26.19,55.00,26.20,184.17,0.00,184.23,0.00,74.91,76.30,42.09,51.29,57.49,30.67,30.56,30.55,35.17,35.18,102.46,102.41,203.20
17.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,70.00,5.13,2.82,155.40,50.00,88.65,35.71,35.37,199.95,13.33,1.97,6.88,84.92,6.39,0.00,85.48,5.46,19.77,228.46,0.00,0.00,49.04,62.50,49.17,184.17,0.00,184.23,0.00,74.91,76.30,27.61,28.20,57.49,30.67,30.56,30.55,35.17,35.18,104.17,104.13,203.20
18.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,70.00,5.13,2.82,155.40,50.00,88.65,35.71,35.37,199.95,13.33,1.97,6.88,84.92,6.39,0.00,85.48,5.46,19.77,228.46,0.00,0.00,63.56,60.88,60.36,184.17,0.00,184.23,0.00,74.91,76.30,34.36,37.44,57.49,30.67,30.56,30.55,35.17,35.18,110.26,110.22,203.20
19.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,70.00,5.13,2.82,155.40,50.00,88.65,35.71,35.37,199.95,13.33,1.97,6.88,84.92,6.39,0.00,85.48,5.46,19.77,228.46,0.00,0.00,64.34,64.28,63.74,184.17,0.00,184.23,0.00,74.91,76.30,36.14,40.38,57.49,30.67,30.56,30.55,35.31,35.32,110.26,110.22,203.20
20.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,70.00,5.13,2.82,155.40,50.00,88.65,35.71,35.37,199.95,13.33,1.97,6.88,84.92,6.39,0.00,85.48,5.46,19.77,228.46,0.00,0.00,50.36,50.87,60.28,184.17,0.00,184.23,0.00,74.91,76.30,27.20,27.72,57.49,30.67,30.56,30.55,35.17,35.18,97.74,97.70,203.20
21.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,70.00,5.13,2.82,155.40,112.36,88.65,35.71,29.05,199.95,13.33,1.97,6.88,84.92,6.39,0.00,68.70,5.46,15.89,144.33,144.33,0.00,59.61,47.18,46.91,168.45,0.00,168.51,0.00,71.34,64.09,25.09,25.31,57.49,30.67,30.56,30.55,35.02,35.03,37.70,37.69,203.20
22.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,14.58,3.12,28.21,14.92,70.00,5.13,2.82,155.40,112.36,88.65,35.71,35.37,199.95,13.33,1.97,6.88,84.92,6.39,0.00,69.35,5.46,16.04,0.00,228.19,0.00,66.63,67.39,20.62,168.82,0.00,168.89,0.00,71.46,65.88,27.40,27.96,57.49,30.67,30.56,30.55,35.17,35.18,20.62,20.62,203.20
