"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2"
1.00,65.84,29.98,67.20,629.11,204.86,2.55,2.67,110.48,19.21,4.53,41.90,0.00,142.00,7.45,4.09,164.07,112.47,132.84,47.08,160.01,34.29,5.06,6.88,87.77,0.00,6.39,9.98,62.65,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
2.00,65.84,29.98,67.20,629.11,204.86,2.55,2.67,110.48,19.21,4.53,41.90,0.00,141.42,7.45,4.09,164.07,112.47,132.84,47.08,160.01,34.29,5.06,6.88,87.77,0.00,6.39,9.98,62.65,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
3.00,65.84,29.98,67.20,629.11,204.86,2.55,2.67,110.48,19.21,4.53,41.90,0.00,141.70,7.45,4.09,164.07,112.47,132.84,47.08,160.01,34.29,5.06,6.88,87.77,0.00,6.39,9.98,61.56,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
4.00,65.84,29.98,67.20,629.11,204.86,2.55,2.67,110.48,19.21,4.53,41.90,0.00,142.44,7.45,4.09,164.07,112.47,132.84,47.08,160.01,34.29,5.06,6.88,87.77,0.00,6.39,9.98,63.52,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
5.00,65.84,29.98,67.20,629.11,204.86,2.55,2.67,110.48,19.21,4.53,41.90,0.00,142.44,7.45,4.09,164.07,112.47,132.84,47.08,160.01,34.29,5.06,6.88,87.77,0.00,6.39,9.98,62.87,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
6.00,65.84,29.98,67.20,629.11,204.86,2.55,2.67,110.48,19.21,4.53,41.90,0.00,142.00,7.45,4.09,164.07,112.47,132.84,47.08,160.01,34.29,5.06,6.88,87.77,0.00,6.39,9.98,56.52,10.52,19.79,228.68,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
7.00,65.84,29.98,67.20,629.11,204.86,2.55,2.67,110.48,19.21,4.53,41.90,0.00,142.00,7.45,4.09,164.07,102.76,132.84,45.00,160.01,34.29,5.06,6.88,87.77,0.00,6.39,9.98,0.00,10.52,14.50,221.43,221.06,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,85.00,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
8.00,65.84,29.98,67.20,629.11,204.86,2.55,2.67,110.48,19.21,4.53,41.90,0.00,134.63,7.45,4.09,164.07,59.46,132.84,45.00,160.01,34.29,5.06,6.88,87.77,0.00,6.39,9.98,0.00,10.52,14.50,0.00,228.42,67.54,67.14,67.92,67.37,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,85.00,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
9.00,65.84,29.98,67.20,596.93,194.38,2.55,2.67,110.48,19.21,4.53,41.90,0.00,140.81,7.45,4.09,164.07,55.90,132.84,45.00,160.01,34.29,5.06,6.88,87.77,0.00,0.00,9.98,0.00,10.52,14.50,144.24,150.42,67.56,67.15,67.93,67.38,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,85.00,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
10.00,65.84,29.98,67.20,596.93,194.38,2.55,2.67,110.48,19.21,4.53,41.90,0.00,136.40,7.45,4.09,164.07,55.90,132.84,45.00,160.01,34.29,5.06,6.88,87.77,0.00,6.39,9.98,0.00,10.52,14.50,160.40,154.36,67.56,67.15,67.93,67.38,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,85.00,87.36,110.37,110.32,203.40,19.44,20.27,0.00,0.00
