"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE"
1.00,0.00,17.71,0.00,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,13.46,25.90,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,8.20,16.84,2.60,26.90,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,14.00,11.80,13.66,3.50,10.80,7.49,8.60,2.40,0.92,0.67,18.90,0.00,0.00,0.00,0.00,16.70,10.60,1.30,0.95,0.00,28.80,11.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
2.00,0.00,17.57,0.00,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,14.19,24.70,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,8.60,16.00,2.60,26.90,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,13.00,11.80,13.66,3.50,10.80,7.49,8.60,2.40,0.89,0.62,18.90,0.00,0.00,0.00,0.00,15.70,9.50,1.20,0.77,0.00,30.10,10.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
3.00,0.00,17.78,0.00,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,15.27,23.00,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,9.10,15.60,2.60,26.90,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,12.00,11.80,13.66,3.50,10.80,7.49,8.60,2.40,0.83,0.56,18.90,0.00,0.00,0.00,0.00,15.50,9.30,1.10,0.73,0.00,31.90,10.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
4.00,0.00,17.69,0.00,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,16.45,19.40,8.00,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,9.60,15.49,2.60,26.90,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,12.00,11.80,13.66,3.50,10.80,7.49,8.60,2.40,0.75,0.49,18.90,0.00,0.00,0.00,0.00,16.10,9.20,1.00,0.73,0.00,32.70,11.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
5.00,0.00,17.83,0.00,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.00,0.00,17.56,0.00,0.00,17.61,16.80,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,9.40,15.68,2.60,26.90,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,12.00,11.80,13.66,3.50,10.80,7.49,8.60,2.40,0.92,0.64,18.90,0.00,0.00,0.00,0.00,17.90,10.80,1.00,0.76,0.00,33.20,11.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
6.00,0.01,17.81,0.05,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,0.11,0.10,17.56,0.00,0.00,18.74,15.10,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,0.00,9.20,15.96,2.60,27.00,19.51,18.05,2.69,18.05,0.62,0.60,19.51,19.51,19.51,2.40,12.00,11.80,13.66,3.50,10.80,7.49,8.60,2.40,1.18,0.85,18.90,0.00,0.00,0.00,0.00,19.60,12.50,1.00,0.81,2.15,32.40,11.00,0.00,2.00,0.28,0.00,11.00,0.00,23.00
7.00,0.19,17.41,0.67,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,1.04,1.93,17.56,0.00,0.00,19.22,13.80,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,1.80,9.10,16.34,2.60,27.00,19.51,18.05,31.84,18.05,6.22,0.60,19.51,19.51,19.51,2.40,13.00,11.80,13.66,3.50,10.80,7.49,8.60,2.40,1.32,1.05,18.90,0.00,0.00,0.00,0.00,20.90,14.20,1.00,0.76,28.58,31.10,12.00,0.00,2.00,12.12,21.07,11.00,37.00,23.00
8.00,0.82,17.44,1.86,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,2.61,5.39,17.56,0.00,0.00,19.46,13.60,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,6.28,9.00,16.57,2.60,27.00,19.51,18.05,76.07,18.05,15.12,0.60,19.51,19.51,19.51,2.40,12.00,11.80,13.66,3.50,10.80,7.49,8.60,2.40,1.44,1.23,18.90,0.00,0.00,0.00,0.00,22.40,15.80,1.10,0.67,54.49,32.30,13.00,0.00,2.00,40.77,64.62,11.00,75.00,23.00
9.00,2.60,17.71,3.18,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,5.32,11.35,17.56,0.00,0.00,19.39,13.60,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,11.08,9.00,16.66,2.60,27.00,19.51,18.05,115.44,18.05,26.60,0.60,19.51,19.51,19.51,2.40,12.00,11.80,13.66,3.50,10.80,7.49,8.60,2.40,1.62,1.33,18.90,0.00,0.00,0.03,0.00,24.50,16.90,1.10,0.68,82.46,34.40,13.00,0.00,2.00,63.61,126.73,11.00,128.00,23.00
10.00,5.17,17.72,5.89,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,11.75,16.16,17.56,0.00,0.00,19.21,16.50,7.90,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,13.84,9.10,16.56,2.60,27.00,19.51,18.05,139.42,18.05,33.28,0.60,19.51,19.51,19.51,2.40,13.00,11.80,13.66,3.50,10.80,7.49,8.60,2.40,1.82,1.40,18.90,0.00,0.00,0.05,0.00,26.60,20.40,1.20,0.73,98.78,36.90,13.00,0.00,2.00,75.71,197.42,11.00,180.00,23.00
