"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,78.57,30.10,45.47,599.98,196.14,3.99,4.19,110.91,19.29,1.08,25.36,9.86,60.00,5.16,2.83,164.71,112.91,133.36,23.31,0.00,171.67,34.42,4.21,6.88,88.12,0.00,6.39,9.98,79.78,5.49,18.54,0.00,0.00,0.00,0.00,34.18,34.18,97.00,0.00,97.00,0.00,72.83,66.67,48.96,59.18,44.70,30.82,30.70,30.70,35.67,20.51,91.27,0.00,204.20,3.01,20.35
2.00,78.57,30.10,45.47,599.98,196.14,3.99,4.19,110.91,19.29,1.08,25.36,9.86,60.00,5.16,2.83,164.71,112.91,133.36,23.31,0.00,175.27,34.42,4.21,6.88,88.12,0.00,6.39,9.98,83.56,5.49,19.42,0.00,0.00,0.00,0.00,68.21,20.51,97.75,0.00,97.75,0.00,75.28,62.36,49.52,60.69,44.70,30.82,30.70,30.70,20.51,20.51,100.43,0.00,204.20,3.01,20.35
3.00,78.57,30.10,45.47,599.98,196.14,3.99,4.19,110.91,19.29,1.08,25.36,9.86,60.00,5.16,2.83,164.71,112.91,133.36,23.31,0.00,178.42,34.42,4.21,6.88,88.12,0.00,6.39,9.98,84.64,5.49,19.67,0.00,0.00,26.67,0.00,68.21,20.51,98.78,0.00,98.79,0.00,75.06,66.67,49.71,61.15,44.70,30.82,30.70,30.70,20.51,56.86,109.99,0.00,204.20,3.01,20.35
4.00,78.57,30.10,45.47,599.98,196.14,3.99,4.19,110.91,19.29,1.08,25.36,9.86,60.00,5.16,2.83,164.71,112.91,133.36,23.31,0.00,183.65,34.42,4.21,6.88,88.12,0.00,6.39,9.98,85.48,5.49,19.87,0.00,0.00,67.83,0.00,68.21,20.51,99.32,0.00,99.33,0.00,75.28,56.21,50.67,63.03,44.70,30.82,30.70,30.70,26.67,20.51,110.80,0.00,204.20,3.01,20.35
5.00,78.57,30.10,45.47,597.44,195.31,3.99,4.19,110.91,19.29,1.08,25.36,9.86,60.00,5.16,2.83,164.71,112.91,133.36,23.31,0.00,170.84,34.42,4.21,6.88,88.12,0.00,6.39,9.98,82.93,5.49,19.27,0.00,0.00,35.96,0.00,68.21,20.51,87.61,0.00,87.61,0.00,70.50,66.67,48.95,59.17,44.70,30.82,30.70,30.70,20.51,64.15,104.69,0.00,204.20,3.01,20.35
6.00,78.57,30.10,45.47,582.65,190.47,3.99,4.19,110.91,19.29,1.08,25.36,9.86,60.00,5.16,2.83,164.71,112.91,133.36,23.31,0.00,161.27,34.42,4.21,6.88,88.12,0.00,6.39,9.98,73.94,5.49,17.19,0.00,0.00,20.51,67.42,68.21,20.51,150.19,0.00,0.00,0.00,66.67,66.67,48.48,57.59,44.70,30.82,30.70,30.70,73.80,20.51,82.87,0.00,204.20,3.01,20.35
7.00,78.57,30.10,45.47,594.51,194.35,3.99,4.19,110.91,19.29,1.08,25.36,9.86,60.00,5.16,2.83,164.71,112.91,133.36,23.31,0.00,157.08,34.42,4.21,6.88,88.12,0.00,6.39,9.98,4.62,5.49,0.00,0.00,0.00,20.51,67.42,68.21,20.51,146.45,0.00,0.00,0.00,66.67,66.67,51.40,64.14,44.70,30.82,30.70,30.70,20.51,73.80,88.51,0.00,204.20,3.01,20.35
8.00,78.57,30.10,45.47,556.47,181.91,3.99,4.19,110.91,19.29,1.08,25.36,9.86,60.00,5.16,2.83,164.71,112.91,133.36,23.31,0.00,144.01,34.42,4.21,6.88,88.12,0.00,6.39,9.98,61.64,5.49,14.33,0.00,0.00,20.51,58.06,58.69,26.73,114.74,0.00,0.00,0.00,66.67,66.67,49.02,59.11,44.70,30.82,30.70,30.70,20.51,73.00,0.00,0.00,204.20,3.01,20.35
9.00,78.57,30.10,45.47,568.34,185.79,3.99,4.19,110.91,19.29,1.08,25.36,9.86,60.00,5.16,2.83,164.71,112.91,133.36,23.31,0.00,145.60,34.42,4.21,6.88,88.12,0.00,6.39,9.98,4.62,5.49,0.00,0.00,0.00,20.51,64.23,65.00,20.51,116.96,0.00,0.00,0.00,66.67,57.54,48.96,59.17,44.70,30.82,30.70,30.70,20.51,79.27,0.00,0.00,204.20,3.01,20.35
10.00,78.57,30.10,45.47,539.65,176.42,3.99,4.19,110.91,19.29,1.08,25.36,9.86,60.00,5.16,2.83,164.71,112.91,133.36,23.31,0.00,148.34,34.42,4.21,6.88,88.12,0.00,6.39,9.98,60.16,5.49,13.98,0.00,0.00,20.51,59.89,60.57,20.51,66.15,0.00,66.15,0.00,66.67,66.67,47.96,55.36,44.70,30.82,30.70,30.70,47.15,47.15,0.00,0.00,204.20,3.01,20.35
11.00,78.57,30.10,45.47,605.06,197.80,3.99,4.19,110.91,19.29,1.08,25.36,9.86,60.00,5.16,2.83,164.71,112.91,133.36,23.31,0.00,184.50,34.42,4.21,6.88,88.12,0.00,6.39,9.98,61.53,5.49,14.30,0.00,0.00,67.83,0.00,0.00,20.51,85.50,0.00,85.50,0.00,75.28,67.32,50.58,57.55,44.70,30.82,30.70,30.70,20.51,20.51,0.00,0.00,204.20,3.01,20.35
12.00,78.57,30.10,45.47,623.53,203.84,3.99,4.19,110.91,19.29,1.08,25.36,9.86,60.00,5.16,2.83,164.71,112.91,133.36,23.31,0.00,195.82,34.42,4.21,6.88,88.12,0.00,6.39,9.98,75.61,5.49,17.58,0.00,0.00,20.51,0.00,0.00,20.51,100.00,0.00,100.00,0.00,75.28,57.54,50.03,62.91,44.70,30.82,30.70,30.70,20.51,0.00,0.00,0.00,204.20,3.01,20.35
13.00,78.57,30.10,45.47,597.51,195.33,3.99,4.19,110.91,19.29,1.08,25.36,14.99,60.00,5.16,2.83,164.71,112.91,133.36,23.31,0.00,179.86,34.42,4.21,6.88,88.12,0.00,6.39,9.98,48.44,5.49,11.26,0.00,0.00,67.83,0.00,68.21,32.80,75.58,0.00,75.58,0.00,69.85,66.67,48.70,58.37,44.70,30.82,30.70,30.70,20.51,20.51,0.00,0.00,204.20,3.01,20.35
