"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CT AGROLMOS"
1.00,13.69,15.76,14.13,14.00,4.20,7.00,2.60,4.00,1.83,0.00,3.50,17.00,5.88,9.57,3.10,0.00,7.60,25.70,61.00,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,10.64,29.47,85.56,2.45,27.44,5.00,10.68,113.90,16.12,31.48,0.60,2.90,3.40,3.50,1.20,118.58,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,10.00,13.40,18.00,0.00,0.00,0.99,0.00,106.86,96.06,14.90,14.03,83.90,116.83,147.56,0.20,1.12,68.44,212.00,0.00,12.50
2.00,14.21,15.46,15.50,14.00,4.20,7.00,2.60,4.00,1.83,0.00,3.50,17.00,7.37,11.29,3.10,0.00,7.60,25.90,65.00,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,11.42,29.57,86.06,2.45,27.24,5.00,10.68,117.20,16.12,32.14,0.60,2.90,3.40,3.50,1.20,120.89,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,10.40,13.60,18.00,0.00,0.00,1.11,0.00,106.73,95.98,15.90,14.02,86.20,117.60,151.44,0.30,1.12,69.95,218.40,0.00,12.50
3.00,14.63,15.22,16.62,14.00,4.20,7.00,2.60,4.00,1.83,0.00,3.50,17.00,8.27,13.12,3.10,0.00,7.60,26.10,74.00,0.30,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,11.93,29.66,86.49,2.45,27.06,5.00,10.68,119.70,16.12,32.67,0.60,2.90,3.40,3.50,1.20,122.86,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,10.80,13.80,18.00,0.00,0.00,1.21,0.00,105.96,96.53,17.00,13.96,87.30,118.36,154.33,0.30,1.08,71.04,222.30,0.00,12.50
4.00,14.84,15.17,17.40,14.00,4.20,7.00,2.60,4.00,1.83,0.00,3.50,17.00,7.88,14.44,3.10,0.00,7.60,26.20,70.00,2.35,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,11.74,29.76,86.86,2.45,26.92,5.00,10.68,120.60,16.12,33.06,0.60,2.90,3.40,3.50,1.20,124.40,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,11.10,14.00,18.00,0.00,0.00,1.23,0.00,105.65,96.88,17.40,13.83,87.70,118.98,156.80,0.30,1.08,72.07,224.50,0.00,12.50
5.00,14.77,14.89,17.81,14.00,4.20,7.00,2.60,4.00,1.83,0.00,3.50,17.00,6.60,15.01,3.10,0.00,7.60,26.40,72.00,2.70,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,11.46,29.85,87.17,2.45,26.87,5.00,10.68,121.30,16.12,33.36,0.60,2.90,3.40,3.50,1.20,125.42,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,11.40,14.30,18.00,0.00,0.00,1.22,0.00,106.74,96.59,17.70,13.84,87.90,119.60,158.76,0.40,1.04,72.95,227.40,0.00,12.50
6.00,14.75,14.82,17.87,14.00,4.20,7.00,2.60,4.00,1.83,0.00,3.50,17.00,6.31,15.27,3.10,0.00,7.60,26.70,75.00,2.71,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,11.63,29.94,87.41,2.45,26.63,5.00,10.68,121.70,16.12,33.30,0.60,2.90,3.40,3.50,1.20,126.29,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,11.70,14.70,18.00,0.00,0.00,1.24,0.00,107.72,96.61,17.60,13.90,87.90,120.73,160.80,0.40,1.04,72.97,229.40,0.00,12.50
7.00,14.58,14.56,17.57,14.00,4.20,7.00,2.60,4.00,1.83,0.00,3.50,17.00,6.31,15.31,3.10,0.00,7.60,27.10,78.00,2.72,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,11.77,30.02,87.58,2.45,26.50,5.00,10.68,121.60,16.12,33.19,0.60,2.90,3.40,3.50,1.20,126.71,7.00,6.50,19.42,2.00,10.50,8.15,5.10,1.20,12.00,15.20,18.00,0.00,0.00,1.23,0.00,108.38,97.50,17.40,14.05,87.10,121.87,162.67,0.40,1.04,72.76,231.00,0.00,12.50
8.00,14.20,14.72,16.92,14.00,4.20,7.00,2.60,4.00,1.83,0.00,3.50,17.00,6.17,14.87,3.10,0.00,7.60,27.50,81.00,0.36,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,11.18,30.12,87.68,2.45,26.43,5.00,10.68,120.80,16.12,32.94,0.60,2.90,3.40,3.50,1.20,127.13,7.00,6.50,19.42,2.00,10.50,8.15,5.10,1.20,11.90,14.60,18.00,0.00,0.00,1.23,0.00,109.35,98.12,17.30,14.17,85.50,123.04,163.62,0.40,1.00,72.45,229.90,0.00,12.50
9.00,13.64,14.54,15.81,14.00,4.20,7.00,2.60,4.00,1.83,0.00,3.50,17.00,5.83,14.13,3.10,0.00,7.60,28.00,83.00,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,9.88,30.21,87.93,2.45,26.47,5.00,10.68,120.50,16.12,32.67,0.60,2.90,3.40,3.50,1.20,127.92,7.00,6.50,19.42,2.00,10.50,8.15,5.10,1.20,11.70,13.70,18.00,0.00,0.00,1.23,0.00,111.28,97.90,17.20,14.30,83.70,124.22,162.32,0.30,1.00,71.65,230.90,0.00,12.50
10.00,12.95,14.50,14.31,14.00,4.20,7.00,2.60,4.00,1.83,0.00,3.50,17.00,5.02,13.09,3.10,0.00,7.60,28.30,80.00,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,8.65,30.30,88.34,2.45,26.45,5.00,10.68,117.70,16.12,32.45,0.60,2.90,3.40,3.50,1.20,128.49,7.00,6.50,19.42,2.00,10.50,8.15,5.10,1.20,10.80,12.80,18.00,0.00,0.00,1.04,0.00,113.07,98.01,17.50,14.43,81.10,125.08,161.64,0.20,1.00,69.76,230.00,0.00,12.50
11.00,12.29,14.44,12.50,14.00,4.20,7.00,2.60,4.00,1.83,0.00,3.50,17.00,3.40,12.32,3.10,0.00,7.60,28.50,81.00,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,7.61,30.39,88.63,2.45,26.33,5.00,10.68,109.20,16.12,31.88,0.60,2.90,3.40,3.50,1.20,128.56,7.00,6.50,19.42,2.00,10.50,8.15,5.10,1.20,9.80,11.80,18.00,0.00,0.00,1.01,0.00,109.44,99.11,17.90,14.64,76.80,125.94,163.08,0.20,1.04,66.69,224.70,0.00,12.50
