"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,0.00,23.43,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,10.79,62.18,8.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,27.34,78.98,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,116.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,2.87,1.88,9.00,0.00,1.00,69.66,82.67,5.52,5.03,0.00,110.00,121.42,0.00,2.00,0.00,0.00
2.00,0.00,23.48,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,10.34,58.16,8.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,27.72,76.85,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,112.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,2.43,1.58,9.00,0.00,1.00,67.29,81.55,5.31,4.89,0.00,109.90,113.02,0.00,2.00,0.00,0.00
3.00,0.00,23.75,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,10.05,51.48,8.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,28.00,74.94,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,106.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,2.14,1.22,9.00,0.00,1.00,66.48,80.46,5.24,4.74,0.00,110.20,101.70,0.00,2.00,0.00,0.00
4.00,0.00,23.74,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.81,43.91,8.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,28.20,73.01,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,99.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,1.90,0.85,9.00,0.00,1.00,65.76,79.60,5.23,4.58,0.00,108.90,90.52,0.00,2.00,0.00,0.00
5.00,0.00,23.79,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.57,38.76,8.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,28.38,71.01,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,92.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,1.58,0.68,9.00,0.00,1.00,65.31,79.45,5.26,4.58,0.00,107.00,79.76,0.00,2.00,0.00,0.00
6.00,0.00,23.64,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.33,34.42,8.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,28.55,69.22,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,85.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,1.24,0.59,9.00,0.00,1.00,64.90,79.35,5.30,4.64,0.00,104.20,69.57,0.00,2.00,0.00,0.00
7.00,0.00,23.70,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.11,31.86,8.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,28.66,68.05,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,80.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,1.14,0.61,9.00,0.00,1.00,64.59,79.44,5.28,4.55,0.00,101.10,61.07,0.00,2.00,0.00,0.00
8.00,0.00,23.55,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,8.89,29.89,8.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,28.71,66.57,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,75.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,1.11,0.66,9.00,0.00,1.00,63.73,79.23,5.24,4.43,0.00,98.10,52.94,0.00,2.00,0.00,0.00
9.00,0.00,23.61,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,8.85,29.49,8.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,28.69,64.18,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,73.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,1.02,0.77,9.00,0.00,1.00,61.21,78.13,5.03,4.12,0.00,95.00,45.90,0.00,2.00,0.00,0.00
10.00,0.00,23.91,0.00,14.00,4.20,8.30,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,8.87,29.61,8.00,10.00,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,28.58,61.95,3.20,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,69.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,0.91,0.91,9.00,0.00,1.00,58.19,76.22,4.75,3.75,0.00,91.60,39.48,0.00,2.00,0.00,0.00
