"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,21.02,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,20.70,27.04,0.00,5.30,15.46,2.50,17.20,9.90,3.00,4.50,3.00,0.00,4.60,10.80,0.00,28.30,3.50,11.57,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,7.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,6.20,7.70,9.50,0.00,0.61,14.50,20.60,1.60,1.00,0.00,19.20,9.00,0.00,1.21,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,21.61,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,20.70,25.93,0.00,5.30,15.46,2.50,17.20,9.90,3.00,4.50,3.00,0.00,4.00,8.80,0.00,28.20,3.50,11.55,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,4.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,5.80,7.40,9.50,0.00,0.61,10.10,18.00,1.10,0.70,0.00,17.10,6.00,0.00,1.18,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,21.74,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,21.20,24.35,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,0.00,3.70,7.90,0.00,28.20,3.50,11.54,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,2.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,5.50,7.00,9.50,0.00,0.61,9.10,15.70,0.90,0.50,0.00,15.00,5.00,0.00,1.16,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,21.78,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,21.70,22.73,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,0.00,3.40,6.90,0.00,28.20,3.50,11.52,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,2.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,5.20,6.70,9.50,0.00,0.61,8.00,13.50,0.80,0.30,0.00,13.00,5.00,0.00,1.15,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,22.06,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,21.90,20.92,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,0.00,3.20,6.60,0.00,28.20,3.50,11.50,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,2.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,5.10,6.50,9.50,0.00,0.60,7.90,12.60,0.80,0.30,0.00,12.70,6.00,0.00,1.12,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,21.87,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,22.10,19.13,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,0.00,3.00,6.20,0.00,28.20,3.50,11.50,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,1.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,4.90,6.40,9.50,0.00,0.60,7.80,11.80,0.80,0.30,0.00,12.40,7.00,0.00,1.10,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,22.16,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,21.80,18.31,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,0.00,2.90,6.00,0.00,28.20,3.50,11.47,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,1.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,4.80,6.20,9.50,0.00,0.60,7.70,8.70,0.80,0.20,0.00,11.80,7.00,0.00,1.08,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,22.42,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,21.60,18.37,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,0.00,2.90,5.70,0.00,28.10,3.50,11.46,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,1.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,4.60,6.00,9.50,0.00,0.60,7.50,5.70,0.80,0.20,0.00,11.10,7.00,0.00,1.07,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,22.24,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,21.70,17.80,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,0.00,2.70,5.00,0.00,28.10,3.50,11.45,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,1.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,4.80,6.20,9.50,0.00,0.60,6.00,3.80,0.50,0.10,0.00,10.60,6.00,0.10,1.06,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,22.11,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,21.70,17.40,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,0.00,2.60,4.30,0.00,28.10,3.50,11.43,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,1.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,4.90,6.40,9.50,0.00,0.60,4.40,2.00,0.30,0.00,0.00,10.10,4.00,0.20,1.05,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.11
