"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,2.86,20.88,3.65,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,4.07,0.00,0.00,2.60,7.00,20.75,23.58,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.50,1.05,0.73,0.00,28.45,3.50,11.59,17.00,14.49,15.20,0.60,4.00,4.50,4.70,2.30,15.95,4.50,4.50,1.70,10.43,6.98,3.80,0.00,6.43,7.49,9.45,0.58,0.59,2.95,0.05,0.68,0.33,19.44,1.25,20.06,0.40,1.04,29.20,36.09,0.00,34.24,12.55,0.20,3.04,16.11,11.73
2.00,3.54,20.78,4.56,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,4.96,0.05,0.00,2.60,7.00,20.73,23.69,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.86,1.23,0.96,0.00,28.31,3.50,11.59,23.40,14.49,17.37,0.60,4.00,4.50,4.70,2.30,16.62,4.50,4.50,1.70,10.43,6.98,3.80,0.00,6.69,7.70,9.45,0.79,0.13,3.30,0.21,0.83,0.39,23.76,1.66,21.95,0.40,1.04,31.80,46.23,0.00,38.66,12.73,0.27,3.47,18.19,11.96
3.00,3.99,21.15,5.18,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,6.26,0.21,0.00,2.60,7.00,22.71,27.80,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,1.02,1.39,1.19,0.00,28.17,3.50,11.59,30.40,14.49,18.84,0.60,4.00,4.50,4.70,2.30,17.28,4.50,4.50,1.70,10.43,6.98,3.80,0.00,7.16,8.06,9.45,0.98,0.58,3.85,0.43,1.00,0.53,26.64,2.40,24.85,0.30,1.02,27.80,60.14,0.00,35.91,12.76,0.32,3.77,16.90,12.49
4.00,4.71,21.05,6.05,13.53,4.50,7.80,3.30,6.10,1.80,0.00,3.50,15.46,6.32,0.53,0.00,2.60,7.00,22.69,27.92,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.96,1.58,1.42,0.00,28.10,3.50,11.59,30.70,14.49,19.64,0.60,4.00,4.50,4.70,2.30,17.95,4.50,4.50,1.70,10.43,6.98,3.80,0.00,8.49,9.04,9.45,1.10,0.57,4.40,0.65,1.24,0.69,28.80,3.11,26.74,0.20,1.02,18.70,76.90,0.00,44.98,12.94,0.36,3.93,21.17,12.61
5.00,4.40,21.21,6.21,13.53,4.50,7.80,3.30,6.10,1.80,0.00,3.50,15.46,6.03,0.89,3.10,2.60,7.00,22.67,24.03,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,1.02,1.65,1.35,0.00,28.00,3.50,11.59,33.30,14.49,19.93,0.60,4.00,4.50,4.70,2.30,19.62,4.50,4.50,1.70,10.43,6.98,3.80,0.00,8.89,9.68,9.45,1.20,0.56,5.45,1.46,1.47,0.99,30.96,3.35,29.64,0.20,1.00,17.80,73.83,0.00,25.01,14.60,0.38,3.99,11.77,12.57
6.00,4.02,21.04,6.19,13.53,4.50,7.80,3.30,6.10,1.80,0.00,3.50,15.46,5.22,1.40,3.10,2.60,7.00,22.65,24.14,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,1.19,1.57,1.38,0.00,27.75,3.50,11.59,35.10,14.49,20.02,0.60,4.00,4.50,4.70,2.30,22.29,4.50,4.50,1.70,10.43,6.98,3.80,0.00,9.51,9.96,9.45,1.22,0.53,6.50,2.27,1.60,0.94,32.40,3.62,32.54,0.10,1.00,11.60,64.35,0.00,18.98,13.84,0.39,4.00,8.93,12.56
7.00,3.90,20.80,6.16,13.53,4.50,7.80,3.30,6.10,1.80,0.00,3.50,15.46,5.47,1.84,3.10,2.60,7.00,27.63,36.26,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,1.06,1.74,1.41,0.00,27.51,3.50,11.59,35.70,14.49,19.95,0.60,4.00,4.50,4.70,2.30,24.96,4.50,4.50,1.70,10.43,6.98,3.80,0.00,8.78,9.27,9.45,1.21,0.55,7.15,3.28,1.59,0.88,32.40,3.65,36.43,0.10,1.00,9.40,61.17,0.00,20.38,12.88,0.40,3.99,9.59,12.57
8.00,3.93,20.80,6.13,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,5.81,1.63,3.10,2.60,7.00,27.61,36.37,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.89,1.65,1.44,0.00,27.45,3.50,11.59,34.90,14.49,19.45,0.60,4.00,4.50,4.70,2.30,27.62,4.50,4.50,1.70,10.43,6.98,3.80,0.00,8.85,9.52,9.45,1.23,0.55,7.70,11.01,1.82,1.10,31.68,4.00,41.33,0.10,1.00,9.60,51.12,0.00,23.78,13.73,0.41,3.89,11.19,12.68
9.00,3.82,20.51,5.95,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,5.59,0.98,3.10,5.10,7.00,27.59,45.48,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.76,1.65,1.47,0.00,27.47,3.50,11.59,33.60,14.49,18.76,0.60,4.00,4.50,4.70,2.30,31.29,4.50,4.50,1.70,10.43,6.98,3.80,0.00,8.98,9.48,9.45,1.22,0.54,8.35,12.09,1.83,1.08,29.52,4.18,45.22,0.10,0.99,9.20,32.92,0.00,22.78,13.16,0.41,3.75,10.72,12.78
10.00,3.54,20.13,5.63,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,5.34,0.42,3.10,5.30,7.00,27.58,45.60,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.68,1.78,1.50,0.00,27.32,3.50,11.59,36.00,14.49,17.94,0.60,4.00,4.50,4.70,2.30,35.96,4.50,4.50,1.70,10.43,6.98,3.80,0.00,8.98,9.57,9.45,1.22,0.54,9.10,13.26,2.06,1.24,28.08,4.84,48.12,0.10,0.99,8.40,18.55,0.00,21.00,12.94,0.42,3.59,9.88,12.85
11.00,3.39,19.93,5.25,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,5.46,0.28,3.10,5.20,7.00,30.56,55.71,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.74,1.99,1.73,0.00,27.07,3.50,11.59,32.10,14.49,16.83,0.60,4.00,4.50,4.70,2.30,39.63,4.50,4.50,1.70,10.43,6.98,3.80,0.00,8.71,9.13,9.45,1.22,0.55,10.25,13.44,2.07,1.20,24.48,5.51,51.02,0.00,0.98,7.40,12.51,0.00,18.72,12.87,0.42,3.37,8.81,12.90
12.00,2.89,19.94,4.62,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,5.45,0.23,3.10,5.20,7.00,30.54,55.83,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.89,2.28,2.06,0.00,26.97,3.50,11.59,25.50,14.49,15.61,0.60,4.00,4.50,4.70,2.30,43.30,4.50,4.50,1.70,10.43,6.98,3.80,0.00,8.52,8.63,9.45,1.03,0.55,11.50,13.71,2.28,1.15,18.72,6.50,52.91,0.00,0.98,6.20,8.97,0.00,15.77,12.71,0.42,3.12,7.42,13.00
13.00,2.48,19.50,3.88,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,4.97,0.17,3.10,5.20,7.00,30.52,64.94,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,1.10,2.35,2.69,0.00,27.01,3.50,11.59,20.30,14.49,14.11,0.60,4.00,4.50,4.70,2.30,44.96,4.50,4.50,1.70,10.43,6.98,3.80,0.00,7.80,8.23,9.45,1.00,0.54,13.05,16.39,2.19,1.21,15.12,8.43,52.81,0.00,0.98,4.70,6.13,0.00,11.96,12.51,0.42,2.82,5.63,13.39
14.00,1.72,19.20,3.07,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,4.31,0.08,3.10,5.20,7.00,30.50,65.05,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,1.02,2.67,3.42,0.00,27.04,3.50,11.59,16.00,14.49,12.73,0.60,4.00,4.50,4.70,2.30,43.63,4.50,4.50,1.70,10.43,6.98,3.80,0.00,6.88,8.04,9.45,0.93,0.54,14.50,19.16,2.33,1.32,14.40,9.59,49.70,0.00,0.98,3.70,5.40,0.00,8.49,12.86,0.42,2.55,3.99,13.13
15.00,1.54,19.39,2.36,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,2.08,0.03,3.10,5.20,7.00,30.86,72.17,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.82,3.28,3.85,0.00,27.02,3.50,11.59,10.40,14.49,11.71,0.60,4.00,4.50,4.70,2.30,41.30,4.50,4.50,1.70,10.43,6.98,3.80,0.00,6.69,7.75,9.45,0.78,0.54,15.75,21.03,2.26,1.37,12.96,11.57,44.60,0.00,1.02,3.60,5.72,0.00,6.22,15.97,0.39,2.34,2.93,13.00
16.00,0.98,19.47,1.57,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,1.51,0.01,0.00,5.30,7.00,30.86,72.28,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.75,3.76,4.28,0.00,27.16,3.50,11.59,6.60,14.49,10.16,0.60,4.00,4.50,4.70,2.30,35.97,4.50,4.50,1.70,10.43,6.98,3.80,0.00,6.25,7.11,9.45,0.57,0.54,17.00,23.01,2.21,1.41,10.80,14.68,37.50,0.00,1.09,3.20,4.78,0.00,4.37,13.78,0.33,2.03,2.05,12.61
17.00,0.94,19.57,0.99,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,0.52,0.00,0.00,5.30,7.00,30.44,69.39,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.58,3.95,4.61,0.00,27.37,3.50,11.59,3.00,14.49,6.45,0.60,4.00,4.50,4.70,2.30,35.64,4.50,4.50,1.70,10.43,6.98,3.80,0.00,5.32,6.05,9.45,0.49,0.54,17.55,24.58,2.31,1.32,7.20,16.24,34.39,0.00,1.18,1.90,3.41,0.00,2.23,13.00,0.26,1.29,1.05,6.70
18.00,0.30,19.47,0.30,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,0.08,0.00,0.00,5.30,7.00,30.42,69.50,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.40,4.21,4.84,0.00,27.47,3.50,11.59,0.60,14.49,2.72,0.60,4.00,4.50,4.70,2.30,38.30,4.50,4.50,1.70,10.43,6.98,3.80,0.00,5.18,6.06,9.45,0.34,0.54,24.00,26.26,2.80,1.53,3.60,16.36,34.29,0.00,1.25,0.50,2.37,0.00,0.51,11.92,0.16,0.54,0.24,1.57
19.00,0.20,19.54,0.10,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,0.00,10.34,7.00,29.40,65.62,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.31,4.36,6.57,0.00,27.58,3.50,11.59,0.00,14.49,0.61,0.60,4.00,4.50,4.70,2.30,40.97,4.50,4.50,1.70,10.43,6.98,3.80,0.00,4.91,5.87,9.45,0.12,0.54,20.77,28.04,2.58,1.36,0.72,16.08,35.18,0.00,1.31,0.00,1.19,0.00,0.00,10.99,0.06,0.12,0.00,0.89
20.00,0.00,19.31,0.00,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,0.00,10.34,7.00,29.38,65.73,0.00,5.30,15.46,2.50,17.58,9.80,3.00,4.50,3.00,0.23,4.85,8.40,0.00,27.78,3.50,11.59,0.00,14.49,0.00,0.60,4.00,4.50,4.70,2.30,42.64,4.50,4.50,1.70,10.43,6.98,3.80,0.00,4.89,5.62,9.45,0.06,0.54,20.99,26.79,2.54,1.23,0.00,16.54,37.08,0.00,1.36,0.00,0.47,0.00,0.00,11.71,0.03,0.00,0.00,0.86
21.00,0.00,19.07,0.00,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,0.00,9.95,7.00,27.36,65.84,7.10,5.30,15.46,2.50,17.58,9.80,3.00,4.50,3.00,0.00,5.11,8.73,0.00,27.89,3.50,11.59,0.00,14.49,0.00,0.60,4.00,4.50,4.70,2.30,44.31,4.50,4.50,1.70,10.43,6.98,3.80,0.00,4.78,5.75,9.45,0.00,0.54,19.98,28.50,2.62,1.17,0.00,17.66,37.98,0.00,1.39,0.00,0.00,0.00,0.00,11.88,0.00,0.00,0.00,0.18
22.00,0.00,19.39,0.00,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,0.00,9.95,7.00,27.35,65.96,7.80,5.30,15.46,2.50,17.58,9.80,3.00,4.50,3.00,0.00,5.50,8.96,0.00,28.02,3.50,11.59,0.00,14.49,0.00,0.60,4.00,4.50,4.70,2.30,43.98,4.50,4.50,1.70,10.43,6.98,3.80,0.00,4.95,6.14,9.45,0.00,0.54,20.58,29.21,2.66,1.23,0.00,16.40,36.87,0.00,1.43,0.00,0.00,0.00,0.00,14.21,0.00,0.00,0.00,0.00
23.00,0.00,19.45,0.00,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,0.00,10.05,7.00,24.33,61.07,7.70,5.30,15.46,2.50,17.58,9.80,3.00,4.50,3.00,0.00,5.53,8.89,0.00,28.07,3.50,11.59,0.00,14.49,0.00,0.60,4.00,4.50,4.70,2.30,43.64,4.50,4.50,1.70,10.43,6.98,3.80,0.00,5.14,6.52,9.45,0.00,0.54,20.03,30.99,2.53,1.38,0.00,17.16,36.77,0.00,1.45,0.00,0.00,0.00,0.00,13.86,0.00,0.00,0.00,0.00
