"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,68.32,28.14,66.81,643.50,208.33,4.85,5.09,43.81,18.44,4.79,32.85,50.02,7.26,3.90,119.00,34.49,16.58,45.00,90.00,0.00,6.88,64.71,0.00,6.39,0.00,12.44,3.90,3.83,145.08,0.00,0.00,0.00,67.55,0.00,0.00,73.21,181.75,0.00,0.00,31.09,36.00,46.18,45.15,0.00,10.36,0.00,20.73,0.00,0.00,82.50,10.36,20.34,6.87,14.58,20.86,4.83
2.00,68.32,28.14,66.81,643.50,208.33,4.85,5.09,82.13,18.44,4.79,32.85,50.02,7.26,3.90,119.00,5.18,63.43,45.00,90.00,0.00,6.88,64.71,0.00,6.39,0.00,0.00,3.90,0.00,145.08,0.00,0.00,0.00,67.55,0.00,0.00,167.73,66.84,3.20,0.00,62.18,33.94,48.24,45.15,24.63,24.54,0.00,0.00,20.73,0.00,75.38,10.36,20.34,6.87,6.22,19.20,4.83
3.00,68.32,28.14,66.81,643.50,208.33,4.85,5.09,78.92,18.44,4.79,32.85,50.02,7.26,3.90,119.00,5.18,59.51,45.00,90.00,0.00,6.88,64.71,0.00,6.39,0.00,0.00,3.90,0.00,145.08,0.00,0.00,0.00,67.55,0.00,0.00,180.71,66.84,2.49,0.00,62.18,33.60,48.14,45.15,19.14,19.11,0.00,0.00,20.73,0.00,38.63,10.36,20.34,6.87,12.73,12.69,4.83
4.00,69.11,28.46,66.81,643.50,208.33,4.85,5.09,64.75,18.44,4.79,32.85,50.02,7.26,3.90,119.00,5.18,42.18,45.00,90.00,0.00,6.88,64.71,0.00,6.39,0.00,12.44,3.90,3.83,145.08,0.00,0.00,0.00,51.96,51.66,0.00,165.36,66.84,2.90,0.00,62.18,34.85,44.95,45.15,22.35,22.28,0.00,0.00,20.73,0.00,0.00,10.36,20.34,6.87,12.73,12.69,4.83
5.00,72.37,29.81,66.81,643.50,208.33,4.85,5.09,43.81,18.44,4.79,32.85,50.02,7.26,3.90,119.00,50.97,16.58,0.00,90.00,0.00,6.88,64.71,0.00,6.39,0.00,81.27,3.90,19.68,0.00,0.00,0.00,0.00,41.04,62.58,0.00,187.44,66.84,0.00,0.00,31.09,47.12,45.33,45.15,0.00,0.00,0.00,0.00,40.54,0.00,82.50,10.36,20.34,6.87,12.73,12.69,4.83
6.00,72.37,29.81,66.81,643.50,208.33,4.85,5.09,55.55,18.44,4.79,32.85,50.02,7.26,3.90,119.00,71.34,30.93,0.00,90.00,0.00,6.88,64.71,0.00,6.39,0.00,81.27,3.90,19.68,0.00,0.00,0.00,0.00,51.96,51.66,0.00,191.71,66.84,0.00,0.00,62.18,47.14,45.31,45.15,0.00,0.00,0.00,0.00,20.73,0.00,82.50,10.36,20.34,6.87,12.73,12.69,4.83
7.00,72.37,29.81,66.81,643.50,208.33,4.85,5.09,63.37,18.44,4.79,32.85,50.02,7.26,3.90,119.00,93.52,40.50,0.00,90.00,0.00,6.88,64.71,0.00,6.39,0.00,81.27,3.90,19.68,0.00,0.00,41.45,0.00,41.45,41.45,0.00,176.46,89.86,0.00,0.00,62.18,42.25,50.20,45.15,0.00,0.00,0.00,0.00,20.73,0.00,82.50,10.36,20.34,6.87,12.73,12.69,4.83
8.00,77.41,29.81,66.81,643.50,208.33,4.85,5.09,85.65,18.44,4.79,32.85,67.07,7.26,3.90,119.00,111.81,67.73,0.00,90.00,0.00,6.88,64.71,0.00,6.39,0.00,81.27,3.90,19.68,0.00,0.00,56.80,0.00,67.51,66.96,0.00,92.34,183.31,0.00,0.00,31.09,60.73,44.46,45.15,0.00,0.00,0.00,0.00,20.73,0.00,82.50,18.78,20.34,6.87,12.73,12.69,4.83
9.00,78.57,29.81,66.81,643.50,208.33,4.85,5.09,91.35,18.44,4.79,32.85,90.78,7.26,3.90,119.00,111.81,74.70,0.00,90.00,0.00,6.88,64.71,0.00,6.39,0.00,81.27,3.90,19.68,0.00,0.00,67.18,0.00,67.55,67.00,0.00,172.02,66.84,1.06,0.00,62.18,65.21,47.72,45.15,0.00,0.00,16.31,0.00,20.73,0.00,82.50,26.41,20.34,6.87,12.73,12.69,4.83
10.00,72.37,29.81,66.81,643.50,208.33,4.85,5.09,78.69,18.44,4.79,32.85,50.02,7.26,3.90,119.00,33.13,59.23,0.00,90.00,0.00,6.88,64.71,0.00,6.39,0.00,72.53,3.90,17.67,0.00,0.00,66.55,0.00,66.92,58.24,0.00,165.80,66.84,2.02,0.00,62.18,46.13,45.13,45.15,10.36,10.36,10.36,0.00,20.73,0.00,82.50,10.36,20.34,6.87,0.00,21.82,4.83
