"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,78.69,7.31,3.92,164.07,112.47,88.74,47.08,215.24,29.19,6.88,87.77,0.00,6.39,9.00,11.78,10.52,6.91,228.68,228.42,0.00,67.16,45.19,45.19,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,25.67,25.57,25.56,61.04,87.36,20.60,110.32,203.40,20.46,20.42,22.16,21.95,5.06
2.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,78.69,7.31,3.92,164.07,112.47,88.74,47.08,215.24,29.19,6.88,87.77,0.00,6.39,9.00,0.00,10.52,4.18,228.68,228.42,0.00,67.16,45.19,45.19,184.35,197.33,184.41,5.02,74.99,75.00,66.62,66.54,81.64,22.31,22.25,22.24,61.04,87.36,20.60,110.32,203.40,20.46,20.42,22.16,21.95,5.06
3.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,76.26,7.31,3.92,164.07,112.47,88.74,47.08,215.24,13.34,6.88,87.77,0.00,6.39,9.00,0.00,10.52,4.18,228.68,228.42,0.00,67.16,45.19,45.19,184.35,197.33,184.41,5.04,74.99,75.00,66.62,66.54,81.64,22.43,22.36,22.36,61.04,87.36,20.60,110.32,203.40,20.46,20.42,22.16,21.95,5.06
4.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,74.70,7.31,3.92,164.07,112.47,88.74,47.08,215.24,13.34,6.88,87.77,0.00,6.39,9.00,0.00,10.52,4.18,228.68,228.42,0.00,67.16,45.19,45.19,184.35,197.33,184.41,4.63,74.99,75.00,66.62,66.54,81.64,20.28,20.24,20.23,61.04,87.36,20.60,110.32,203.40,20.46,20.42,22.16,21.95,5.06
5.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,71.59,7.31,3.92,164.07,112.47,88.74,47.08,215.24,13.34,6.88,87.77,0.00,6.39,9.00,0.00,10.52,4.18,228.68,228.42,0.00,67.16,45.19,45.19,184.35,197.33,184.41,4.56,74.99,75.00,66.62,66.54,81.64,19.93,19.89,19.89,61.04,87.36,20.60,110.32,203.40,20.46,20.42,22.16,21.95,5.06
6.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,74.69,7.31,3.92,164.07,112.47,88.74,47.08,215.24,13.34,6.88,87.77,0.00,6.39,9.00,0.00,10.52,4.18,228.68,228.42,0.00,44.46,44.95,0.00,184.35,197.33,184.41,4.34,74.99,75.00,66.62,66.54,81.64,18.82,18.79,18.79,60.69,87.36,26.78,110.32,203.40,20.46,20.42,16.33,21.95,5.06
7.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,66.95,7.31,3.92,164.07,112.47,88.74,47.08,215.24,13.34,6.88,87.77,0.00,6.39,9.00,0.00,10.52,4.18,228.68,228.42,0.00,67.16,45.19,45.19,184.35,197.33,184.41,2.66,74.99,75.00,66.62,66.54,81.64,0.00,30.59,0.00,66.87,87.36,20.60,110.32,203.40,20.46,20.42,16.33,21.95,5.06
8.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,58.65,7.31,3.92,164.07,112.47,88.74,47.08,215.24,13.34,6.88,87.77,0.00,6.39,9.00,0.00,10.52,4.18,228.68,228.42,0.00,66.69,67.47,20.60,184.35,197.33,184.41,2.96,74.99,75.00,57.34,66.54,81.64,0.00,17.57,17.57,74.64,87.36,20.60,110.32,203.40,20.46,20.42,16.33,21.95,5.06
9.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,65.82,7.31,3.92,164.07,112.47,88.74,47.08,215.24,13.34,6.88,87.77,0.00,6.39,9.00,0.00,10.52,4.18,228.68,228.42,0.00,67.16,45.19,45.19,184.35,197.33,184.41,3.66,74.99,75.00,66.62,66.54,81.64,0.00,22.93,22.93,66.87,87.36,20.60,110.32,203.40,20.46,20.42,16.33,21.95,5.06
10.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,55.69,7.31,3.92,164.07,112.47,88.74,47.08,215.24,13.34,6.88,87.77,0.00,6.39,9.00,0.00,10.52,4.18,228.68,228.42,0.00,20.60,67.94,67.39,184.35,197.33,184.41,4.04,74.99,75.00,57.34,66.54,81.64,17.28,17.26,17.26,74.64,87.36,20.60,110.32,203.40,20.46,20.42,16.33,21.95,5.06
11.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,51.29,7.31,3.92,164.07,112.47,88.74,47.08,215.24,13.34,6.88,87.77,0.00,6.39,9.00,0.00,10.52,4.18,228.68,228.42,0.00,44.46,44.95,0.00,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,25.67,25.57,25.56,60.69,87.36,26.78,110.32,203.40,20.46,20.42,16.33,21.95,5.06
12.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,39.73,7.31,3.92,164.07,112.47,88.74,47.08,215.24,13.34,6.88,87.77,0.00,6.39,9.00,0.00,10.52,4.18,228.68,228.42,0.00,67.16,45.19,45.19,184.35,197.33,184.41,5.67,74.99,75.00,57.34,66.54,81.64,25.67,25.57,25.56,74.64,87.36,20.60,110.32,203.40,20.46,20.42,16.33,21.95,5.06
13.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,39.73,7.31,3.92,164.07,112.47,88.74,47.08,215.24,13.34,6.88,87.77,0.00,6.39,9.00,42.86,10.52,14.11,228.68,180.00,0.00,67.16,45.19,45.19,184.35,197.33,184.41,5.67,74.99,75.00,48.18,66.54,81.64,25.67,25.57,25.56,60.46,87.36,68.98,110.32,203.40,20.46,20.42,16.33,21.95,5.06
14.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,39.73,7.31,3.92,164.07,112.47,88.74,45.00,215.24,13.34,6.88,87.77,0.00,6.39,9.00,5.19,10.52,5.39,180.00,180.00,0.00,67.16,45.19,45.19,184.35,197.33,184.41,5.67,74.99,75.00,48.18,66.54,81.64,25.67,25.57,25.56,67.04,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
15.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,39.73,7.31,3.92,62.51,112.47,88.74,47.08,215.24,13.34,6.88,34.19,0.00,6.39,9.00,25.27,10.52,10.03,180.00,180.00,0.00,67.16,46.15,46.15,184.35,197.33,184.41,5.67,74.99,75.00,48.18,66.54,81.64,25.67,25.57,25.56,65.12,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
16.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,39.73,7.31,3.92,62.51,112.47,88.74,47.08,215.24,13.34,6.88,34.19,0.00,6.39,9.00,26.33,10.52,10.28,180.00,180.00,0.00,67.16,46.15,46.15,184.35,197.33,184.41,5.67,74.99,75.00,48.18,66.54,81.64,25.67,25.57,25.56,65.12,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
17.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,39.73,7.31,3.92,62.51,112.47,88.74,45.00,215.24,13.34,6.88,34.19,0.00,6.39,9.00,67.41,10.52,19.79,180.00,180.00,0.00,67.16,45.19,45.19,184.35,197.33,184.41,5.67,74.99,75.00,48.18,66.54,81.64,25.67,25.57,25.56,67.04,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
18.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,39.73,7.31,3.92,62.51,112.47,88.74,45.00,215.24,13.34,6.88,34.19,0.00,6.39,9.00,67.41,10.52,19.79,180.00,180.00,0.00,67.16,45.19,45.19,184.35,197.33,184.41,5.67,74.99,75.00,48.18,66.54,81.64,30.27,30.15,30.15,67.04,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
19.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,65.60,7.31,3.92,62.51,112.47,88.74,47.08,215.24,13.34,6.88,34.19,0.00,6.39,9.00,67.41,10.52,19.79,180.00,180.00,52.81,67.16,46.15,46.15,184.35,197.33,184.41,5.67,74.99,75.00,48.18,66.54,81.64,30.70,30.59,30.58,65.12,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
20.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,63.49,7.31,3.92,62.51,112.47,88.74,47.08,215.24,29.19,6.88,34.19,0.00,6.39,9.00,67.41,10.52,19.79,180.00,180.00,67.57,67.16,46.15,46.15,184.35,197.33,184.41,5.67,74.99,75.00,48.18,66.54,81.64,30.70,30.59,30.58,65.12,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
21.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,61.74,7.31,3.92,62.51,112.47,88.74,47.08,225.00,29.19,6.88,34.19,0.00,6.39,9.00,67.41,10.52,19.79,180.00,180.00,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,48.18,66.54,81.64,30.70,30.59,30.58,62.18,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
22.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,63.80,7.31,3.92,62.51,112.47,88.74,47.08,225.00,29.19,6.88,34.19,0.00,6.39,9.00,67.41,10.52,19.79,180.00,180.00,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,48.18,66.54,81.64,30.70,30.59,30.58,62.18,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
23.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,61.87,7.31,3.92,62.51,112.47,88.74,47.08,225.00,29.19,6.88,34.19,0.00,6.39,9.00,67.41,10.52,19.79,180.00,180.00,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,48.18,66.54,81.64,30.70,30.59,30.58,85.00,87.36,94.25,110.32,203.40,20.46,20.42,22.16,21.95,5.06
24.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,57.38,7.31,3.92,62.51,112.47,88.74,47.08,225.00,29.19,6.88,34.19,0.00,6.39,9.00,67.41,10.52,19.79,180.00,180.00,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,56.91,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
25.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,61.33,7.31,3.92,62.51,112.47,88.74,47.08,225.00,29.19,6.88,34.19,0.00,6.39,9.00,67.41,10.52,19.79,180.00,180.00,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,56.91,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
26.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,52.09,7.31,3.92,62.51,112.47,88.74,47.08,225.00,29.19,6.88,34.19,0.00,6.39,9.00,67.41,10.52,19.79,180.00,180.00,65.87,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,56.91,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
27.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,40.33,7.31,3.92,62.51,112.47,88.74,47.08,225.00,29.19,6.88,34.19,0.00,6.39,9.00,67.41,10.52,19.79,180.00,180.00,31.26,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,56.91,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
28.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,45.53,7.31,3.92,62.51,112.47,88.74,47.08,225.00,29.19,6.88,34.19,0.00,6.39,9.00,67.41,10.52,19.79,180.00,180.00,47.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,48.18,66.54,81.64,30.70,30.59,30.58,85.00,87.36,94.25,110.32,203.40,20.46,20.42,22.16,21.95,5.06
29.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,56.97,7.31,3.92,62.51,112.47,88.74,47.08,225.00,29.19,6.88,34.19,0.00,6.39,9.00,67.41,10.52,19.79,180.00,180.00,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,56.91,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
30.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,57.29,7.31,3.92,62.51,112.47,88.74,47.08,225.00,29.19,6.88,34.19,0.00,6.39,9.00,67.41,10.52,19.79,180.00,180.00,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,56.91,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
31.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,57.29,7.31,3.92,62.51,112.47,88.74,47.08,225.00,29.19,6.88,34.19,0.00,6.39,9.00,67.41,10.52,19.79,180.00,180.00,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,48.18,66.54,81.64,30.70,30.59,30.58,85.00,87.36,94.25,110.32,203.40,20.46,20.42,22.16,21.95,5.06
32.00,78.57,29.98,67.20,650.00,147.02,0.00,6.58,110.48,19.21,4.79,41.90,0.00,57.29,7.31,3.92,62.51,112.47,88.74,47.08,225.00,29.19,6.88,34.19,0.00,6.39,9.00,67.41,10.52,19.79,180.00,180.00,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,56.91,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
