"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,0.00,17.63,0.00,14.00,0.00,7.60,6.40,8.32,2.60,0.40,3.50,20.00,0.00,0.00,10.00,0.00,6.80,14.95,17.57,8.00,3.80,3.40,2.50,17.90,17.73,11.32,15.09,1.44,0.00,11.29,28.44,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,12.64,12.45,21.00,6.00,10.80,8.30,12.25,2.40,3.45,5.18,18.00,0.00,0.00,0.00,1.00,24.61,53.40,0.87,0.80,0.00,41.71,7.66,0.00,2.00,0.00,0.00,11.00,0.00
2.00,0.00,17.90,0.00,14.00,0.00,7.60,6.40,8.32,2.60,0.40,3.50,20.00,0.00,0.00,10.00,0.00,6.80,15.96,16.33,8.00,3.80,3.40,2.50,17.90,17.73,11.32,15.09,1.44,0.00,10.73,26.29,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,11.54,12.45,21.00,6.00,10.80,8.30,12.25,2.40,3.65,5.64,18.00,0.00,0.00,0.00,1.00,24.74,50.30,0.77,0.70,0.00,42.12,7.21,0.00,2.00,0.00,0.00,11.00,0.00
3.00,0.00,18.25,0.00,14.00,0.00,7.60,6.40,8.32,2.60,0.40,3.50,20.00,0.00,0.00,10.00,0.00,6.80,17.29,15.96,8.00,3.80,3.40,2.50,17.90,17.73,11.32,15.09,1.44,0.00,10.36,25.40,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,10.28,12.45,21.00,6.00,10.80,8.30,12.25,2.40,3.64,5.84,18.00,0.00,0.00,0.00,1.00,27.25,46.80,0.71,0.66,0.00,44.95,7.00,0.00,2.00,0.00,0.00,11.00,0.00
4.00,0.00,18.24,0.43,14.00,0.00,7.60,6.40,8.32,2.60,0.40,3.50,20.00,0.02,0.77,10.00,0.00,6.80,18.23,15.70,8.00,3.80,3.40,2.50,17.90,17.73,11.32,15.09,1.44,0.28,10.06,24.80,3.39,27.00,18.85,17.44,13.99,17.44,2.73,0.60,18.85,18.85,18.85,2.40,9.77,12.45,21.00,6.00,10.80,8.30,12.25,2.40,3.74,6.17,18.00,0.00,0.00,0.00,1.00,29.77,45.50,0.71,0.64,15.03,47.73,7.18,0.00,2.00,3.20,0.00,11.00,0.01
5.00,0.04,18.33,1.67,14.00,0.00,7.60,6.40,8.32,2.60,0.40,3.50,20.00,0.17,3.30,10.00,0.00,6.80,18.04,15.78,8.00,3.80,3.40,2.50,17.90,17.73,11.32,15.09,1.44,2.50,10.00,24.95,3.39,27.00,18.85,17.44,53.61,17.44,10.87,0.60,18.85,18.85,18.85,2.40,11.38,12.45,21.00,6.00,10.80,8.30,12.25,2.40,4.20,6.90,18.00,0.00,0.00,0.00,1.00,32.29,44.90,0.88,0.68,45.34,50.37,8.38,0.00,2.00,18.17,0.35,11.00,2.18
6.00,0.25,18.44,3.09,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,0.71,7.27,10.00,0.00,6.80,17.70,15.96,8.00,3.80,3.40,2.50,17.90,17.73,11.32,15.09,1.44,6.05,10.06,25.62,3.39,27.00,18.85,17.44,95.37,17.44,20.93,0.60,18.85,18.85,18.85,2.40,13.25,12.45,21.00,6.00,10.80,8.30,12.25,2.40,4.62,7.56,18.00,0.00,0.00,0.00,1.00,33.69,42.60,0.99,0.71,73.10,52.42,10.38,0.00,2.00,34.71,6.37,11.00,16.04
7.00,1.13,18.48,5.28,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,3.00,12.04,10.00,0.00,6.80,16.99,16.45,8.00,3.80,3.40,2.50,17.90,17.73,11.32,15.09,1.44,9.32,10.51,27.76,3.39,27.00,18.85,17.44,126.31,17.44,28.72,0.60,18.85,18.85,18.85,2.40,15.83,12.45,21.00,6.00,10.80,8.30,12.25,2.40,4.93,8.02,18.00,0.00,0.00,0.03,1.00,31.74,39.70,0.92,0.71,91.31,52.66,14.72,0.00,2.00,55.40,41.01,11.00,44.22
8.00,3.03,18.39,7.84,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,7.72,13.56,10.00,0.00,6.80,16.33,17.51,8.00,3.80,3.40,2.50,17.90,17.73,11.32,15.09,1.44,10.90,11.29,30.97,3.39,27.00,18.85,17.44,138.56,17.44,33.31,0.60,18.85,18.85,18.85,2.40,18.19,12.45,21.00,6.00,10.80,8.30,12.25,2.40,5.28,8.45,18.00,0.00,0.00,0.06,1.00,30.37,40.00,0.97,0.79,98.87,54.28,18.76,0.00,2.00,67.27,97.79,11.00,96.05
9.00,5.65,18.32,10.10,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,11.75,14.79,10.00,0.00,6.80,15.91,20.35,8.00,3.80,3.40,2.50,17.90,17.73,11.32,15.09,1.44,11.79,13.06,37.16,3.39,27.00,18.85,17.44,140.46,17.44,35.52,0.60,18.85,18.85,18.85,2.40,19.80,12.45,21.00,6.00,10.80,8.30,12.25,2.40,5.77,8.81,18.00,0.00,0.00,0.07,1.00,30.67,41.40,1.34,1.12,101.77,60.07,21.81,0.00,2.00,74.30,166.18,11.00,151.12
10.00,8.32,18.37,11.83,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,14.84,16.49,10.00,0.00,6.80,15.65,23.82,8.00,3.80,3.40,2.50,17.90,17.73,11.32,15.09,1.44,13.26,14.85,43.54,3.39,27.00,18.85,17.44,141.78,17.44,36.99,0.60,18.85,18.85,18.85,2.40,21.51,12.45,21.00,6.00,10.80,8.30,12.25,2.40,6.49,9.35,18.00,0.00,0.00,0.11,1.00,33.84,47.70,1.94,1.58,103.56,66.31,25.29,0.10,2.00,77.02,215.51,11.00,179.42
