"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,53.26,19.19,1.34,30.57,12.26,55.00,0.00,5.13,2.82,140.13,63.73,28.28,31.72,34.48,98.39,0.00,4.03,6.88,76.57,0.00,6.39,9.00,0.00,4.43,0.00,0.00,144.33,0.00,20.62,20.62,0.00,141.55,0.00,141.60,2.43,0.00,45.82,0.00,66.47,53.99,0.00,26.96,0.00,0.00,87.27,110.26,0.00,106.97
2.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,43.57,19.19,1.34,30.57,12.26,55.00,0.00,5.13,2.82,140.13,62.95,16.49,31.72,34.48,98.39,0.00,4.03,6.88,76.57,0.00,6.39,9.00,0.00,4.43,0.00,0.00,144.33,0.00,20.62,20.62,0.00,0.00,119.44,112.79,1.34,0.00,45.00,0.00,66.47,53.99,0.00,10.31,0.00,0.00,87.27,110.26,0.00,103.81
3.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,43.57,19.19,1.34,30.57,12.26,55.00,0.00,5.13,2.82,140.13,61.36,16.49,31.72,34.48,96.44,0.00,4.03,6.88,76.57,0.00,6.39,9.00,0.00,4.43,0.00,0.00,144.33,0.00,20.62,20.62,0.00,0.00,79.64,73.38,1.34,0.00,45.00,0.00,66.47,53.99,0.00,10.31,0.00,0.00,87.27,110.26,0.00,98.23
4.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,73.46,19.19,1.34,30.57,12.26,55.00,0.00,5.13,2.82,140.13,61.07,52.86,31.72,34.48,98.39,0.00,4.03,6.88,76.57,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,20.62,20.62,0.00,0.00,100.30,94.32,1.34,0.00,45.00,0.00,66.47,53.99,0.00,10.31,0.00,0.00,40.96,110.26,0.00,99.27
5.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,87.86,19.19,1.34,30.57,12.26,55.00,0.00,5.13,2.82,140.13,62.15,70.38,31.72,34.48,100.34,0.00,4.03,6.88,76.57,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,20.62,0.00,0.00,92.78,98.76,92.78,1.38,0.00,0.00,0.00,66.47,53.99,0.00,10.92,0.00,0.00,26.80,110.26,0.00,104.04
6.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,85.53,19.19,1.34,30.57,12.26,55.00,0.00,5.13,2.82,140.13,62.32,67.55,31.72,34.48,98.39,0.00,4.03,6.88,76.57,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,20.62,0.00,0.00,137.86,0.00,137.90,1.34,0.00,0.00,0.00,66.47,53.99,0.00,10.31,0.00,0.00,20.62,110.26,0.00,105.23
7.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,62.82,19.19,1.34,30.57,12.26,55.00,0.00,5.13,2.82,140.13,59.66,39.91,31.72,34.48,96.44,0.00,4.03,6.88,76.57,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,20.62,20.62,0.00,84.21,0.00,84.21,1.34,0.00,45.00,0.00,66.47,53.99,0.00,10.31,0.00,0.00,87.27,110.26,0.00,98.28
8.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,65.64,19.19,1.34,30.57,12.26,55.00,0.00,5.13,2.82,140.13,60.18,43.35,31.72,34.48,98.39,0.00,4.03,6.88,76.57,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,20.62,20.62,0.00,87.75,0.00,87.75,1.34,0.00,45.00,0.00,66.47,53.99,0.00,10.31,0.00,0.00,38.18,110.26,0.00,99.86
9.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,84.16,19.19,1.34,30.57,12.26,55.00,0.00,5.13,2.82,140.13,62.80,65.88,31.72,34.48,98.39,0.00,4.03,6.88,76.57,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,20.62,20.62,0.00,0.00,155.41,0.00,155.47,1.34,0.00,45.00,0.00,66.47,53.99,0.00,0.00,10.31,0.00,87.27,110.26,0.00,110.84
10.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,87.86,19.19,1.34,30.57,12.26,55.00,0.00,5.13,2.82,140.13,63.48,70.38,31.72,34.48,98.92,0.00,4.03,6.88,76.57,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,20.62,20.62,0.00,0.00,176.03,0.00,176.10,1.79,0.00,48.54,0.00,66.47,53.99,0.00,0.00,17.19,0.00,87.27,110.26,0.00,114.50
11.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,59.22,19.19,1.34,30.57,12.26,55.00,0.00,5.13,2.82,140.13,64.39,35.54,31.72,34.48,97.87,0.00,4.03,6.88,76.57,0.00,6.39,9.00,0.00,4.43,0.00,144.33,0.00,20.62,20.62,0.00,0.00,123.65,131.30,123.67,2.39,0.00,48.54,0.00,66.47,53.99,0.00,13.16,13.16,0.00,87.27,110.26,0.00,117.70
12.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,67.61,19.19,1.34,30.57,12.26,55.00,0.00,5.13,2.82,140.13,66.73,45.74,31.72,34.48,98.39,0.00,4.03,6.88,76.57,0.00,6.39,9.00,0.00,4.43,0.00,144.33,0.00,20.62,20.62,0.00,0.00,140.01,149.77,140.05,4.15,0.00,48.54,0.00,66.47,53.99,0.00,26.76,26.75,0.00,28.16,110.26,0.00,123.32
13.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,84.57,19.19,1.34,30.57,12.26,55.00,0.00,5.13,2.82,140.13,67.67,66.38,31.72,34.48,100.34,0.00,4.03,6.88,76.57,0.00,6.39,9.00,37.73,4.43,8.73,144.33,0.00,22.82,22.81,0.00,0.00,178.23,191.16,178.29,4.65,0.00,48.54,0.00,66.47,53.99,0.00,30.56,30.55,0.00,87.27,110.26,0.00,127.66
14.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,76.11,19.19,1.34,30.57,12.26,55.00,0.00,5.13,2.82,140.13,63.85,56.09,31.72,34.48,96.44,0.00,4.03,6.88,76.57,0.00,6.39,9.00,16.49,4.43,3.81,144.33,0.00,21.21,21.21,0.00,0.00,142.78,152.91,142.82,4.65,0.00,48.54,0.00,66.47,53.99,0.00,30.56,30.55,0.00,20.62,110.26,0.00,107.59
15.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,79.79,19.19,1.34,30.57,12.26,55.00,0.00,5.13,2.82,140.13,60.43,60.56,31.72,34.48,98.39,0.00,4.03,6.88,76.57,0.00,6.39,9.00,21.86,4.43,5.06,144.33,0.00,0.00,22.81,22.82,0.00,130.94,139.47,130.97,4.65,0.00,48.54,0.00,66.47,53.99,0.00,30.56,30.55,0.00,87.27,110.26,0.00,87.18
16.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,87.74,19.19,1.34,30.57,12.26,55.00,0.00,5.13,2.82,140.13,55.91,70.24,31.72,34.48,98.39,0.00,4.03,6.88,76.57,0.00,6.39,9.00,38.03,4.43,8.80,144.33,0.00,0.00,22.81,22.82,0.00,118.08,125.17,118.10,4.65,0.00,48.54,0.00,66.47,53.99,0.00,30.56,30.55,0.00,87.27,110.26,0.00,68.07
17.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,87.86,19.19,1.34,30.57,14.92,88.71,0.00,5.13,2.82,140.13,52.95,70.38,31.72,34.48,98.39,0.00,4.03,6.88,76.57,0.00,6.39,9.00,52.84,4.43,12.22,144.33,0.00,49.69,21.76,21.76,49.58,113.99,120.74,114.01,4.65,0.00,48.54,0.00,66.47,53.99,0.00,30.56,30.55,0.00,87.27,110.26,0.00,56.51
18.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,87.86,19.19,1.34,30.57,13.65,77.84,0.00,5.13,2.82,140.13,53.01,70.38,31.72,34.48,98.39,0.00,4.03,6.88,76.57,0.00,6.39,9.00,55.66,4.43,12.87,147.17,0.00,31.07,30.88,31.07,51.54,164.37,176.75,0.00,4.65,0.00,48.54,0.00,66.47,53.99,0.00,30.56,30.55,0.00,87.27,110.26,0.00,52.06
19.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,87.86,19.19,1.34,30.57,14.92,80.78,0.00,5.13,2.82,140.13,56.49,70.38,31.72,34.48,98.39,13.33,4.03,6.88,76.57,0.00,6.39,9.00,72.04,4.43,16.66,160.10,0.00,22.68,66.23,22.68,66.40,179.72,192.67,0.00,4.65,0.00,48.54,0.00,66.47,53.99,0.00,30.56,30.55,0.00,87.27,110.26,0.00,54.67
20.00,78.57,29.95,67.13,643.66,209.39,8.45,8.87,87.86,19.19,1.34,30.57,14.92,80.15,0.00,5.13,2.82,140.13,58.29,70.38,31.72,34.48,98.39,13.33,4.03,6.88,76.57,0.00,6.39,9.00,79.99,4.43,18.50,167.36,0.00,23.30,67.10,23.30,67.33,124.41,132.15,124.43,4.65,0.00,48.54,0.00,66.47,53.99,0.00,30.56,30.55,0.00,87.27,110.26,0.00,54.79
