"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,50.02,7.27,3.91,80.39,112.47,132.84,47.08,187.80,13.89,6.88,43.97,0.00,6.39,9.98,47.49,10.52,16.60,0.00,228.42,20.60,0.00,0.00,20.60,184.35,197.33,184.41,5.67,66.94,61.79,66.62,62.40,76.75,30.70,30.59,30.58,84.50,76.49,110.37,110.32,155.00,20.46,20.42,11.81,11.78,3.81
2.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,50.02,7.27,3.91,80.39,112.47,132.84,47.08,188.00,13.89,6.88,43.97,0.00,6.39,9.98,47.49,10.52,16.60,0.00,228.42,20.60,20.60,0.00,0.00,184.35,197.33,184.41,5.67,69.95,50.25,66.62,62.40,76.75,30.70,30.59,30.58,87.20,76.49,110.37,110.32,155.00,20.46,20.42,11.81,11.78,3.81
3.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,50.02,7.27,3.91,80.39,112.47,132.84,47.08,188.19,13.89,6.88,43.97,0.00,6.39,9.98,47.49,10.52,16.60,0.00,228.42,20.60,0.00,0.00,47.62,184.35,197.33,184.41,5.67,66.94,61.79,66.62,62.40,76.75,30.70,30.59,30.58,87.20,52.19,110.37,110.32,155.00,20.46,20.42,11.81,11.78,3.81
4.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,50.02,7.27,3.91,80.39,112.47,132.84,47.08,187.80,13.89,6.88,43.97,0.00,6.39,9.98,47.49,10.52,16.60,0.00,228.42,20.60,0.00,66.94,20.60,184.35,197.33,184.41,5.67,70.58,63.39,66.62,62.40,76.75,30.70,30.59,30.58,87.20,52.19,110.37,110.32,155.00,20.46,20.42,11.81,11.78,3.81
5.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,50.02,7.27,3.91,80.39,112.47,132.84,47.08,188.00,13.89,6.88,43.97,0.00,6.39,9.98,47.49,10.52,16.60,0.00,228.42,67.57,0.00,47.62,67.39,184.35,197.33,184.41,5.67,74.99,65.11,66.62,62.40,76.75,30.70,30.59,30.58,87.20,52.19,110.37,110.32,155.00,20.46,20.42,11.81,11.78,3.81
6.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,71.56,7.27,3.91,80.39,112.47,132.84,47.08,188.00,13.89,6.88,43.97,0.00,6.39,9.98,47.49,10.52,16.60,0.00,228.42,55.26,51.74,52.29,43.74,184.35,197.33,184.41,5.67,74.99,65.11,66.62,62.40,76.75,30.70,30.59,30.58,87.20,52.19,110.37,110.32,155.00,20.46,20.42,11.81,11.78,3.81
7.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,95.09,7.27,3.91,80.39,112.47,132.84,47.08,188.19,13.89,6.88,43.97,0.00,6.39,9.98,47.49,10.52,16.60,0.00,228.42,58.56,56.43,60.71,40.01,184.35,197.33,184.41,5.67,74.99,65.11,66.62,62.40,76.75,30.70,30.59,30.58,87.20,52.19,110.37,110.32,155.00,20.46,20.42,11.81,11.78,3.81
8.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,113.04,7.27,3.91,80.39,112.47,132.84,47.08,188.00,13.89,6.88,43.97,16.00,6.39,9.98,47.49,10.52,16.60,0.00,228.42,61.24,60.01,60.75,44.48,184.35,197.33,184.41,5.67,74.99,65.11,66.62,62.40,76.75,30.70,30.59,30.58,87.20,52.19,110.37,110.32,155.00,20.46,20.42,11.81,11.78,3.81
9.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,120.08,7.27,3.91,80.39,112.47,132.84,47.08,187.80,13.89,6.88,43.97,36.00,6.39,9.98,47.49,10.52,16.60,0.00,228.42,60.87,59.54,62.09,41.65,184.35,197.33,184.41,5.67,74.99,65.11,66.62,62.40,76.75,30.70,30.59,30.58,87.20,52.19,110.37,110.32,155.00,20.46,20.42,11.81,11.78,3.81
10.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,124.45,7.27,3.91,80.39,112.47,132.84,47.08,188.08,13.89,6.88,43.97,56.00,6.39,9.98,47.49,10.52,16.60,0.00,180.00,62.83,61.98,62.74,43.21,184.35,197.33,184.41,5.67,74.99,65.11,66.62,62.40,76.75,30.70,30.59,30.58,87.20,43.73,41.57,110.32,155.00,20.46,20.42,11.81,11.78,3.81
