"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,18.95,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,3.10,7.80,7.31,9.70,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,2.09,4.48,1.90,28.21,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.60,6.00,2.00,10.43,8.25,3.50,2.30,7.47,10.13,9.50,0.00,0.52,7.18,7.30,2.88,1.97,0.00,10.10,6.00,0.00,1.17,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,19.67,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,3.10,7.80,7.25,10.28,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,2.15,4.62,1.90,28.25,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.60,6.00,2.00,10.43,8.25,3.50,2.30,7.29,9.76,9.50,0.00,0.51,6.37,6.44,2.64,2.16,0.00,10.16,7.00,0.00,1.16,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,19.90,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,3.10,7.80,7.78,10.96,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,2.18,4.66,1.90,28.25,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.60,6.00,2.00,10.43,8.25,3.50,2.30,6.98,9.46,9.50,0.00,0.51,5.61,6.09,2.59,1.98,0.00,10.16,6.00,0.00,1.14,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,20.15,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,3.10,7.80,8.32,11.64,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,2.22,4.70,1.90,28.21,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.60,6.00,2.00,10.43,8.25,3.50,2.30,6.87,9.43,9.50,0.00,0.51,4.85,5.74,2.54,1.65,0.00,10.15,5.00,0.00,1.13,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,20.18,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,0.00,7.80,9.79,13.12,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,2.30,4.93,1.90,28.14,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.60,6.00,2.00,10.43,8.25,3.50,2.30,7.21,9.87,9.50,0.00,0.51,4.45,5.44,2.66,1.73,0.00,10.61,4.00,0.00,1.12,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,20.04,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,0.00,7.80,11.25,14.59,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,2.37,5.16,1.90,28.17,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.60,6.00,2.00,10.43,8.25,3.50,2.30,7.27,9.53,9.50,0.00,0.51,4.06,5.14,2.65,1.81,0.00,11.06,4.00,0.00,1.11,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,20.33,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,0.00,7.80,13.47,15.55,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,2.25,4.66,1.90,28.18,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.60,6.00,2.00,10.43,8.25,3.50,2.30,8.90,11.15,9.50,0.00,0.51,3.28,2.92,2.60,1.60,0.00,9.55,4.00,0.00,1.10,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,20.27,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,0.00,7.80,15.70,16.51,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,2.13,4.15,1.90,28.20,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.60,6.00,2.00,10.43,8.25,3.50,2.30,9.58,11.89,9.50,0.00,0.50,2.51,0.71,2.67,1.73,0.00,8.04,4.00,0.00,1.08,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.11
9.00,0.00,20.23,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,0.00,7.80,18.16,20.66,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,2.02,3.30,1.90,28.27,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.60,0.00,0.00,10.43,8.25,3.50,2.30,10.42,12.35,9.50,0.00,0.50,2.28,0.70,2.82,1.47,0.00,7.32,5.00,0.00,1.09,0.00,0.00,10.63,6.05,12.14,0.00,0.00,6.14,0.12
10.00,0.01,20.32,0.02,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.05,0.00,0.00,7.80,20.62,24.81,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,1.92,2.44,1.90,28.34,3.30,11.11,0.00,15.46,0.09,0.60,8.00,8.60,8.80,1.15,3.00,4.60,0.00,0.00,10.43,8.25,3.50,2.30,12.12,14.01,9.50,0.00,0.50,2.06,0.70,2.82,1.28,0.00,6.60,6.00,0.00,1.07,0.00,0.00,10.63,34.53,12.14,0.00,0.00,34.83,0.79
