"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,0.00,23.63,0.00,14.00,4.20,8.40,7.27,19.22,1.50,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,6.00,14.00,8.10,10.15,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,16.59,42.77,3.15,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,27.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,7.00,8.00,9.00,0.00,1.00,30.75,27.64,2.47,2.24,0.00,79.75,12.00,0.00,2.00,0.00,0.00
2.00,0.00,23.63,0.00,14.00,4.20,8.40,7.27,19.22,1.50,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,7.32,25.94,8.10,10.15,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,15.96,40.50,3.15,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,23.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,8.03,12.58,9.00,0.00,1.00,26.56,51.75,1.32,0.77,0.00,78.48,11.00,0.00,2.00,0.00,0.00
3.00,0.00,23.78,0.00,14.00,4.20,8.40,7.27,19.22,1.50,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,7.30,24.71,8.10,10.15,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,15.49,38.85,3.15,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,21.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,7.76,12.40,9.00,0.00,1.00,24.71,50.20,1.11,0.65,0.00,77.22,10.00,0.00,2.00,0.00,0.00
4.00,0.00,23.48,0.00,14.00,4.20,8.40,7.27,19.22,1.50,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,7.21,24.10,8.10,10.15,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,15.20,37.81,3.15,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,19.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,7.44,12.06,9.00,0.00,1.00,23.11,48.91,0.98,0.55,0.00,76.54,8.00,0.00,2.00,0.00,0.00
5.00,0.00,23.50,0.00,14.00,4.20,8.40,7.27,19.22,1.50,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,7.64,23.20,8.10,10.15,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,15.05,37.00,3.15,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,18.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,7.04,11.69,9.00,0.00,1.00,22.07,47.85,0.92,0.54,0.00,75.85,7.00,0.00,2.00,0.00,0.00
6.00,0.00,23.70,0.00,14.00,4.20,8.40,7.27,19.22,1.50,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,8.23,22.21,8.10,10.15,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,15.06,36.42,3.15,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,18.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,6.61,11.31,9.00,0.00,1.00,21.22,46.86,0.87,0.56,0.00,76.20,7.00,0.00,2.00,0.00,0.00
7.00,0.00,24.15,0.00,14.00,4.20,8.40,7.27,19.22,1.50,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.24,21.71,8.10,10.15,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,15.12,35.52,3.15,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,17.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,6.44,11.16,9.00,0.00,1.00,20.22,46.11,0.72,0.51,0.00,76.54,6.00,0.00,2.00,0.00,0.00
8.00,0.00,23.96,0.00,14.00,4.20,8.40,7.27,19.22,1.50,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,10.39,21.38,8.10,10.15,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,15.22,34.31,3.15,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,15.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,6.35,11.09,9.00,0.00,1.00,19.17,45.45,0.54,0.43,0.00,76.39,5.00,0.00,2.00,0.00,0.00
9.00,0.00,23.80,0.00,14.00,4.20,8.40,7.27,19.22,1.50,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,11.48,20.26,8.10,10.15,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,15.26,33.49,3.15,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,13.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,6.50,11.28,9.00,0.00,1.00,19.39,45.47,0.43,0.41,0.00,76.24,5.00,0.00,2.00,0.00,0.00
10.00,0.00,23.97,0.00,14.00,4.20,8.40,7.27,19.22,1.50,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,12.56,18.87,8.10,10.15,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,15.23,33.07,3.15,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,11.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,6.72,11.55,9.00,0.00,1.00,20.04,45.71,0.33,0.41,0.00,74.21,4.00,0.00,2.00,0.00,0.00
11.00,0.00,23.94,0.00,14.00,4.20,8.40,7.27,19.22,1.50,0.70,3.50,0.00,0.00,0.00,17.56,0.00,7.80,12.89,17.18,8.10,10.15,14.54,5.00,19.32,19.32,19.51,19.51,0.00,0.00,15.35,33.38,3.15,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,10.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,7.11,11.90,9.00,0.00,1.00,20.88,45.83,0.34,0.40,0.00,72.19,5.00,0.00,2.00,0.00,0.00
12.00,0.00,23.81,0.03,14.00,4.20,8.40,7.27,19.22,1.50,0.70,3.50,0.00,0.47,0.98,17.56,0.00,7.80,12.98,15.38,8.10,10.15,14.54,5.00,19.32,19.32,19.51,19.51,0.00,1.10,15.61,34.42,3.15,0.00,19.51,19.32,1.77,9.20,0.33,0.60,20.00,19.51,19.51,2.40,10.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,7.56,12.28,9.00,0.00,1.00,21.79,45.91,0.39,0.39,1.27,70.64,5.00,0.00,2.00,1.73,0.00
