"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXP"
1.00,11.91,23.82,9.28,14.00,0.00,7.00,12.24,19.14,3.35,0.40,3.30,19.26,13.11,10.95,17.49,0.00,8.40,1.13,7.80,8.00,10.69,15.16,4.80,19.24,19.24,19.44,19.44,0.00,11.70,8.39,26.68,3.30,27.00,19.44,18.46,106.30,17.88,19.01,0.60,19.44,19.44,19.44,0.00,0.00,12.83,20.41,8.00,10.80,7.82,17.49,2.40,10.38,12.23,19.00,0.62,1.00,4.20,11.30,1.27,1.47,78.80,41.99,0.00,0.20,2.00,64.44,199.01,11.00,191.50,22.00,0.24,43.09,27.24
2.00,12.80,23.75,9.95,14.00,0.00,7.00,12.24,19.14,3.35,0.40,3.30,19.26,14.42,12.36,17.49,0.00,8.40,0.90,9.85,8.00,10.69,15.16,4.80,19.24,19.24,19.44,19.44,0.00,12.35,8.90,30.28,3.30,27.00,19.44,18.46,106.30,17.88,20.53,0.60,19.44,19.44,19.44,0.00,0.00,12.83,20.41,8.00,10.80,7.82,17.49,2.40,11.15,12.52,19.00,0.70,1.00,9.50,17.00,1.73,1.81,78.80,43.09,0.00,0.30,2.00,67.58,204.56,11.00,201.00,22.00,0.27,44.00,35.55
3.00,13.16,23.94,10.49,14.00,0.00,7.00,12.24,19.14,3.35,0.40,3.30,19.26,15.80,13.26,17.49,0.00,8.40,2.34,11.80,8.00,10.69,15.16,4.80,19.24,19.24,19.44,19.44,0.00,12.60,9.16,32.04,3.30,27.00,19.44,18.46,108.70,17.88,21.40,0.60,19.44,19.44,19.44,0.00,6.87,12.83,20.41,8.00,10.80,7.82,17.49,2.40,11.64,12.81,19.00,0.76,1.00,19.30,26.00,2.00,2.26,79.60,44.38,10.00,0.30,2.00,69.54,207.67,11.00,199.60,22.00,0.30,44.91,43.73
4.00,13.13,23.53,10.50,14.00,0.00,7.00,12.24,19.14,3.35,0.40,3.30,19.26,16.43,13.68,17.49,0.00,8.40,4.35,13.71,8.00,10.69,15.16,4.80,19.24,19.24,19.44,19.44,0.00,11.97,9.34,33.18,3.30,27.00,19.44,18.46,98.60,17.88,19.99,0.60,19.44,19.44,19.44,0.00,13.93,12.83,20.41,8.00,10.80,7.82,17.49,2.40,12.03,13.10,19.00,0.78,1.00,28.10,34.00,2.21,2.76,70.60,45.72,23.14,0.30,2.00,67.52,197.98,11.00,183.60,22.00,0.31,42.17,50.00
5.00,13.09,23.76,9.71,14.00,0.00,7.00,12.24,19.14,3.35,0.40,3.30,19.26,16.38,13.78,17.49,0.00,8.40,6.58,17.48,8.00,10.69,15.16,4.80,19.24,19.24,19.44,19.44,0.00,10.63,9.28,34.25,3.30,27.00,19.44,18.46,78.20,17.88,16.84,0.60,19.44,19.44,19.44,0.00,26.32,12.83,20.41,8.00,10.80,7.82,17.49,2.40,12.39,13.22,19.00,0.77,1.00,33.70,41.60,2.22,2.97,59.70,46.79,36.50,0.40,2.00,63.10,179.49,11.00,165.00,22.00,0.33,39.43,50.00
6.00,13.16,23.97,8.76,14.00,0.00,7.00,12.24,19.14,3.35,0.40,3.30,19.26,15.78,13.66,17.49,0.00,8.40,8.89,21.87,8.00,10.69,15.16,4.80,19.24,19.24,19.44,19.44,0.00,9.95,9.15,35.29,3.30,27.00,19.44,18.46,64.80,17.88,14.83,0.60,19.44,19.44,19.44,0.00,40.48,12.83,20.41,8.00,10.80,7.82,17.49,2.40,12.74,13.27,19.00,0.78,1.00,38.10,47.10,2.16,3.10,49.30,47.77,50.80,0.40,2.00,60.21,163.26,11.00,147.00,22.00,0.33,29.91,50.00
7.00,13.16,23.82,7.94,14.00,0.00,7.00,12.24,19.14,3.35,0.40,3.30,19.26,13.78,13.41,17.49,0.00,8.40,11.39,24.92,8.00,10.69,15.16,4.80,19.24,19.24,19.44,19.44,0.00,9.56,9.36,38.48,3.30,27.00,19.44,18.46,52.00,17.88,13.12,0.60,19.44,19.44,19.44,0.00,58.03,12.83,20.41,8.00,10.80,7.82,17.49,2.40,12.94,13.49,19.00,0.77,1.00,38.70,48.40,2.37,3.36,41.90,46.91,67.48,0.40,2.00,57.90,155.58,11.00,132.30,22.00,0.33,20.40,50.00
8.00,13.59,23.97,7.82,14.00,0.00,7.00,12.24,19.14,3.25,0.40,3.30,19.26,12.81,13.45,17.49,0.00,8.40,13.95,27.52,8.00,10.69,15.16,4.80,19.24,19.24,19.44,19.44,0.00,9.91,9.68,42.38,3.30,27.00,19.44,18.46,41.30,17.88,11.09,0.60,19.44,19.44,19.44,0.00,76.72,12.83,20.41,8.00,10.80,7.82,17.49,2.40,13.10,13.75,19.00,0.77,1.00,39.20,49.40,2.66,3.67,35.40,45.43,84.94,0.40,2.00,60.13,160.86,11.00,116.40,22.00,0.32,16.23,50.00
9.00,12.82,23.75,7.79,14.00,0.00,7.00,12.24,19.14,3.25,0.40,3.30,19.26,13.17,13.62,17.49,0.00,8.40,15.28,28.26,8.00,10.69,15.16,4.80,19.24,19.24,19.44,19.44,0.00,10.33,9.79,43.35,3.30,27.00,19.44,18.46,34.70,17.88,8.85,0.60,19.44,19.44,19.44,0.00,87.29,12.83,20.41,8.00,10.80,7.82,17.49,2.40,13.25,14.05,19.00,0.77,1.00,39.90,48.60,2.81,3.91,28.10,44.52,92.03,0.30,2.00,61.08,147.39,11.00,86.90,22.00,0.31,12.07,50.00
10.00,11.26,23.66,7.13,14.00,0.00,7.00,12.24,19.14,3.05,0.40,3.30,19.26,12.45,13.68,17.49,0.00,8.40,16.21,28.39,8.00,10.69,15.16,4.80,19.24,19.24,19.44,19.44,0.00,10.36,9.82,43.34,3.30,27.00,19.44,18.46,24.80,17.88,6.42,0.60,19.44,19.44,19.44,0.00,95.17,12.83,20.41,8.00,10.80,7.82,17.49,2.40,13.40,14.36,19.00,0.65,1.00,41.30,48.90,2.92,4.14,19.30,43.79,95.66,0.20,2.00,48.23,107.36,11.00,60.90,22.00,0.28,11.38,50.00
