"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,0.00,22.11,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.40,0.00,0.00,0.00,19.00,0.00,7.00,23.20,56.70,8.00,6.00,15.53,2.50,18.45,17.67,10.00,10.00,2.80,0.00,26.60,81.70,2.75,27.00,19.42,19.03,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,112.50,11.84,18.50,19.42,4.30,10.70,7.58,13.01,1.20,7.46,9.41,18.00,0.00,0.00,0.00,1.23,112.78,116.45,11.56,9.63,0.00,105.60,96.60,0.00,1.90,0.00,0.00
2.00,0.00,22.50,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.40,0.00,0.00,0.00,19.00,0.00,7.00,22.20,54.80,8.00,6.00,15.53,2.50,18.45,17.67,10.00,10.00,2.80,0.00,26.40,80.70,2.75,27.00,19.42,19.03,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,109.70,11.84,18.50,19.42,4.30,10.70,7.58,13.01,1.20,6.93,9.21,18.00,0.00,0.00,0.00,1.23,111.44,121.93,11.33,9.01,0.00,106.80,89.60,0.00,1.90,0.00,0.00
3.00,0.00,22.42,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.40,0.00,0.00,0.00,19.00,0.00,7.00,21.40,53.00,8.00,6.00,15.53,2.50,18.45,17.67,10.00,10.00,2.80,0.00,26.10,79.60,2.75,27.00,19.42,19.03,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,106.50,11.84,18.50,19.42,4.30,10.70,7.58,13.01,1.20,6.60,9.34,18.00,0.00,0.00,0.00,1.23,109.39,120.13,11.08,8.42,0.00,107.70,83.10,0.00,1.90,0.00,0.00
4.00,0.00,22.50,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.40,0.00,0.00,0.00,19.00,0.00,7.00,20.60,50.50,8.00,6.00,15.53,2.50,18.45,17.67,10.00,10.00,2.80,0.00,26.10,79.00,2.75,27.00,19.42,19.03,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,103.70,11.84,18.50,19.42,4.30,10.70,7.58,13.01,1.20,6.87,10.49,18.00,0.00,0.00,0.00,1.23,107.48,118.35,10.76,7.88,0.00,109.30,80.70,0.00,1.90,0.00,0.00
5.00,0.00,22.56,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.40,0.00,0.00,0.00,19.00,0.00,7.00,19.80,48.30,8.00,6.00,15.53,2.50,18.45,17.67,10.00,10.00,2.80,0.00,26.10,78.70,2.75,27.00,19.42,19.03,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,101.10,11.84,18.50,19.42,4.30,10.70,7.58,13.01,1.20,7.43,11.64,18.00,0.00,0.00,0.00,1.23,105.97,116.64,10.42,7.38,0.00,111.10,79.70,0.00,1.90,0.00,0.00
6.00,0.00,22.59,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.40,0.00,0.00,0.00,19.00,0.00,7.00,19.30,47.90,8.00,6.00,15.53,2.50,18.45,17.67,10.00,10.00,2.80,0.00,26.00,78.20,2.75,27.00,19.42,19.03,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,96.90,11.84,18.50,19.42,4.30,10.70,7.58,13.01,1.20,8.87,12.79,18.00,0.00,0.00,0.00,1.23,104.32,114.82,10.09,6.96,0.00,112.20,77.60,0.00,1.90,0.00,0.00
7.00,0.00,22.47,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.40,0.00,0.00,0.00,19.00,0.00,7.00,19.00,47.90,8.00,6.00,15.53,2.50,18.45,17.67,10.00,10.00,2.80,0.00,25.90,77.60,2.75,27.00,19.42,19.03,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,92.20,11.84,18.50,19.42,4.30,10.70,7.58,13.01,1.20,10.10,13.76,18.00,0.00,0.00,0.00,1.23,102.22,112.62,9.78,6.64,0.00,112.20,75.00,0.00,1.90,0.00,0.00
8.00,0.00,22.63,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.40,0.00,0.00,0.00,19.00,0.00,7.00,19.10,47.10,8.00,6.00,15.53,2.50,18.45,17.67,10.00,10.00,2.80,0.00,25.70,76.60,2.75,27.00,19.42,19.03,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,86.20,11.84,18.50,19.42,4.30,10.70,7.58,13.01,1.20,10.71,14.18,18.00,0.00,0.00,0.00,1.23,102.03,112.32,9.55,6.64,0.00,111.80,70.60,0.00,1.90,0.00,0.00
9.00,0.00,22.69,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.40,0.00,0.00,0.00,19.00,0.00,7.00,19.30,46.00,8.00,6.00,15.53,2.50,18.45,17.67,10.00,10.00,2.80,0.00,25.50,75.30,2.75,27.00,19.42,19.03,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,79.70,11.84,18.50,19.42,4.30,10.70,7.58,13.01,1.20,11.20,14.50,18.00,0.00,0.00,0.00,1.23,101.60,111.67,9.21,6.55,0.00,111.50,65.60,0.00,1.90,0.00,0.00
10.00,0.00,22.96,0.00,17.00,4.20,8.20,4.50,9.85,1.50,0.40,3.40,0.00,0.00,0.00,19.00,0.00,7.00,19.70,44.10,8.00,6.00,15.53,2.50,18.45,17.67,10.00,10.00,2.80,0.00,25.50,74.60,2.75,27.00,19.42,19.03,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,76.10,11.84,18.50,19.42,4.30,10.70,7.58,13.01,1.20,11.32,14.57,18.00,0.00,0.00,0.00,1.23,100.75,110.95,8.56,6.21,0.00,110.80,61.50,0.00,1.90,0.00,0.00
