"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,73.79,29.95,67.13,643.66,209.39,8.92,2.49,110.37,19.19,1.78,41.86,14.92,85.13,0.00,5.13,2.82,154.17,99.00,88.38,38.97,34.48,195.21,16.16,4.12,6.88,83.80,20.00,6.39,9.98,47.73,4.43,11.04,219.58,219.32,0.00,60.19,61.17,0.00,184.17,197.14,184.23,5.67,74.89,76.27,47.40,48.62,81.56,30.67,30.56,30.55,56.00,77.67,110.26,110.22,146.00
2.00,73.68,29.95,67.13,643.66,209.39,8.92,2.49,110.37,19.19,1.78,41.86,14.92,96.38,0.00,5.13,2.82,154.17,99.10,88.38,38.97,34.48,201.92,16.16,4.12,6.88,83.80,20.00,6.39,9.98,47.73,4.43,11.04,217.02,216.76,0.00,67.10,67.88,0.00,184.17,197.14,184.23,5.67,74.89,76.28,50.32,45.70,81.56,30.67,30.56,30.55,56.00,77.67,110.26,110.22,146.00
3.00,73.43,29.95,67.13,643.66,209.39,8.92,2.49,110.37,19.19,1.78,41.86,14.92,110.84,0.00,5.13,2.82,154.17,98.99,88.38,38.97,34.48,201.47,16.16,4.12,6.88,83.80,20.00,6.39,9.98,47.73,4.43,11.04,216.95,216.69,0.00,60.19,61.17,0.00,184.17,197.14,184.23,5.67,74.89,76.28,50.32,45.70,81.56,30.67,30.56,30.55,56.00,77.67,70.17,93.42,146.00
4.00,72.37,29.95,67.13,643.66,209.39,8.92,2.49,110.37,19.19,1.78,41.86,14.92,111.28,0.00,5.13,2.82,154.17,97.87,88.38,38.97,34.48,198.63,16.16,4.12,6.88,83.80,20.00,6.39,9.98,47.73,4.43,11.04,217.34,217.08,58.19,37.44,58.52,0.00,184.17,197.14,184.23,5.67,74.89,76.28,45.06,49.77,81.56,30.67,30.56,30.55,56.00,77.67,80.11,80.08,146.00
5.00,73.09,29.95,67.13,643.66,209.39,8.92,2.49,110.37,19.19,1.78,41.86,14.92,111.40,0.00,5.13,2.82,154.17,96.84,88.38,38.97,34.48,193.16,16.16,4.12,6.88,83.80,20.00,6.39,9.98,47.73,4.43,11.04,217.90,217.64,31.22,31.19,60.90,31.21,184.17,197.14,184.23,5.67,74.89,76.28,50.03,45.49,81.56,30.67,30.56,30.55,56.00,77.67,0.00,110.22,146.00
6.00,72.97,29.95,67.13,643.66,209.39,8.92,2.49,110.37,19.19,1.78,41.86,14.92,106.47,0.00,5.13,2.82,154.17,94.91,88.38,38.97,34.48,191.15,16.16,4.12,6.88,83.80,20.00,6.39,9.98,47.73,4.43,11.04,217.30,217.05,38.06,37.98,38.14,38.03,184.17,197.14,184.23,5.67,74.91,75.00,49.13,44.82,81.56,30.67,30.56,30.55,56.00,77.67,0.00,110.22,146.00
7.00,72.69,29.95,67.13,643.66,209.39,8.92,2.49,110.37,19.19,1.78,41.86,14.92,103.00,0.00,5.13,2.82,154.17,93.14,88.38,38.97,34.48,188.50,16.16,4.12,6.88,83.80,20.00,6.39,9.98,47.73,4.43,11.04,216.30,216.04,58.22,37.48,0.00,58.06,184.17,197.14,184.23,5.67,74.89,76.28,45.50,47.75,81.56,30.67,30.56,30.55,56.00,77.67,51.12,83.66,146.00
8.00,75.25,29.95,67.13,643.66,209.39,8.92,2.49,110.37,19.19,1.78,41.86,14.92,101.24,0.00,5.13,2.82,154.17,90.88,88.38,38.97,34.48,176.91,16.16,4.12,6.88,83.80,20.00,6.39,9.98,47.73,4.43,11.04,218.18,217.92,61.16,32.87,32.94,32.89,184.17,197.14,184.23,5.67,74.89,76.28,52.43,47.29,81.56,30.67,30.56,30.55,56.00,77.67,0.00,110.22,146.00
9.00,74.90,29.95,67.13,643.66,209.39,8.92,2.49,110.37,19.19,1.78,41.86,14.92,97.44,0.00,5.13,2.82,154.17,87.65,88.38,38.97,34.48,159.36,16.16,4.12,6.88,83.80,20.00,6.39,9.98,47.73,4.43,11.04,214.65,214.40,0.00,58.37,38.34,58.58,184.17,197.14,184.23,5.67,74.89,76.28,49.43,49.42,81.56,30.67,30.56,30.55,56.00,77.67,76.85,99.56,146.00
10.00,72.37,29.95,67.13,643.66,209.39,8.92,2.49,110.37,19.19,1.78,41.86,14.92,78.58,0.00,5.13,2.82,154.17,82.57,88.38,38.97,34.48,129.10,16.16,4.12,6.88,83.80,20.00,6.39,9.98,47.73,4.43,11.04,205.52,205.29,0.00,44.32,63.07,0.00,184.17,197.14,184.23,5.67,74.89,76.28,45.49,42.15,81.56,30.67,30.56,30.55,54.91,73.35,20.62,76.57,146.00
