"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,14.17,18.28,15.80,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,16.43,17.98,10.00,0.00,6.80,14.87,41.56,8.00,3.80,3.40,2.50,17.90,17.73,11.32,15.09,0.00,15.05,19.42,61.72,3.39,27.00,18.85,17.44,142.94,17.44,38.66,0.60,18.85,18.85,18.85,2.40,36.55,12.45,21.00,6.00,10.80,8.30,12.25,2.40,9.73,11.91,18.00,0.00,0.00,0.87,1.00,62.85,69.30,5.62,4.54,108.38,87.07,47.43,0.30,2.00,79.50,250.43,11.00,198.76
2.00,15.58,17.81,16.48,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,17.28,18.24,10.00,0.00,6.80,14.37,48.38,8.00,3.80,3.40,2.50,17.90,17.73,11.32,15.09,0.00,15.45,20.40,66.00,3.39,27.00,18.85,17.44,143.29,17.44,38.97,0.60,18.85,18.85,18.85,2.40,45.76,12.45,21.00,6.00,10.80,8.30,12.25,2.40,10.21,12.34,18.00,0.00,0.00,0.97,1.00,68.92,73.50,6.76,5.64,109.69,92.30,57.81,0.30,2.00,79.69,251.73,11.00,200.92
3.00,16.65,14.75,17.01,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,17.74,18.40,10.00,0.00,6.80,15.14,55.86,8.10,3.80,3.40,2.50,17.90,17.73,11.32,15.09,0.00,15.73,20.93,67.92,3.39,27.00,18.85,17.44,142.83,17.44,39.19,0.60,18.85,18.85,18.85,2.40,54.72,12.45,21.00,6.00,10.80,8.30,12.25,2.40,10.28,12.42,18.00,0.00,0.00,1.06,1.00,72.86,76.90,7.89,6.59,109.86,95.48,65.77,0.30,2.00,79.60,252.16,11.00,199.74
4.00,17.33,15.87,17.07,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,17.55,18.43,10.00,0.00,6.80,16.34,62.10,8.00,3.80,3.40,2.50,17.90,17.73,11.32,15.09,0.00,15.63,21.38,69.80,3.39,27.00,18.85,17.44,136.68,17.44,39.27,0.60,18.85,18.85,18.85,2.40,64.22,12.45,21.00,6.00,10.80,8.30,12.25,2.40,10.36,12.52,18.00,0.00,0.00,1.08,1.00,76.06,79.10,8.91,7.44,108.39,98.19,74.49,0.40,2.00,79.39,252.08,11.00,190.40
5.00,17.34,16.23,16.62,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,16.27,18.38,10.00,0.00,6.80,18.81,64.58,8.10,3.80,3.40,2.50,17.90,17.73,11.32,15.09,0.00,15.45,21.59,71.48,3.39,27.00,18.85,17.44,135.96,17.44,39.17,0.60,18.85,18.85,18.85,2.40,75.34,12.45,21.00,6.00,10.80,8.30,12.25,2.40,10.50,12.68,18.00,0.00,0.00,1.07,1.00,77.00,81.00,9.62,8.01,106.95,99.57,85.49,0.40,2.00,79.05,251.72,11.00,177.69
6.00,16.88,16.06,15.89,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,15.58,18.26,10.00,0.00,6.80,20.75,66.64,8.00,3.80,3.40,2.50,17.90,17.73,11.32,15.09,0.00,15.29,21.84,73.14,3.39,27.00,18.85,17.44,137.01,17.44,38.93,0.60,18.85,18.85,18.85,2.40,86.88,12.45,21.00,6.00,10.80,8.30,12.25,2.40,10.48,12.68,18.00,0.00,0.00,1.09,1.00,77.91,82.00,10.25,8.55,105.67,100.52,96.36,0.40,2.00,77.51,250.74,11.00,161.14
7.00,16.27,16.29,15.26,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,16.05,18.06,10.00,0.00,6.80,21.09,67.42,8.00,3.80,3.40,2.50,17.90,17.73,11.32,15.09,0.00,15.09,22.20,74.73,3.39,27.00,18.85,17.44,135.83,17.44,38.61,0.60,18.85,18.85,18.85,2.40,99.65,12.45,21.00,6.00,10.80,8.30,12.25,2.40,9.99,12.24,18.00,0.00,0.00,1.08,1.00,78.69,82.80,10.65,9.02,104.42,100.23,106.85,0.40,2.00,75.64,249.18,11.00,147.55
8.00,15.67,15.98,14.97,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,17.59,17.82,10.00,0.00,6.80,21.17,68.06,8.00,3.80,3.40,2.50,17.90,17.73,11.32,15.09,0.00,14.80,22.55,76.08,3.39,27.00,18.85,17.44,132.96,17.44,38.42,0.60,18.85,18.85,18.85,2.40,110.37,12.45,21.00,6.00,10.80,8.30,12.25,2.40,9.46,11.71,18.00,0.00,0.00,1.08,1.00,78.91,82.81,10.59,9.00,102.68,100.51,115.97,0.30,2.00,73.01,247.09,11.00,142.57
9.00,14.90,15.32,14.38,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,18.21,17.60,10.00,0.00,6.80,20.49,68.26,8.10,3.80,3.40,2.50,17.90,17.73,11.32,15.09,0.00,14.50,22.83,76.69,3.39,27.00,18.85,17.44,131.38,17.44,37.74,0.60,18.85,18.85,18.85,2.40,114.96,12.45,21.00,6.00,10.80,8.30,12.25,2.40,8.79,10.93,18.00,0.00,0.00,1.08,1.00,78.88,82.92,10.57,8.93,100.22,102.50,120.94,0.20,2.00,70.13,245.54,11.00,149.52
10.00,13.31,12.17,13.18,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,17.96,17.07,10.00,0.00,6.80,20.04,68.43,8.10,3.80,3.40,2.50,17.90,17.73,11.32,15.09,0.00,13.80,23.05,77.16,3.39,27.00,18.85,17.44,129.96,17.44,35.93,0.60,18.85,18.85,18.85,2.40,118.93,12.45,21.00,6.00,10.80,8.30,12.25,2.40,7.85,9.78,18.00,0.00,0.00,0.91,1.00,79.01,82.66,10.64,9.00,95.74,104.00,125.18,0.20,2.00,63.26,242.03,11.00,171.24
