"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,78.57,30.10,67.46,646.80,211.44,9.09,9.95,110.91,19.29,3.99,41.50,10.00,143.00,8.91,5.13,2.82,164.71,112.91,88.82,22.00,47.27,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.52,95.92,10.56,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,3.97,75.75,72.88,66.88,66.80,79.38,0.00,0.00,0.00,87.54,84.00,110.80,110.76,105.00
2.00,78.56,30.10,67.46,646.80,211.44,9.09,9.95,110.91,19.28,3.99,41.50,10.00,143.00,8.91,5.13,2.82,164.71,112.90,88.81,22.00,47.27,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,95.92,10.56,19.87,170.86,146.90,67.83,67.42,68.21,67.65,185.06,198.10,185.13,5.67,75.75,72.88,66.88,66.80,79.38,0.00,12.75,0.00,87.54,84.00,110.50,110.75,105.00
3.00,78.55,30.10,67.46,639.76,188.77,9.09,9.95,107.74,19.28,3.99,41.50,10.00,111.27,8.91,5.13,2.82,164.71,94.89,88.81,22.00,47.26,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,95.91,10.56,19.87,143.59,143.59,67.83,67.42,68.21,67.65,185.06,198.10,185.13,5.67,75.75,72.88,66.88,66.80,32.81,15.97,15.95,0.00,87.54,84.00,110.50,110.75,105.00
4.00,78.56,30.10,67.46,644.85,206.50,9.09,9.95,110.71,19.28,3.99,41.50,10.00,117.22,8.91,5.13,2.82,164.71,97.01,88.81,22.00,47.26,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,95.91,10.56,19.87,143.59,143.59,67.83,67.42,68.21,67.65,185.06,198.10,185.13,5.67,75.75,72.88,66.88,66.80,34.58,11.30,11.30,0.00,87.54,84.00,110.50,110.75,105.00
5.00,78.55,30.10,67.46,620.44,135.11,9.09,9.95,60.47,19.28,3.99,41.50,10.00,100.87,8.91,5.13,2.82,164.71,93.89,88.78,22.00,47.26,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,95.88,10.56,19.87,226.62,143.59,67.83,67.42,68.21,67.65,185.06,198.10,185.13,5.67,75.75,72.88,66.88,66.80,21.60,20.75,20.70,0.00,87.54,84.00,110.80,110.75,105.00
6.00,78.51,30.10,67.46,585.86,98.79,9.09,9.94,46.82,19.28,3.99,41.50,10.00,93.56,8.91,5.13,2.82,164.71,91.34,32.62,22.00,47.26,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,85.50,10.56,19.87,229.57,229.31,67.83,67.42,68.20,67.65,185.06,198.10,185.13,5.67,75.75,72.88,66.88,66.79,11.98,23.28,23.21,0.00,87.54,84.00,110.80,110.75,105.00
7.00,78.54,30.10,67.46,620.38,134.99,9.09,9.95,84.92,19.28,3.99,41.50,10.00,103.84,8.91,5.13,2.82,164.71,92.99,88.80,22.00,47.26,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,94.21,10.56,19.87,143.59,143.59,67.83,67.42,68.20,67.65,185.06,198.10,185.13,5.67,75.75,72.88,66.88,66.80,25.67,25.35,25.25,0.00,87.54,84.00,110.50,110.75,105.00
8.00,78.54,27.00,67.46,615.05,125.68,9.09,9.95,80.03,19.28,3.99,41.50,10.00,99.03,8.91,5.13,2.82,164.71,91.96,88.80,22.00,47.26,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,86.76,10.56,19.87,143.59,143.59,67.83,67.42,68.20,67.65,185.06,198.10,185.13,5.67,75.75,72.88,66.88,66.79,23.79,27.19,27.08,0.00,87.54,84.00,110.50,110.75,105.00
9.00,78.54,27.00,67.46,625.39,145.82,9.09,9.95,84.28,19.28,3.99,41.50,10.00,109.01,8.91,5.13,2.82,164.71,94.34,88.80,22.00,47.26,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,94.38,10.56,19.87,143.59,143.59,67.83,67.42,68.20,67.65,185.06,198.10,185.13,5.67,75.75,72.88,66.88,66.80,25.22,25.31,25.21,0.00,87.54,84.00,110.50,110.75,105.00
10.00,78.55,0.00,67.46,629.68,156.85,9.09,9.95,88.25,19.28,3.99,41.50,10.00,108.44,8.91,5.13,2.82,164.71,93.56,88.80,22.00,47.26,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,95.87,10.56,19.87,143.59,143.59,67.83,67.42,68.21,67.65,185.06,198.10,185.13,5.67,75.75,72.88,66.88,66.80,26.13,25.08,24.98,0.00,87.54,84.00,110.50,110.75,105.00
