"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,12.90,24.32,13.90,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,17.90,18.00,18.05,0.00,8.80,7.30,52.60,5.50,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,13.90,21.80,72.70,3.05,0.00,19.51,19.32,134.00,0.00,30.40,0.00,19.51,19.51,19.51,2.40,96.59,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,12.20,13.80,9.00,1.02,1.00,91.43,98.52,6.08,5.74,96.48,94.00,105.27,0.30,2.00,78.79
2.00,11.40,24.16,12.50,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,17.80,17.36,18.05,0.00,8.80,7.80,50.10,5.20,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,13.70,22.20,73.40,3.05,0.00,19.51,19.32,132.00,0.00,29.20,0.00,19.51,19.51,19.51,2.40,101.37,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,11.90,13.60,9.00,0.87,1.00,86.90,100.00,5.78,5.89,95.04,96.00,109.41,0.20,2.00,78.48
3.00,9.60,24.19,10.80,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,17.30,16.05,18.05,0.00,8.80,8.10,47.50,4.90,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,13.50,22.50,74.20,3.05,0.00,19.51,19.32,130.00,0.00,26.80,0.00,19.51,19.51,19.51,2.40,105.37,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,11.80,13.40,9.00,0.84,1.00,89.38,101.13,5.90,6.03,93.60,98.00,113.62,0.20,2.00,77.37
4.00,7.50,24.28,8.40,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,16.10,14.57,18.05,0.00,8.80,8.30,46.70,4.80,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,13.10,22.80,74.70,3.05,0.00,19.51,19.32,128.00,0.00,23.10,0.00,19.51,19.51,19.51,2.40,114.57,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,11.40,12.80,9.00,0.79,1.00,88.97,102.31,5.77,6.00,92.16,98.00,121.98,0.10,2.00,74.81
5.00,4.40,24.32,5.80,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,12.90,14.12,18.05,0.00,8.80,8.40,46.60,4.90,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,11.90,23.10,75.20,3.05,0.00,19.51,19.32,117.00,0.00,17.10,0.00,19.51,19.51,19.51,2.40,118.88,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,11.00,12.00,9.00,0.66,1.00,86.16,103.58,5.49,5.94,84.24,99.00,125.16,0.10,2.00,68.77
6.00,2.00,24.46,3.40,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,5.00,8.64,18.05,0.00,8.80,8.40,43.60,5.50,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,8.50,23.00,74.60,3.05,0.00,19.51,19.32,99.00,0.00,9.10,0.00,19.51,19.51,19.51,2.40,123.63,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,9.80,10.50,9.00,0.48,1.00,93.80,103.09,9.60,8.30,71.28,100.00,126.28,0.10,2.00,51.91
7.00,0.60,24.45,1.20,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,1.90,6.23,18.05,0.00,8.80,8.40,39.70,7.40,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,2.00,22.90,73.70,3.05,0.00,19.51,19.32,73.00,0.00,3.40,0.00,19.51,19.51,19.51,2.40,122.01,12.88,17.49,19.51,6.40,0.00,0.00,0.00,2.40,8.40,8.80,9.00,0.41,1.00,90.27,100.40,9.10,8.20,52.56,101.00,120.35,0.10,2.00,26.31
8.00,0.00,24.42,0.20,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,2.79,18.05,0.00,8.80,8.70,39.00,7.80,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,0.00,22.70,72.20,3.05,0.00,19.51,19.32,40.00,0.00,0.70,0.00,19.51,19.51,19.51,2.40,124.85,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.80,8.20,9.00,0.28,1.00,86.93,98.01,8.50,7.80,28.80,102.00,119.16,0.10,2.00,10.86
9.00,0.00,24.17,0.00,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.66,18.05,0.00,8.80,9.20,39.40,8.10,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,0.00,22.50,70.40,3.05,0.00,19.51,19.32,17.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,122.62,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.40,7.90,9.00,0.10,1.00,83.79,95.84,7.80,7.30,12.24,103.00,113.08,0.00,2.00,3.12
10.00,0.00,24.16,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.02,18.05,0.00,8.80,9.50,39.30,8.10,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,0.00,22.70,69.90,3.05,0.00,19.51,19.32,4.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,119.57,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.00,7.80,9.00,0.05,1.00,79.97,93.50,6.90,6.40,2.88,104.00,108.98,0.00,2.00,0.33
11.00,0.00,24.07,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,9.80,39.20,8.10,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,0.00,23.00,69.80,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,116.33,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,6.70,7.90,9.00,0.00,1.00,76.03,91.19,5.80,5.30,0.00,107.00,99.02,0.00,2.00,0.00
12.00,0.00,24.12,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,9.30,36.40,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,23.20,69.50,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,110.44,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,6.90,9.00,9.00,0.00,1.00,71.78,87.84,5.20,4.60,0.00,107.00,87.30,0.00,2.00,0.00
13.00,0.00,24.25,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,8.60,32.90,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,23.30,69.20,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,103.75,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.20,10.40,9.00,0.00,1.00,67.51,84.21,4.80,4.00,0.00,107.00,75.09,0.00,2.00,0.00
14.00,0.00,24.52,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,8.00,31.90,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,23.10,68.60,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,95.52,12.88,16.49,19.51,6.40,0.00,0.00,0.00,2.40,7.30,10.90,9.00,0.00,1.00,63.54,80.84,4.80,3.70,0.00,108.00,62.86,0.00,2.00,0.00
15.00,0.00,24.50,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,7.30,31.90,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,22.90,68.00,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,86.86,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.30,10.90,9.00,0.00,1.00,59.72,77.61,4.80,3.50,0.00,109.00,50.69,0.00,2.00,0.00
16.00,0.00,24.72,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,6.90,32.50,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,22.60,67.40,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,79.36,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.40,11.10,9.00,0.00,1.00,55.95,74.78,4.70,3.40,0.00,107.00,39.94,0.00,2.00,0.00
17.00,0.00,24.68,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,6.70,33.40,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,22.40,66.80,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,72.23,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.50,11.40,9.00,0.00,1.00,52.17,72.06,4.50,3.40,0.00,105.00,29.64,0.00,2.00,0.00
18.00,0.00,24.52,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,6.70,34.00,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,21.20,62.40,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,60.88,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.70,11.70,9.00,0.00,1.00,48.06,68.40,4.10,3.00,0.00,100.00,21.24,0.00,2.00,0.00
19.00,0.00,24.59,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,6.80,34.40,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,19.70,56.70,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,48.13,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.90,11.90,9.00,0.00,1.00,43.84,64.43,3.70,2.50,0.00,93.00,13.48,0.00,2.00,0.00
20.00,0.00,24.61,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,7.30,32.60,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,18.30,51.50,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,38.21,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.80,11.80,9.00,0.00,1.00,38.51,59.77,3.20,2.10,0.00,83.00,8.92,0.00,2.00,0.00
21.00,0.00,24.11,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,8.00,30.10,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,17.10,46.50,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,29.24,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.60,11.60,9.00,0.00,1.00,32.82,54.88,2.70,1.60,0.00,71.00,5.41,0.00,2.00,0.00
22.00,0.00,24.23,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,8.40,27.50,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,15.60,42.40,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,22.48,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.40,11.50,9.00,0.00,1.00,27.79,49.57,2.30,1.20,0.00,64.00,3.86,0.00,2.00,0.00
